McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
2,0,30,2053,7,0,4,0
1,0,47,2053,7,0,4,0
1,0,23,2053,7,0,4,0
1,0,50,2053,7,0,4,0
4,0,61,2053,7,0,4,0
1,0,54,2053,7,0,4,0
1,0,40,2053,7,0,4,0
2,0,31,2053,7,0,4,0
1,0,45,2053,7,0,4,0
1,0,23,2053,7,0,4,0
1,0,25,2053,7,0,4,0
1,0,1,8,4,0,4,0
1,0,46,2053,7,0,4,0
1,0,36,2053,7,0,4,0
1,0,44,2053,7,0,4,0
1,0,57,8,22,0,9,0
5,0,42,8,4,0,4,0
1,0,53,8,22,0,9,0
1,0,55,8,23,0,9,0
1,0,1,8,4,0,4,0
1,0,58,8,21,0,9,0
1,0,41,288,12,0,7,0
2,0,28,8,4,0,4,0
1,0,25,8,4,0,4,0
1,0,48,8,4,0,4,0
8,0,60,8,4,0,4,0
1,0,41,8,4,0,4,0
1,0,29,8,4,0,4,0
1,0,1,8,4,0,4,0
1,0,47,8,4,0,4,0
1,0,54,288,41,0,9,0
1,0,66,831,32,0,8,0
1,0,62,831,31,0,8,0
1,0,78,288,9,0,6,0
1,0,74,288,6,0,4,0
1,0,61,288,24,0,7,0
1,0,59,288,24,0,7,0
1,0,36,831,31,0,8,0
9,0,53,288,12,0,7,0
1,0,31,831,27,0,8,1
1,0,1,831,3,0,3,0
1,0,78,288,9,0,6,0
1,0,34,831,28,0,8,0
1,0,48,2053,6,0,3,0
8,0,97,2053,19,0,7,1
3,0,97,2053,15,0,6,0
4,0,52,831,4,0,3,0
1,0,44,2053,6,0,3,0
2,0,70,2053,6,0,3,0
1,0,21,2053,6,0,3,0
1,0,21,2053,6,0,3,0
2,0,28,2053,6,0,3,0
1,0,37,2053,6,0,3,0
4,0,55,2053,14,0,6,0
8,0,74,2053,6,0,3,0
1,0,1,831,3,0,3,0
1,0,16,2053,6,0,3,0
2,0,38,2053,6,0,3,0
2,0,47,2053,7,0,3,0
5,0,98,1147,10,0,5,1
1,0,40,831,20,0,8,0
1,0,26,831,21,0,8,0
1,0,25,831,19,0,8,0
1,0,25,831,18,0,8,0
1,0,1,831,3,0,3,0
1,0,25,831,18,0,8,0
1,0,25,831,18,0,8,0
7,0,48,831,3,0,3,0
1,0,45,288,27,0,9,0
1,0,26,831,4,0,3,0
2,0,53,288,11,0,5,0
1,0,22,831,3,0,3,0
1,0,26,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,1,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,45,831,3,0,3,0
1,0,20,831,3,0,3,0
1,0,24,831,3,0,3,0
1,0,64,831,3,0,3,0
1,0,37,831,3,0,3,0
4,0,56,831,3,0,3,0
31,0,255,15,15,0,5,0
1,0,9,15,10,0,5,0
1,0,12,15,11,0,5,0
1,0,1,831,7,0,5,0
1,0,14,831,7,0,5,0
1,0,6,831,7,0,5,0
3,0,65,831,13,0,6,0
3,0,65,831,13,0,6,0
16,0,191,831,20,0,6,0
1,0,1,831,4,0,4,0
3,0,62,831,7,0,5,0
3,0,70,831,10,0,5,0
1,0,38,831,8,0,5,0
1,0,35,831,8,0,5,0
1,0,1,831,4,0,4,0
1,0,43,831,8,0,5,0
2,0,51,831,10,0,5,0
1,0,47,831,7,0,5,0
3,0,46,2053,12,2,5,0
1,0,29,831,7,0,5,0
7,0,90,831,9,0,5,0
5,0,60,831,6,0,5,0
4,0,111,831,14,0,5,0
2,0,50,831,7,0,5,0
1,0,1,831,4,0,4,0
6,0,70,831,11,0,5,0
1,0,47,831,6,0,5,0
2,0,52,831,8,0,5,0
3,0,49,831,7,0,5,0
8,0,75,831,19,0,6,0
3,0,71,831,20,0,6,0
3,0,67,831,18,0,6,0
3,0,61,831,8,0,5,0
8,0,93,831,12,0,5,1
5,0,77,2899,22,0,8,1
1,0,24,831,9,0,5,0
9,0,82,831,23,0,5,0
48,0,343,2053,46,2,9,1
1,0,69,831,10,0,5,0
6,0,61,831,16,0,5,0
4,0,77,831,11,0,5,1
4,0,26,831,8,0,5,0
34,0,247,831,38,0,5,1
9,0,38,2899,19,0,8,0
5,0,27,831,7,0,5,0
1,0,1,831,4,0,4,0
1,0,13,831,8,0,5,0
12,0,94,831,18,0,5,1
13,0,124,831,28,0,5,1
1,0,54,831,11,0,5,0
2,0,83,15,30,0,11,1
1,0,28,1147,9,0,6,0
3,0,50,1147,8,0,5,0
1,0,19,1147,6,0,5,0
3,0,35,1147,6,0,5,0
4,0,38,1147,6,0,5,0
4,0,39,1147,6,0,5,0
1,0,36,1147,11,0,6,0
1,0,43,1147,11,0,6,0
1,0,31,1147,8,0,5,0
1,0,46,1147,14,0,7,0
1,0,35,1147,22,0,8,0
1,0,46,1147,14,0,7,0
1,0,1,1147,3,0,3,0
3,0,52,1147,6,0,5,0
1,0,50,1147,23,0,9,0
4,0,56,1147,22,0,9,0
1,0,30,1147,13,0,6,0
1,0,46,1147,19,0,8,0
2,0,26,1147,6,0,5,0
4,0,52,1147,18,0,6,0
1,0,47,1147,17,0,7,0
4,0,64,1147,8,2,4,0
1,0,52,1147,26,2,7,0
1,0,40,1147,24,0,8,0
1,0,17,1147,13,0,6,0
1,0,32,1147,14,0,6,0
5,0,42,1147,6,0,5,0
5,0,55,15,20,0,9,0
5,0,57,15,11,0,7,0
1,0,1,15,6,0,4,0
4,0,57,831,30,0,7,0
5,0,115,831,13,1,6,1
1,0,10,2899,3,0,2,0
1,0,53,288,12,0,4,0
3,0,320,288,43,0,9,0
8,0,168,831,15,0,5,0
4,0,64,831,50,0,8,0
14,0,166,831,32,0,9,0
13,0,194,791,15,0,5,0
8,0,238,288,53,2,8,0
4,0,50,288,17,0,7,0
21,0,284,831,39,2,9,0
30,0,218,1147,44,0,10,0
13,0,213,1733,61,5,12,0
8,0,203,831,43,0,7,0
8,0,136,831,30,0,6,0
1,0,131,288,23,0,7,0
1,0,20,2053,5,0,3,0
1,0,30,2053,20,0,6,0
1,0,50,2053,16,0,6,0
1,0,72,2053,18,0,6,0
3,0,53,2053,17,0,6,0
1,0,116,2053,21,0,7,0
1,0,9,831,3,0,3,0
1,0,6,831,3,0,3,0
7,0,24,831,3,0,3,0
1,0,24,2053,19,0,6,0
1,0,27,2053,16,0,6,0
1,0,36,2053,4,0,4,0
1,0,34,2053,19,0,6,0
2,0,323,15,88,3,14,0
8,0,215,831,16,0,5,0
1,0,44,791,111,11,8,0
56,0,1209,831,61,5,7,0
1,0,37,831,11,0,4,0
1,0,69,288,10,0,5,0
7,0,48,831,25,0,8,0
2,0,140,831,6,0,4,0
1,0,29,831,8,0,3,0
2,0,96,831,15,0,6,0
45,0,425,288,74,0,10,0
51,0,1234,831,23,3,7,0
32,0,902,831,101,16,12,0
48,0,682,831,141,5,12,0
4,0,85,831,23,5,6,0
8,0,132,2053,18,0,6,0
6,0,245,288,36,7,9,0
9,0,268,831,35,1,8,0
1,0,31,831,12,0,6,0
21,0,299,2053,25,0,7,0
1,0,61,831,3,0,3,0
16,0,226,831,31,5,8,0
2,0,64,288,7,0,5,0
26,0,936,1147,130,12,14,0
5,0,56,831,19,0,7,0
4,0,118,831,16,0,6,0
8,0,126,15,67,1,9,0
17,0,215,831,13,1,3,0
1,0,43,831,6,0,2,0
1,0,27,1733,5,0,4,0
7,0,163,831,8,0,3,0
19,0,304,288,12,0,4,0
5,0,139,288,9,0,5,0
46,0,714,791,25,0,4,0
5,0,119,2053,4,0,2,0
7,0,29,2899,2,0,2,0
2,0,208,288,6,0,4,0
8,0,269,831,16,4,5,0
4,0,355,831,7,0,4,0
3,0,153,831,16,5,5,0
24,0,216,288,42,1,9,0
3,0,81,2053,16,0,6,0
9,0,141,831,11,0,4,0
37,0,329,831,14,0,3,0
3,0,75,288,9,0,5,0
6,0,243,831,27,0,7,0
6,0,102,288,33,0,9,0
3,0,93,831,4,0,4,0
3,0,140,2053,28,0,8,0
11,0,109,2053,2,0,2,0
13,0,110,831,12,2,4,0
4,0,272,831,81,5,13,0
22,0,228,831,18,1,7,1
1,0,39,2053,5,0,2,0
23,0,339,831,58,1,8,0
39,0,386,831,42,0,7,0
25,0,163,831,14,0,6,0
4,0,252,2053,19,0,6,0
3,0,56,288,9,1,4,0
16,0,128,791,16,0,6,0
12,0,251,831,28,2,7,0
13,0,398,831,23,0,6,0
19,0,246,1147,85,5,10,0
78,0,843,15,70,1,11,0
8,0,102,2053,6,0,4,0
1,0,101,831,5,0,3,0
7,0,185,288,46,1,7,0
22,0,191,288,23,0,6,0
14,0,165,288,10,0,5,0
33,0,483,1733,60,0,7,0
5,0,131,2899,29,3,8,0
6,0,140,831,14,2,4,0
1,0,33,2053,5,0,2,0
18,0,421,2899,54,0,9,0
6,0,77,288,14,0,6,0
1,0,4,831,9,1,4,0
4,0,68,831,11,0,4,0
1,0,18,2053,5,0,3,0
35,0,272,1147,117,14,11,0
1,0,13,791,9,0,7,0
12,0,116,831,29,2,7,0
26,0,258,831,41,2,7,0
9,0,106,1147,10,0,6,1
16,0,206,2053,5,0,3,0
1,0,77,2053,11,0,5,0
11,0,252,288,47,0,9,0
1,0,132,2053,6,0,2,0
1,0,59,831,3,0,3,0
5,0,278,831,13,0,4,0
4,0,121,831,34,0,7,0
1,0,16,429,3,0,3,0
2,0,82,429,5,0,3,0
1,0,9,429,3,0,3,0
15,0,297,288,17,0,7,0
8,0,76,288,19,0,8,0
11,0,547,288,109,1,8,0
2,0,17,831,3,0,3,0
10,0,109,831,2,0,2,0
8,0,116,288,9,0,6,0
1,0,106,2053,10,0,5,0
8,0,123,288,38,4,9,0
1,0,63,831,6,4,3,0
101,0,1925,831,212,27,14,0
9,0,94,2899,15,0,7,0
1,0,73,1147,3,0,2,0
19,0,295,288,8,3,5,0
19,0,296,288,6,4,5,0
37,0,407,831,12,4,7,0
43,0,614,288,30,1,8,0
66,0,762,831,4,0,3,0
21,0,210,288,11,0,7,0
1,0,83,2053,17,0,6,0
1,0,39,791,15,0,5,0
1,0,86,831,38,0,8,0
91,0,792,2899,67,11,12,0
45,0,259,831,32,0,8,0
1,0,25,831,5,2,2,0
8,0,164,2899,22,9,7,0
1,0,121,831,12,0,4,0
17,0,271,288,15,0,6,0
6,0,44,791,6,0,5,0
60,0,417,791,10,0,5,0
3,0,77,2899,4,2,1,0
2,0,80,2053,3,0,2,0
1,0,77,831,19,1,7,0
6,0,76,2053,17,0,6,0
23,0,317,2053,32,0,6,0
6,0,91,288,9,0,5,0
1,0,9,575,5,0,4,0
1,0,3,288,6,0,4,0
1,0,3,2053,2,0,2,0
1,0,3,2053,1,0,1,0
1,0,8,288,12,0,5,0
1,0,3,288,6,0,4,0
5,0,76,791,5,0,5,0
4,0,27,2053,24,1,7,0
7,0,52,1733,35,1,7,0
1,0,8,1733,20,0,8,0
3,0,63,2053,20,1,7,0
5,0,54,2053,19,1,7,0
2,0,28,1733,25,0,9,0
2,0,17,1733,19,1,8,0
44,0,194,1733,52,0,8,1
1,0,193,2053,18,0,7,0
4,0,58,2899,12,0,5,0
4,0,53,1733,6,0,5,0
1,0,33,1733,3,0,3,0
1,0,51,1733,3,0,3,0
5,0,33,1733,10,0,5,0
1,0,18,2053,6,0,5,0
11,0,37,753,5,0,3,0
8,0,93,1733,10,0,6,0
1,0,24,1733,3,0,3,0
1,0,30,1733,3,0,3,0
1,0,41,2899,6,0,4,0
1,0,33,1733,3,0,3,0
20,0,130,831,14,0,5,1
4,0,39,1733,14,0,6,0
11,0,69,8,29,1,9,0
4,0,35,1733,6,0,5,0
14,0,86,2899,13,0,6,0
1,0,9,1733,3,0,3,0
2,0,43,1733,9,0,6,0
1,0,38,2053,6,0,5,0
51,0,223,831,20,0,7,1
1,0,38,2053,9,0,6,0
7,0,49,831,12,4,5,1
10,0,62,2053,6,0,5,0
5,0,43,1733,3,0,3,0
2,0,60,1733,3,0,3,0
1,0,27,1733,3,0,3,0
1,0,50,1733,3,0,3,0
1,0,64,1733,3,0,3,0
6,0,43,2053,6,0,5,0
6,0,43,2053,6,0,5,0
1,0,10,1733,3,0,3,1
1,0,10,1733,3,0,3,0
1,0,12,1733,3,0,3,0
7,0,88,2899,2,0,2,0
4,0,36,2899,4,0,2,0
5,0,89,2899,2,0,2,0
4,0,36,2899,4,0,2,0
1,0,1,2899,2,0,2,0
1,0,96,288,48,1,12,0
15,0,199,51,14,4,5,0
2,0,41,288,26,4,6,0
4,0,78,288,34,4,8,0
5,0,81,288,32,0,8,0
4,0,57,2899,2,0,2,0
4,0,74,2899,2,0,2,0
1,0,57,1733,3,0,3,0
1,0,48,1733,3,0,3,0
4,0,65,2899,13,0,6,0
4,0,54,1733,6,0,5,0
1,0,38,575,6,0,4,1
1,0,53,288,11,0,8,0
5,0,33,1733,10,0,5,0
1,0,18,2053,6,0,5,0
11,0,37,753,2,0,2,0
9,0,95,1733,10,0,6,0
1,0,24,575,6,0,4,0
1,0,30,575,6,0,4,0
1,0,41,2899,9,0,5,0
1,0,33,575,6,0,4,0
20,0,130,831,14,0,5,1
4,0,39,1733,17,0,7,0
11,0,65,8,29,1,9,0
4,0,35,1733,6,0,5,0
14,0,86,2899,10,0,5,0
1,0,9,1733,3,0,3,0
2,0,43,1733,9,0,6,0
1,0,38,2053,9,0,6,0
51,0,223,831,25,0,8,1
1,0,38,2053,9,0,6,0
7,0,49,831,15,4,6,1
10,0,62,2053,9,0,6,0
5,0,43,575,6,0,4,0
2,0,59,1733,3,0,3,0
1,0,27,575,6,0,4,0
1,0,50,575,6,0,4,0
1,0,64,575,6,0,4,0
6,0,43,2053,9,0,6,0
6,0,43,2053,9,0,6,0
6,0,42,2053,9,0,6,0
1,0,10,575,6,0,4,1
1,0,10,575,6,0,4,0
1,0,12,575,6,0,4,0
1,0,76,575,6,0,4,0
7,0,88,2899,2,0,2,0
4,0,36,2899,4,0,2,1
5,0,88,2899,2,0,2,1
4,0,36,2899,4,0,2,0
1,0,1,2899,2,0,2,0
1,0,96,288,39,1,11,0
15,0,196,831,8,4,3,0
2,0,41,288,19,4,6,0
4,0,69,288,27,4,7,0
5,0,80,288,26,0,7,0
4,0,57,2899,2,0,2,0
4,0,74,2899,2,0,2,0
1,0,57,1733,2,0,2,0
1,0,48,1733,2,0,2,0
6,0,78,15,15,0,7,0
1,0,32,15,15,0,7,0
1,0,36,15,15,0,7,1
1,0,8,51,8,0,5,0
6,0,126,15,15,0,7,1
1,0,3,15,15,0,7,0
4,0,71,15,15,0,7,0
1,0,4,51,8,0,5,0
4,0,30,15,15,0,7,0
19,0,147,15,15,0,7,0
10,0,131,15,15,0,7,0
1,0,20,15,15,0,7,0
1,0,1,15,7,0,4,0
9,0,93,15,15,0,7,1
9,0,97,15,19,0,7,1
1,0,31,51,8,0,5,0
1,0,8,51,8,0,5,0
8,0,130,51,12,0,5,0
48,0,261,1733,26,1,8,0
25,0,131,15,56,1,13,1
137,0,694,1147,117,8,14,0
3,0,39,1118,16,0,6,0
2,0,18,2899,35,0,9,0
4,0,54,831,15,0,6,0
10,0,74,1733,33,0,11,1
5,0,47,2053,18,0,7,0
1,0,9,2053,22,0,7,0
6,0,42,2053,37,1,8,0
7,0,38,1733,17,0,6,0
2,0,39,1118,13,0,6,0
1,0,6,1118,14,0,6,0
10,0,101,1733,20,0,8,0
14,0,56,1118,14,0,6,0
1,0,13,1118,14,0,6,0
1,0,15,2053,20,0,7,0
1,0,13,2899,16,0,6,0
1,0,9,1118,12,0,6,0
1,0,14,2053,19,0,8,0
1,0,8,2053,18,0,7,0
1,0,8,831,12,1,4,0
1,0,14,1733,13,1,5,0
1,0,11,2899,8,0,4,0
1,0,24,2899,11,0,4,0
1,0,9,575,9,0,4,0
1,0,15,753,20,0,7,0
1,0,44,288,47,0,8,0
1,0,159,15,83,5,14,0
11,0,373,2899,137,5,13,0
1,0,39,2053,12,0,6,1
1,0,12,1733,14,0,6,0
5,0,84,288,34,0,8,0
2,0,24,575,10,0,4,0
1,0,13,2053,11,0,6,0
1,0,14,2053,5,3,3,0
2,0,22,831,9,0,3,0
1,0,24,288,18,0,10,0
9,0,60,288,22,0,9,0
1,0,9,575,8,0,4,0
1,0,11,575,8,0,4,0
11,0,48,2053,13,0,6,0
1,0,30,2053,8,3,3,0
3,0,124,288,76,0,10,0
1,0,55,288,34,0,9,0
1,0,14,1118,3,0,2,0
1,0,17,1118,3,0,2,0
5,0,117,288,28,0,8,0
1,0,9,831,5,4,2,0
1,0,9,831,5,4,2,0
1,0,3,831,5,4,2,0
1,0,3,831,5,4,2,0
1,0,21,831,5,4,2,0
16,0,104,15,60,0,15,1
3,0,35,15,14,0,8,0
1,0,1,15,8,0,6,1
2,0,40,15,13,0,8,1
1,0,10,1118,2,0,2,1
2,0,25,15,16,0,8,1
100,0,625,15,123,4,19,1
6,0,115,2053,6,0,3,0
8,0,35,2899,2,0,2,0
1,0,15,1118,2,0,2,1
1,0,117,288,20,3,6,0
