McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
1,0,0,0,1,22,494,565,59,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,1,3,58,101,495,566,60,1.0,0.0,58.0,0.0,8.0,1649.0,3.0,1
2,0,1,3,49,81,496,567,60,2.0,0.0,49.0,0.0,4.0,1649.0,3.0,1
1,0,1,3,54,91,497,568,60,1.0,0.0,54.0,0.0,6.0,1649.0,3.0,1
1,0,1,2,31,57,498,569,60,1.0,0.0,31.0,0.0,5.0,1649.0,3.0,1
1,0,0,0,1,22,499,570,60,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,0,0,1,22,489,571,58,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,1,0,9,33,500,572,61,1.0,0.0,9.0,0.0,1.0,9.0,1.0,0
1,0,1,1,45,78,501,573,61,1.0,0.0,45.0,0.0,7.0,1649.0,3.0,0
2,0,1,3,49,81,502,574,61,2.0,0.0,49.0,0.0,4.0,1649.0,3.0,1
1,0,1,2,20,56,503,575,61,1.0,0.0,20.0,0.0,3.0,1649.0,3.0,0
1,0,1,2,23,59,504,576,61,1.0,0.0,23.0,0.0,3.0,1649.0,3.0,0
1,0,0,0,1,22,505,577,61,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,0,0,1,22,488,578,57,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
12,0,7,6,192,251,507,579,62,12.0,0.0,192.0,0.0,2.0,4057.0,2.0,0
1,0,1,2,14,40,508,580,62,1.0,0.0,14.0,0.0,3.0,4057.0,2.0,0
1,0,0,0,1,22,506,581,62,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
2,0,1,3,48,90,509,582,63,2.0,0.0,48.0,0.0,15.0,1649.0,4.0,0
6,0,1,7,74,110,510,583,63,6.0,0.0,74.0,0.0,15.0,1649.0,3.0,1
6,0,1,3,75,119,511,584,64,6.0,0.0,75.0,0.0,2.0,1649.0,2.0,1
6,0,0,5,77,110,512,585,64,6.0,0.0,77.0,0.0,1.0,4057.0,1.0,1
1,0,0,2,19,40,513,586,64,1.0,0.0,19.0,0.0,1.0,4057.0,1.0,0
211,0,11,272,2358,2633,514,587,64,211.0,0.0,2358.0,0.0,1.0,4057.0,1.0,0
2,0,1,3,30,57,515,588,64,2.0,0.0,30.0,0.0,2.0,1649.0,2.0,1
2,0,0,3,48,75,516,589,64,2.0,0.0,48.0,0.0,1.0,4057.0,1.0,1
1,0,0,2,19,39,517,590,64,1.0,0.0,19.0,0.0,1.0,4057.0,1.0,0
10,0,0,15,162,212,304,591,23,10.0,0.0,162.0,1.0,15.0,4057.0,3.0,0
1,0,0,1,16,37,306,592,23,1.0,0.0,16.0,0.0,7.0,1649.0,4.0,0
17,0,8,14,170,249,305,593,23,17.0,0.0,170.0,0.0,18.0,4057.0,2.0,0
7,0,0,13,78,113,307,594,23,7.0,0.0,78.0,1.0,10.0,4057.0,2.0,0
1,0,0,0,1,21,308,595,23,1.0,0.0,1.0,0.0,3.0,4057.0,2.0,0
1,0,1,1,11,38,309,596,24,1.0,0.0,11.0,0.0,1.0,1649.0,1.0,0
1,0,1,4,17,49,310,597,24,1.0,0.0,17.0,0.0,4.0,72.0,3.0,0
111,0,13,21,707,1084,312,598,24,111.0,0.0,707.0,29.0,100.0,4057.0,4.0,1
1,0,0,0,1,22,311,599,24,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
1,0,1,0,4,28,314,600,26,1.0,0.0,4.0,0.0,1.0,1649.0,1.0,0
7,0,9,3,78,157,315,601,26,7.0,0.0,78.0,0.0,7.0,1649.0,2.0,0
1,0,4,0,6,46,316,602,26,1.0,0.0,6.0,0.0,5.0,4057.0,2.0,0
1,0,1,0,5,29,317,603,26,1.0,0.0,5.0,0.0,3.0,4057.0,2.0,0
11,0,9,3,90,167,318,604,26,11.0,0.0,90.0,0.0,9.0,1649.0,2.0,0
10,0,4,3,71,123,319,605,26,10.0,0.0,71.0,0.0,8.0,1649.0,2.0,0
7,0,4,3,61,114,320,606,26,7.0,0.0,61.0,0.0,6.0,1649.0,2.0,0
40,0,3,9,257,366,321,607,26,40.0,0.0,257.0,12.0,48.0,4057.0,3.0,1
1,0,0,0,1,23,322,608,26,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
1,0,3,0,22,53,324,609,28,1.0,0.0,22.0,0.0,5.0,4057.0,2.0,0
27,0,6,14,291,491,325,610,28,27.0,0.0,291.0,2.0,23.0,4057.0,3.0,1
1,0,1,0,6,30,327,611,28,1.0,0.0,6.0,0.0,2.0,4057.0,1.0,0
14,0,3,6,114,219,328,612,28,14.0,0.0,114.0,0.0,16.0,4057.0,3.0,1
1,0,1,1,10,35,329,613,28,1.0,0.0,10.0,0.0,2.0,4057.0,1.0,0
1,0,1,0,6,30,330,614,28,1.0,0.0,6.0,0.0,2.0,4057.0,1.0,0
7,0,3,2,69,151,331,615,28,7.0,0.0,69.0,4.0,19.0,4057.0,3.0,0
1,0,0,0,1,22,326,616,28,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
16,0,5,11,190,365,332,617,29,16.0,0.0,190.0,0.0,22.0,4057.0,4.0,1
2,0,4,2,29,103,333,618,29,2.0,0.0,29.0,0.0,12.0,17.0,4.0,1
3,0,6,0,38,136,334,619,29,3.0,0.0,38.0,0.0,11.0,17.0,4.0,0
11,0,19,0,167,394,336,620,29,11.0,0.0,167.0,0.0,14.0,4057.0,4.0,0
1,0,0,0,1,58,335,621,29,1.0,0.0,1.0,0.0,7.0,4057.0,4.0,0
4,0,0,2,26,47,313,622,25,4.0,0.0,26.0,0.0,1.0,4057.0,1.0,0
8,0,2,5,154,218,323,623,27,8.0,0.0,154.0,1.0,17.0,4057.0,2.0,0
3,0,0,0,34,89,785,624,102,3.0,0.0,34.0,0.0,2.0,4057.0,1.0,0
4,0,0,3,69,99,518,625,65,4.0,0.0,69.0,0.0,3.0,4057.0,1.0,0
17,0,0,2,88,129,519,626,66,17.0,0.0,88.0,0.0,2.0,4057.0,1.0,0
1,0,1,0,3,27,520,627,67,1.0,0.0,3.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,1,20,521,628,67,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
2,0,1,1,19,56,522,629,68,2.0,0.0,19.0,0.0,1.0,4057.0,1.0,0
1,0,2,0,4,27,523,630,69,1.0,0.0,4.0,0.0,1.0,4057.0,1.0,0
1,0,1,1,22,48,524,631,69,1.0,0.0,22.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,1,21,525,632,69,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
1,0,1,2,29,57,526,633,70,1.0,0.0,29.0,0.0,1.0,4057.0,1.0,0
1,0,1,2,37,71,527,634,70,1.0,0.0,37.0,0.0,1.0,4057.0,1.0,0
4,0,5,0,61,147,528,635,70,4.0,0.0,61.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,3,27,529,636,71,1.0,0.0,3.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,1,20,530,637,71,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
1,0,1,0,3,24,531,638,72,1.0,0.0,3.0,0.0,1.0,4057.0,1.0,0
3,0,0,1,50,75,532,639,73,3.0,0.0,50.0,0.0,4.0,1649.0,3.0,0
19,0,0,5,153,200,533,640,73,19.0,0.0,153.0,0.0,1.0,72.0,1.0,0
5,0,0,1,89,127,534,641,73,5.0,0.0,89.0,0.0,3.0,4057.0,3.0,0
3,0,0,1,41,66,535,642,74,3.0,0.0,41.0,0.0,8.0,1649.0,3.0,0
3,0,0,1,47,72,536,643,74,3.0,0.0,47.0,0.0,17.0,1649.0,3.0,0
3,0,0,1,41,66,537,644,74,3.0,0.0,41.0,1.0,7.0,1649.0,3.0,0
3,0,0,1,50,75,538,645,74,3.0,0.0,50.0,0.0,14.0,1649.0,3.0,0
4,0,0,3,80,129,539,646,74,4.0,0.0,80.0,0.0,20.0,4057.0,3.0,0
1,0,0,3,42,70,540,647,74,1.0,0.0,42.0,0.0,11.0,4057.0,3.0,0
5,0,0,3,77,116,541,648,74,5.0,0.0,77.0,1.0,13.0,4057.0,3.0,0
20,0,0,11,171,226,542,649,74,20.0,0.0,171.0,1.0,15.0,4057.0,3.0,0
9,0,0,3,100,140,543,650,74,9.0,0.0,100.0,0.0,3.0,1649.0,2.0,0
19,0,0,3,125,168,544,651,74,19.0,0.0,125.0,0.0,9.0,1649.0,2.0,0
18,0,0,3,128,171,545,652,74,18.0,0.0,128.0,0.0,6.0,1649.0,2.0,0
2,0,0,5,101,143,546,653,74,2.0,0.0,101.0,0.0,8.0,1649.0,3.0,0
2,0,0,3,62,95,547,654,74,2.0,0.0,62.0,1.0,8.0,1649.0,3.0,0
24,0,0,3,213,280,548,655,74,24.0,0.0,213.0,0.0,17.0,4057.0,2.0,0
20,0,0,3,153,200,549,656,74,20.0,0.0,153.0,1.0,18.0,1649.0,3.0,0
19,0,0,5,177,228,550,657,74,19.0,0.0,177.0,1.0,5.0,4057.0,2.0,0
20,0,0,3,131,172,551,658,74,20.0,0.0,131.0,1.0,8.0,4057.0,2.0,0
7,0,0,0,159,209,552,659,74,7.0,0.0,159.0,3.0,32.0,4057.0,3.0,0
2,0,0,0,278,313,553,660,75,2.0,0.0,278.0,0.0,1.0,4057.0,1.0,0
1,0,0,3,46,77,554,661,75,1.0,0.0,46.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,35,70,555,662,75,1.0,0.0,35.0,0.0,1.0,4057.0,1.0,0
13,0,2,1,68,113,556,663,75,13.0,0.0,68.0,2.0,18.0,1649.0,3.0,0
16,0,0,0,152,199,630,664,78,16.0,0.0,152.0,0.0,2.0,17.0,2.0,1
11,0,1,5,138,185,632,665,78,11.0,0.0,138.0,1.0,10.0,1649.0,3.0,1
7,0,15,13,91,273,633,666,78,7.0,0.0,91.0,0.0,8.0,4057.0,3.0,1
1,0,1,0,24,52,634,667,78,1.0,0.0,24.0,0.0,4.0,17.0,3.0,1
1,0,3,0,12,46,635,668,78,1.0,0.0,12.0,0.0,4.0,4057.0,2.0,0
1,0,0,0,1,21,631,669,78,1.0,0.0,1.0,0.0,3.0,1649.0,2.0,0
1,0,0,6,22,44,786,670,103,1.0,0.0,22.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,6,23,787,671,103,1.0,0.0,6.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,6,23,788,672,103,1.0,0.0,6.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,4,21,789,673,103,1.0,0.0,4.0,0.0,2.0,1649.0,2.0,0
1,0,0,10,18,39,790,674,103,1.0,0.0,18.0,0.0,5.0,1649.0,3.0,0
1,0,0,2,4,21,791,675,103,1.0,0.0,4.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,3,20,792,676,103,1.0,0.0,3.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,6,23,794,677,103,1.0,0.0,6.0,0.0,2.0,1649.0,2.0,0
1,0,0,15,33,59,795,678,103,1.0,0.0,33.0,0.0,7.0,1649.0,3.0,0
1,0,0,10,27,52,796,679,103,1.0,0.0,27.0,0.0,5.0,1649.0,3.0,0
1,0,0,3,5,22,797,680,103,1.0,0.0,5.0,0.0,2.0,1649.0,2.0,0
1,0,0,5,29,53,798,681,103,1.0,0.0,29.0,0.0,5.0,1649.0,3.0,0
1,0,0,1,6,23,799,682,103,1.0,0.0,6.0,0.0,2.0,1649.0,2.0,0
1,0,0,1,6,23,800,683,103,1.0,0.0,6.0,0.0,2.0,1649.0,2.0,0
1,0,0,6,18,41,801,684,103,1.0,0.0,18.0,0.0,3.0,1649.0,2.0,0
1,0,0,0,1,23,793,685,103,1.0,0.0,1.0,0.0,4.0,1649.0,2.0,0
19,0,1,16,147,193,636,686,79,19.0,0.0,147.0,0.0,9.0,4057.0,3.0,1
14,0,2,15,132,177,637,687,79,14.0,0.0,132.0,0.0,7.0,1649.0,3.0,1
1,0,11,1,25,115,639,688,79,1.0,0.0,25.0,0.0,11.0,72.0,4.0,0
1,0,9,4,22,111,640,689,79,1.0,0.0,22.0,0.0,8.0,4057.0,3.0,1
4,0,1,0,37,61,641,690,79,4.0,0.0,37.0,0.0,3.0,1649.0,2.0,0
11,0,7,4,87,150,642,691,79,11.0,0.0,87.0,0.0,4.0,4057.0,2.0,0
7,0,4,3,52,106,643,692,79,7.0,0.0,52.0,0.0,5.0,72.0,3.0,0
2,0,1,5,42,74,644,693,79,2.0,0.0,42.0,0.0,14.0,72.0,3.0,0
1,0,8,0,18,88,645,694,79,1.0,0.0,18.0,0.0,7.0,72.0,3.0,0
1,0,9,4,22,106,646,695,79,1.0,0.0,22.0,0.0,4.0,1649.0,3.0,1
36,0,4,13,307,397,647,696,80,36.0,0.0,307.0,0.0,5.0,1649.0,3.0,0
12,0,2,10,170,224,648,697,80,12.0,0.0,170.0,0.0,2.0,1649.0,2.0,0
1,0,0,0,1,22,649,698,80,1.0,0.0,1.0,0.0,1.0,72.0,1.0,0
40,0,4,14,349,438,650,699,81,40.0,0.0,349.0,0.0,5.0,1649.0,3.0,0
24,0,4,11,227,298,651,700,81,24.0,0.0,227.0,0.0,4.0,1649.0,3.0,0
1,0,0,0,1,22,652,701,81,1.0,0.0,1.0,0.0,1.0,72.0,1.0,0
1,0,0,0,1,21,638,702,79,1.0,0.0,1.0,0.0,6.0,4057.0,3.0,0
4,0,2,0,33,65,300,703,22,4.0,0.0,33.0,0.0,6.0,1649.0,3.0,0
9,0,1,0,58,96,301,704,22,9.0,0.0,58.0,0.0,5.0,4057.0,3.0,0
3,0,0,2,19,40,302,705,22,3.0,0.0,19.0,0.0,4.0,4057.0,3.0,0
2,0,2,0,29,59,303,706,22,2.0,0.0,29.0,0.0,4.0,4057.0,3.0,0
1,0,0,0,1,21,299,707,22,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
19,0,1,24,204,258,653,708,82,19.0,0.0,204.0,0.0,4.0,4057.0,3.0,1
4,0,1,18,117,161,654,709,82,4.0,0.0,117.0,0.0,2.0,4057.0,2.0,1
1,0,2,2,12,42,656,710,82,1.0,0.0,12.0,0.0,1.0,1649.0,1.0,0
1,0,17,4,33,166,657,711,82,1.0,0.0,33.0,0.0,5.0,4057.0,3.0,1
1,0,1,0,16,54,658,712,82,1.0,0.0,16.0,0.0,3.0,1649.0,2.0,0
1,0,1,2,14,41,659,713,82,1.0,0.0,14.0,0.0,1.0,1649.0,1.0,0
1,0,1,0,5,29,660,714,82,1.0,0.0,5.0,0.0,2.0,4057.0,2.0,0
1,0,3,12,35,84,661,715,82,1.0,0.0,35.0,0.0,2.0,4057.0,2.0,1
4,0,1,4,93,133,662,716,83,4.0,0.0,93.0,0.0,5.0,1649.0,3.0,0
2,0,1,2,28,54,663,717,83,2.0,0.0,28.0,0.0,3.0,1649.0,2.0,0
16,0,1,9,158,205,664,718,83,16.0,0.0,158.0,0.0,5.0,1649.0,2.0,0
1,0,1,1,7,30,665,719,83,1.0,0.0,7.0,0.0,2.0,9.0,2.0,0
2,0,1,2,28,54,666,720,83,2.0,0.0,28.0,0.0,3.0,1649.0,2.0,0
21,0,1,9,190,260,667,721,83,21.0,0.0,190.0,0.0,6.0,1649.0,2.0,0
1,0,1,1,9,34,668,722,83,1.0,0.0,9.0,0.0,1.0,1649.0,1.0,0
20,0,6,0,131,244,669,723,83,20.0,0.0,131.0,0.0,4.0,9.0,3.0,0
1,0,0,0,1,23,670,724,83,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
1,0,0,0,1,23,655,725,82,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
2,0,1,0,21,51,755,726,97,2.0,0.0,21.0,0.0,1.0,9.0,1.0,0
1,0,0,0,1,22,756,727,97,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,1,2,32,67,758,728,98,1.0,0.0,32.0,0.0,1.0,9.0,1.0,0
15,0,2,1,190,272,759,729,98,15.0,0.0,190.0,0.0,1.0,9.0,1.0,0
1,0,1,1,73,124,760,730,98,1.0,0.0,73.0,0.0,3.0,1649.0,3.0,1
1,0,0,0,1,22,757,731,98,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
1,0,2,0,10,38,761,732,99,1.0,0.0,10.0,0.0,2.0,4057.0,2.0,0
1,0,1,1,11,35,762,733,99,1.0,0.0,11.0,0.0,2.0,4057.0,2.0,0
1,0,1,1,11,35,763,734,99,1.0,0.0,11.0,0.0,2.0,4057.0,2.0,0
3,0,2,1,57,105,764,735,99,3.0,0.0,57.0,0.0,4.0,1649.0,3.0,0
1,0,1,1,11,35,765,736,99,1.0,0.0,11.0,0.0,2.0,4057.0,2.0,0
1,0,1,1,11,35,766,737,99,1.0,0.0,11.0,0.0,2.0,4057.0,2.0,0
3,0,2,1,61,110,767,738,99,3.0,0.0,61.0,0.0,4.0,1649.0,3.0,0
1,0,1,1,18,47,768,739,99,1.0,0.0,18.0,0.0,2.0,4057.0,2.0,0
1,0,3,0,31,75,769,740,100,1.0,0.0,31.0,0.0,1.0,9.0,1.0,0
3,0,1,0,49,101,770,741,100,3.0,0.0,49.0,0.0,3.0,1649.0,3.0,0
5,0,9,2,125,219,771,742,100,5.0,0.0,125.0,0.0,1.0,9.0,1.0,0
11,0,12,0,155,243,772,743,100,11.0,0.0,155.0,0.0,3.0,1649.0,3.0,0
12,0,7,6,192,251,773,744,100,12.0,0.0,192.0,0.0,1.0,9.0,1.0,0
3,0,1,6,55,108,774,745,100,3.0,0.0,55.0,0.0,3.0,1649.0,3.0,0
3,0,1,4,52,93,775,746,100,3.0,0.0,52.0,0.0,5.0,1649.0,3.0,0
5,0,3,0,40,80,777,747,100,5.0,0.0,40.0,0.0,3.0,1649.0,3.0,0
24,0,14,6,188,278,778,748,100,24.0,0.0,188.0,0.0,3.0,1649.0,3.0,0
1,0,1,2,14,41,779,749,100,1.0,0.0,14.0,0.0,1.0,9.0,1.0,0
1,0,0,0,1,22,776,750,100,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0
24,0,0,0,244,373,780,751,101,24.0,0.0,244.0,0.0,20.0,4057.0,4.0,1
13,0,9,4,139,220,781,752,101,13.0,0.0,139.0,1.0,33.0,1649.0,3.0,1
1,0,2,0,5,30,782,753,101,1.0,0.0,5.0,0.0,4.0,4057.0,1.0,0
27,0,6,5,260,337,784,754,101,27.0,0.0,260.0,2.0,65.0,1649.0,3.0,1
1,0,0,0,1,22,783,755,101,1.0,0.0,1.0,0.0,6.0,4057.0,2.0,0
91,0,5,35,784,1070,557,756,76,91.0,0.0,784.0,7.0,104.0,1649.0,4.0,1
3,0,1,4,79,124,558,757,76,3.0,0.0,79.0,0.0,40.0,1649.0,3.0,1
1,0,1,4,14,42,559,758,76,1.0,0.0,14.0,0.0,5.0,4057.0,2.0,0
1,0,32,0,44,273,560,759,76,1.0,0.0,44.0,1.0,49.0,1649.0,3.0,1
1,0,13,0,20,166,561,760,76,1.0,0.0,20.0,1.0,17.0,4057.0,3.0,1
1,0,7,1,37,105,562,761,76,1.0,0.0,37.0,0.0,2.0,4057.0,1.0,0
1,0,5,0,15,52,563,762,76,1.0,0.0,15.0,0.0,5.0,4057.0,2.0,0
22,0,9,0,142,244,564,763,76,22.0,0.0,142.0,1.0,3.0,1649.0,1.0,0
1,0,18,0,23,307,565,764,76,1.0,0.0,23.0,0.0,17.0,4057.0,3.0,0
3,0,2,0,27,81,566,765,76,3.0,0.0,27.0,0.0,6.0,1649.0,2.0,0
1,0,8,0,25,242,567,766,76,1.0,0.0,25.0,0.0,18.0,4057.0,4.0,1
1,0,6,1,29,88,568,767,76,1.0,0.0,29.0,0.0,21.0,4057.0,2.0,1
1,0,19,8,46,276,569,768,76,1.0,0.0,46.0,1.0,37.0,1649.0,3.0,0
3,0,1,0,14,37,570,769,76,3.0,0.0,14.0,0.0,9.0,72.0,3.0,0
1,0,2,1,7,37,571,770,76,1.0,0.0,7.0,0.0,8.0,4057.0,3.0,0
1,0,2,3,22,61,572,771,76,1.0,0.0,22.0,1.0,23.0,4057.0,4.0,0
1,0,0,0,6,35,573,772,76,1.0,0.0,6.0,1.0,15.0,1649.0,3.0,0
1,0,0,0,11,93,574,773,76,1.0,0.0,11.0,0.0,11.0,1649.0,2.0,0
1,0,2,0,6,31,575,774,76,1.0,0.0,6.0,0.0,7.0,72.0,3.0,0
10,0,1,3,78,168,576,775,76,10.0,0.0,78.0,5.0,49.0,4057.0,5.0,1
4,0,1,2,38,92,577,776,76,4.0,0.0,38.0,0.0,18.0,1649.0,3.0,0
2,0,4,0,20,63,578,777,76,2.0,0.0,20.0,0.0,5.0,1649.0,3.0,0
1,0,9,0,14,99,579,778,76,1.0,0.0,14.0,0.0,11.0,1649.0,2.0,0
1,0,6,2,37,98,580,779,76,1.0,0.0,37.0,0.0,14.0,4057.0,2.0,0
2,0,2,0,61,105,581,780,76,2.0,0.0,61.0,1.0,19.0,1649.0,3.0,1
1,0,2,1,7,36,582,781,76,1.0,0.0,7.0,0.0,7.0,4057.0,2.0,0
1,0,2,3,22,57,583,782,76,1.0,0.0,22.0,1.0,17.0,4057.0,3.0,0
1,0,0,0,6,35,584,783,76,1.0,0.0,6.0,1.0,13.0,1649.0,2.0,0
1,0,0,0,23,203,585,784,76,1.0,0.0,23.0,1.0,15.0,1649.0,2.0,0
1,0,1,1,6,30,586,785,76,1.0,0.0,6.0,0.0,6.0,1649.0,2.0,0
12,0,1,3,102,170,587,786,76,12.0,0.0,102.0,2.0,25.0,4057.0,2.0,1
1,0,44,8,73,764,588,787,76,1.0,0.0,73.0,4.0,32.0,1649.0,3.0,0
1,0,5,0,15,53,589,788,76,1.0,0.0,15.0,0.0,6.0,4057.0,2.0,0
1,0,5,8,23,83,590,789,76,1.0,0.0,23.0,0.0,3.0,1649.0,1.0,0
9,0,1,3,46,76,591,790,76,9.0,0.0,46.0,0.0,3.0,1649.0,2.0,0
7,0,1,2,28,52,592,791,76,7.0,0.0,28.0,0.0,1.0,1649.0,1.0,0
1,0,0,0,10,55,593,792,76,1.0,0.0,10.0,1.0,3.0,1649.0,2.0,0
1,0,7,0,9,59,594,793,76,1.0,0.0,9.0,0.0,14.0,4057.0,3.0,1
1,0,5,1,23,77,595,794,76,1.0,0.0,23.0,0.0,14.0,4057.0,2.0,1
61,0,0,10,363,436,596,795,76,61.0,0.0,363.0,0.0,6.0,1649.0,3.0,0
16,0,2,19,175,245,597,796,76,16.0,0.0,175.0,0.0,1.0,4057.0,1.0,1
9,0,0,0,81,124,598,797,76,9.0,0.0,81.0,0.0,15.0,1649.0,3.0,0
1,0,0,0,46,75,599,798,76,1.0,0.0,46.0,0.0,3.0,1649.0,1.0,0
22,0,1,13,144,191,600,799,76,22.0,0.0,144.0,1.0,15.0,4057.0,3.0,1
219,0,0,0,1449,1729,601,800,76,219.0,0.0,1449.0,13.0,91.0,1649.0,4.0,1
100,0,0,0,1066,1351,602,801,76,100.0,0.0,1066.0,11.0,134.0,1649.0,5.0,1
66,0,2,20,417,527,603,802,76,66.0,0.0,417.0,0.0,8.0,4057.0,2.0,0
5,0,0,0,22,52,604,803,76,5.0,0.0,22.0,1.0,16.0,1649.0,3.0,0
1,0,3,0,15,46,605,804,76,1.0,0.0,15.0,1.0,7.0,1649.0,3.0,0
9,0,2,3,58,95,606,805,76,9.0,0.0,58.0,0.0,10.0,1649.0,3.0,0
1,0,5,0,9,51,607,806,76,1.0,0.0,9.0,0.0,13.0,1649.0,3.0,0
1,0,6,0,10,64,608,807,76,1.0,0.0,10.0,0.0,4.0,72.0,3.0,0
1,0,1,1,5,29,609,808,76,1.0,0.0,5.0,0.0,13.0,1649.0,3.0,0
1,0,1,4,15,42,610,809,76,1.0,0.0,15.0,0.0,5.0,1649.0,2.0,0
1,0,4,0,7,42,611,810,76,1.0,0.0,7.0,0.0,5.0,1649.0,3.0,0
4,0,0,0,36,73,612,811,76,4.0,0.0,36.0,0.0,13.0,1649.0,3.0,0
1,0,4,0,10,79,613,812,76,1.0,0.0,10.0,0.0,4.0,1649.0,2.0,0
26,0,1,5,137,195,614,813,76,26.0,0.0,137.0,1.0,16.0,4057.0,4.0,0
1,0,1,3,20,49,615,814,76,1.0,0.0,20.0,0.0,5.0,1649.0,3.0,1
1,0,1,4,15,42,616,815,76,1.0,0.0,15.0,0.0,7.0,72.0,3.0,0
1,0,1,3,13,38,618,816,76,1.0,0.0,13.0,1.0,2.0,4057.0,2.0,0
1,0,1,0,4,28,619,817,76,1.0,0.0,4.0,0.0,3.0,4057.0,2.0,0
45,0,4,14,347,502,620,818,76,45.0,0.0,347.0,1.0,28.0,1649.0,3.0,1
4,0,1,4,42,75,621,819,76,4.0,0.0,42.0,1.0,36.0,4057.0,4.0,1
1,0,0,0,22,54,622,820,76,1.0,0.0,22.0,0.0,14.0,1649.0,3.0,0
3,0,0,0,106,153,623,821,76,3.0,0.0,106.0,0.0,3.0,1649.0,1.0,1
14,0,1,1,110,173,671,822,84,14.0,0.0,110.0,0.0,1.0,1649.0,1.0,1
1,0,0,0,4,33,672,823,84,1.0,0.0,4.0,0.0,1.0,1649.0,1.0,0
5,0,1,2,59,94,673,824,84,5.0,0.0,59.0,0.0,1.0,1649.0,1.0,1
8,0,0,0,70,104,674,825,84,8.0,0.0,70.0,0.0,1.0,1649.0,1.0,1
10,0,4,2,132,203,675,826,84,10.0,0.0,132.0,0.0,3.0,1649.0,2.0,1
9,0,0,0,52,78,677,827,84,9.0,0.0,52.0,0.0,1.0,1649.0,1.0,0
9,0,0,0,54,81,678,828,84,9.0,0.0,54.0,0.0,1.0,1649.0,1.0,0
1,0,0,0,1,24,676,829,84,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
23,0,12,3,242,381,683,830,86,23.0,0.0,242.0,2.0,33.0,1649.0,3.0,0
2,0,2,4,49,83,684,831,86,2.0,0.0,49.0,1.0,23.0,4057.0,3.0,0
4,0,0,0,99,138,685,832,86,4.0,0.0,99.0,1.0,8.0,1649.0,3.0,1
1,0,2,4,43,76,686,833,86,1.0,0.0,43.0,1.0,20.0,4057.0,3.0,0
1,0,0,0,5,23,687,834,86,1.0,0.0,5.0,0.0,5.0,1649.0,2.0,0
1,0,0,0,1,23,688,835,86,1.0,0.0,1.0,0.0,5.0,1649.0,2.0,0
1,0,9,0,22,165,689,836,87,1.0,0.0,22.0,0.0,14.0,4057.0,2.0,1
1,0,18,0,27,246,690,837,87,1.0,0.0,27.0,0.0,9.0,4057.0,2.0,1
1,0,2,0,5,37,691,838,87,1.0,0.0,5.0,0.0,3.0,4057.0,2.0,0
9,0,0,0,50,77,692,839,87,9.0,0.0,50.0,0.0,4.0,4057.0,2.0,0
27,0,3,21,221,291,693,840,87,27.0,0.0,221.0,0.0,13.0,4057.0,2.0,1
49,0,2,17,298,379,694,841,87,49.0,0.0,298.0,0.0,18.0,1649.0,3.0,1
1,0,0,0,1,22,695,842,87,1.0,0.0,1.0,0.0,4.0,4057.0,2.0,0
4,0,3,4,50,95,696,843,88,4.0,0.0,50.0,0.0,7.0,4057.0,2.0,1
21,0,1,9,262,336,697,844,88,21.0,0.0,262.0,1.0,31.0,4057.0,3.0,1
5,0,0,0,37,64,698,845,88,5.0,0.0,37.0,0.0,5.0,4057.0,2.0,0
5,0,0,0,24,47,699,846,88,5.0,0.0,24.0,1.0,15.0,4057.0,3.0,1
1,0,4,0,21,61,700,847,88,1.0,0.0,21.0,1.0,7.0,1649.0,3.0,1
6,0,3,5,120,175,701,848,88,6.0,0.0,120.0,0.0,17.0,4057.0,3.0,1
