McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
28,0,1,3,132,174,119,1529,41,28.0,0.0,132.0,3.0,1466.0,3.0,17.0,1
4,0,4,1,42,85,120,1530,41,4.0,0.0,42.0,0.0,1466.0,2.0,8.0,0
34,0,0,4,141,178,121,1531,41,34.0,0.0,141.0,3.0,1466.0,3.0,18.0,1
22,0,0,4,86,118,122,1532,41,22.0,0.0,86.0,0.0,4735.0,2.0,6.0,1
8,0,5,1,57,105,123,1533,41,8.0,0.0,57.0,0.0,762.0,2.0,2.0,0
23,0,1,3,92,129,124,1534,41,23.0,0.0,92.0,0.0,1466.0,4.0,9.0,1
36,0,3,14,270,340,125,1535,41,36.0,0.0,270.0,3.0,1466.0,5.0,15.0,0
4,0,4,1,43,89,126,1536,41,4.0,0.0,43.0,1.0,6.0,2.0,2.0,0
28,0,1,3,120,157,127,1537,41,28.0,0.0,120.0,2.0,762.0,4.0,8.0,0
4,0,4,1,43,87,128,1538,41,4.0,0.0,43.0,1.0,6.0,2.0,2.0,0
28,0,1,3,120,155,129,1539,41,28.0,0.0,120.0,2.0,762.0,6.0,11.0,1
6,0,0,4,38,68,130,1540,41,6.0,0.0,38.0,0.0,4735.0,1.0,1.0,0
3,0,1,3,25,56,131,1541,41,3.0,0.0,25.0,0.0,4735.0,1.0,1.0,0
3,0,3,1,26,65,132,1542,41,3.0,0.0,26.0,0.0,18.0,1.0,1.0,0
7,0,1,3,42,77,133,1543,41,7.0,0.0,42.0,1.0,1466.0,2.0,4.0,0
17,0,12,10,162,278,134,1544,41,17.0,0.0,162.0,0.0,1466.0,4.0,7.0,0
52,0,1,3,144,182,135,1545,41,52.0,0.0,144.0,2.0,34.0,7.0,15.0,0
4,0,4,1,39,85,136,1546,41,4.0,0.0,39.0,0.0,4735.0,1.0,1.0,0
30,0,1,3,123,175,137,1547,41,30.0,0.0,123.0,1.0,4735.0,1.0,7.0,1
17,0,15,1,135,233,138,1548,41,17.0,0.0,135.0,2.0,34.0,6.0,6.0,0
28,0,1,3,116,159,139,1549,41,28.0,0.0,116.0,2.0,34.0,4.0,5.0,0
19,0,16,1,143,246,140,1550,41,19.0,0.0,143.0,2.0,34.0,6.0,6.0,0
31,0,1,4,132,169,141,1551,41,31.0,0.0,132.0,2.0,34.0,4.0,6.0,0
22,0,14,8,181,300,142,1552,41,22.0,0.0,181.0,0.0,1466.0,5.0,9.0,0
52,0,1,3,160,197,143,1553,41,52.0,0.0,160.0,3.0,34.0,7.0,13.0,0
1,0,1,0,3,27,144,1554,41,1.0,0.0,3.0,0.0,244.0,1.0,2.0,0
6,0,2,5,63,101,145,1555,41,6.0,0.0,63.0,0.0,762.0,1.0,1.0,0
28,0,0,4,128,175,146,1556,41,28.0,0.0,128.0,2.0,762.0,2.0,7.0,1
5,0,3,3,55,99,147,1557,41,5.0,0.0,55.0,0.0,762.0,2.0,3.0,0
29,0,0,4,145,198,148,1558,41,29.0,0.0,145.0,2.0,762.0,3.0,11.0,1
15,0,1,3,68,104,149,1559,41,15.0,0.0,68.0,0.0,4735.0,1.0,3.0,0
4,0,36,1,197,381,150,1560,41,4.0,0.0,197.0,0.0,762.0,1.0,1.0,0
28,0,1,3,98,135,151,1561,41,28.0,0.0,98.0,0.0,762.0,2.0,5.0,0
21,0,1,3,87,124,152,1562,41,21.0,0.0,87.0,0.0,4735.0,1.0,2.0,0
1,0,0,4,19,45,153,1563,41,1.0,0.0,19.0,1.0,1466.0,3.0,4.0,0
1,0,2,4,26,63,154,1564,41,1.0,0.0,26.0,1.0,1466.0,1.0,1.0,0
15,0,1,3,76,113,155,1565,41,15.0,0.0,76.0,0.0,4735.0,1.0,3.0,0
7,0,4,2,47,97,156,1566,41,7.0,0.0,47.0,0.0,762.0,2.0,3.0,0
18,0,1,3,93,128,157,1567,41,18.0,0.0,93.0,1.0,762.0,3.0,7.0,0
1,0,1,2,9,36,158,1568,41,1.0,0.0,9.0,0.0,13.0,2.0,3.0,0
1,0,72,13,262,788,159,1569,41,1.0,0.0,262.0,1.0,230.0,9.0,20.0,0
2,0,1,3,24,53,160,1570,41,2.0,0.0,24.0,0.0,4735.0,1.0,1.0,0
37,0,2,37,264,354,161,1571,41,37.0,0.0,264.0,2.0,1466.0,4.0,22.0,1
1,0,3,0,9,46,162,1572,41,1.0,0.0,9.0,0.0,4735.0,1.0,1.0,0
30,0,21,6,230,398,163,1573,41,30.0,0.0,230.0,0.0,1466.0,4.0,8.0,0
70,0,1,3,200,239,164,1574,41,70.0,0.0,200.0,5.0,1466.0,6.0,18.0,0
5,0,37,1,204,400,165,1575,41,5.0,0.0,204.0,0.0,762.0,1.0,1.0,0
39,0,1,3,136,173,166,1576,41,39.0,0.0,136.0,1.0,762.0,4.0,8.0,1
3,0,42,0,216,419,167,1577,41,3.0,0.0,216.0,0.0,762.0,2.0,3.0,0
24,0,1,3,92,129,168,1578,41,24.0,0.0,92.0,0.0,762.0,4.0,7.0,1
7,0,5,2,61,114,169,1579,41,7.0,0.0,61.0,0.0,89.0,1.0,1.0,0
21,0,1,3,101,139,170,1580,41,21.0,0.0,101.0,0.0,4735.0,2.0,2.0,0
8,0,1,1,45,137,171,1581,41,8.0,0.0,45.0,0.0,1466.0,2.0,3.0,0
10,0,4,3,63,111,172,1582,41,10.0,0.0,63.0,0.0,244.0,3.0,3.0,0
20,0,1,3,101,138,173,1583,41,20.0,0.0,101.0,0.0,762.0,3.0,3.0,0
28,0,1,9,143,198,174,1584,41,28.0,0.0,143.0,1.0,319.0,3.0,5.0,0
9,0,8,1,76,139,175,1585,41,9.0,0.0,76.0,0.0,230.0,1.0,2.0,0
7,0,1,1,49,77,176,1586,41,7.0,0.0,49.0,0.0,230.0,2.0,3.0,1
30,0,1,3,128,202,177,1587,41,30.0,0.0,128.0,0.0,230.0,2.0,4.0,1
3,0,2,2,35,72,178,1588,41,3.0,0.0,35.0,0.0,762.0,2.0,2.0,0
12,0,1,3,65,98,179,1589,41,12.0,0.0,65.0,0.0,762.0,2.0,2.0,0
1,0,1,1,17,46,180,1590,41,1.0,0.0,17.0,0.0,244.0,1.0,2.0,0
5,0,1,3,39,72,181,1591,41,5.0,0.0,39.0,0.0,244.0,1.0,3.0,0
8,0,2,5,66,108,182,1592,41,8.0,0.0,66.0,0.0,13.0,4.0,4.0,0
18,0,1,3,77,112,183,1593,41,18.0,0.0,77.0,0.0,762.0,3.0,3.0,0
5,0,2,3,47,85,184,1594,41,5.0,0.0,47.0,1.0,13.0,4.0,4.0,0
13,0,1,3,69,102,185,1595,41,13.0,0.0,69.0,0.0,762.0,2.0,2.0,0
5,0,2,2,41,77,186,1596,41,5.0,0.0,41.0,0.0,13.0,3.0,3.0,0
11,0,1,3,63,97,187,1597,41,11.0,0.0,63.0,0.0,762.0,2.0,2.0,0
5,0,2,7,54,95,188,1598,41,5.0,0.0,54.0,0.0,762.0,2.0,2.0,0
14,0,1,3,78,114,189,1599,41,14.0,0.0,78.0,1.0,762.0,3.0,5.0,0
25,0,1,3,100,138,190,1600,41,25.0,0.0,100.0,0.0,511.0,2.0,7.0,0
5,0,10,1,57,148,191,1601,41,5.0,0.0,57.0,0.0,762.0,2.0,2.0,0
15,0,1,3,83,119,192,1602,41,15.0,0.0,83.0,0.0,762.0,2.0,7.0,0
5,0,11,2,72,169,193,1603,41,5.0,0.0,72.0,0.0,4735.0,1.0,2.0,0
83,0,1,4,273,333,194,1604,41,83.0,0.0,273.0,1.0,13.0,5.0,26.0,1
7,0,6,6,82,138,195,1605,41,7.0,0.0,82.0,0.0,4735.0,1.0,3.0,0
10,0,12,1,92,193,196,1606,41,10.0,0.0,92.0,0.0,1466.0,5.0,5.0,0
24,0,1,3,103,144,197,1607,41,24.0,0.0,103.0,2.0,1466.0,4.0,9.0,0
6,0,6,1,59,116,198,1608,41,6.0,0.0,59.0,0.0,1466.0,3.0,4.0,0
24,0,1,3,100,138,199,1609,41,24.0,0.0,100.0,3.0,1466.0,3.0,18.0,1
5,0,0,4,46,76,200,1610,41,5.0,0.0,46.0,0.0,511.0,3.0,5.0,0
7,0,4,2,47,107,201,1611,41,7.0,0.0,47.0,0.0,762.0,3.0,4.0,0
14,0,1,3,81,116,202,1612,41,14.0,0.0,81.0,0.0,762.0,2.0,6.0,0
1,0,1,2,25,63,203,1613,41,1.0,0.0,25.0,0.0,4735.0,1.0,1.0,0
3,0,1,3,40,72,204,1614,41,3.0,0.0,40.0,0.0,4735.0,1.0,1.0,1
1,0,2,1,25,75,205,1615,41,1.0,0.0,25.0,0.0,4735.0,1.0,1.0,0
3,0,1,3,40,72,206,1616,41,3.0,0.0,40.0,0.0,4735.0,1.0,1.0,1
1,0,2,2,8,55,210,1617,43,1.0,0.0,8.0,0.0,246.0,1.0,2.0,0
6,0,0,5,49,78,211,1618,43,6.0,0.0,49.0,0.0,246.0,1.0,6.0,0
38,0,4,3,285,419,212,1619,43,38.0,0.0,285.0,2.0,22.0,4.0,16.0,1
2,0,1,2,33,62,213,1620,43,2.0,0.0,33.0,0.0,89.0,2.0,3.0,0
11,0,2,10,106,162,214,1621,43,11.0,0.0,106.0,0.0,246.0,1.0,6.0,1
32,0,1,3,153,201,215,1622,43,32.0,0.0,153.0,1.0,246.0,1.0,6.0,1
1,0,0,2,5,29,216,1623,43,1.0,0.0,5.0,0.0,246.0,1.0,1.0,0
1,0,0,13,46,81,217,1624,43,1.0,0.0,46.0,0.0,246.0,1.0,2.0,0
1,0,1,2,10,41,218,1625,43,1.0,0.0,10.0,0.0,246.0,1.0,1.0,0
4,0,0,3,30,58,219,1626,43,4.0,0.0,30.0,0.0,246.0,1.0,1.0,0
1,0,0,3,11,37,220,1627,44,1.0,0.0,11.0,0.0,246.0,1.0,3.0,0
1,0,0,3,34,65,221,1628,44,1.0,0.0,34.0,0.0,246.0,1.0,3.0,0
2,0,2,2,22,57,222,1629,45,2.0,0.0,22.0,0.0,246.0,1.0,1.0,0
1,0,1,3,24,55,223,1630,45,1.0,0.0,24.0,0.0,246.0,1.0,1.0,0
1,0,0,3,11,37,224,1631,46,1.0,0.0,11.0,0.0,246.0,1.0,3.0,0
1,0,0,3,34,66,225,1632,46,1.0,0.0,34.0,0.0,246.0,1.0,3.0,0
1,0,0,3,11,36,226,1633,47,1.0,0.0,11.0,0.0,246.0,1.0,3.0,0
1,0,0,3,34,65,227,1634,47,1.0,0.0,34.0,0.0,246.0,1.0,3.0,0
2,0,2,3,25,61,228,1635,48,2.0,0.0,25.0,0.0,1466.0,2.0,2.0,0
6,0,1,4,50,87,229,1636,48,6.0,0.0,50.0,1.0,1466.0,2.0,3.0,0
5,0,4,4,52,99,230,1637,49,5.0,0.0,52.0,0.0,89.0,2.0,2.0,0
10,0,1,3,58,93,231,1638,49,10.0,0.0,58.0,0.0,246.0,1.0,2.0,0
21,0,1,6,90,123,234,1639,52,21.0,0.0,90.0,0.0,4735.0,1.0,3.0,0
2,0,3,9,68,114,239,1640,55,2.0,0.0,68.0,0.0,474.0,2.0,3.0,0
26,0,4,3,165,267,240,1641,56,26.0,0.0,165.0,0.0,1466.0,2.0,2.0,0
52,0,0,18,321,392,241,1642,56,52.0,0.0,321.0,2.0,1466.0,6.0,17.0,1
12,0,0,5,62,92,242,1643,56,12.0,0.0,62.0,3.0,1.0,5.0,8.0,1
82,0,1,14,298,370,243,1644,56,82.0,0.0,298.0,0.0,1466.0,2.0,6.0,0
23,0,1,7,225,289,245,1645,58,23.0,0.0,225.0,4.0,1.0,4.0,9.0,1
37,0,1,7,363,464,246,1646,58,37.0,0.0,363.0,10.0,1.0,6.0,37.0,1
1,0,0,0,42,77,247,1647,58,1.0,0.0,42.0,1.0,1466.0,2.0,3.0,0
10,0,3,5,80,125,248,1648,58,10.0,0.0,80.0,2.0,762.0,2.0,4.0,1
9,0,3,4,88,130,249,1649,58,9.0,0.0,88.0,0.0,1.0,3.0,3.0,1
14,0,1,7,184,248,250,1650,58,14.0,0.0,184.0,1.0,1.0,4.0,6.0,1
3,0,0,0,30,60,251,1651,58,3.0,0.0,30.0,1.0,1466.0,1.0,1.0,0
12,0,0,0,77,114,252,1652,58,12.0,0.0,77.0,1.0,1466.0,3.0,5.0,0
20,0,1,7,241,316,253,1653,58,20.0,0.0,241.0,5.0,1.0,5.0,25.0,1
5,0,1,1,19,57,254,1654,58,5.0,0.0,19.0,0.0,1466.0,2.0,3.0,0
34,0,3,5,295,390,255,1655,58,34.0,0.0,295.0,4.0,1.0,6.0,31.0,1
23,0,1,13,145,195,264,1656,60,23.0,0.0,145.0,0.0,22.0,5.0,8.0,1
30,0,1,11,160,212,265,1657,60,30.0,0.0,160.0,1.0,22.0,5.0,9.0,0
9,0,1,8,75,114,266,1658,60,9.0,0.0,75.0,0.0,22.0,5.0,8.0,0
12,0,1,12,97,141,268,1659,60,12.0,0.0,97.0,0.0,1466.0,4.0,7.0,0
31,0,1,1,117,165,267,1660,60,31.0,0.0,117.0,0.0,22.0,3.0,4.0,0
20,0,1,8,212,298,272,1661,62,20.0,0.0,212.0,1.0,1466.0,3.0,7.0,1
1,0,0,4,29,59,273,1662,62,1.0,0.0,29.0,0.0,4735.0,2.0,2.0,0
65,0,1,3,311,396,274,1663,62,65.0,0.0,311.0,2.0,1466.0,3.0,9.0,1
2,0,0,4,36,68,275,1664,62,2.0,0.0,36.0,0.0,4735.0,2.0,3.0,0
7,0,2,1,53,94,282,1665,65,7.0,0.0,53.0,1.0,762.0,4.0,8.0,0
2,0,0,1,11,35,283,1666,65,2.0,0.0,11.0,0.0,0.0,0.0,1.0,0
35,0,1,6,177,225,284,1667,66,35.0,0.0,177.0,1.0,244.0,4.0,9.0,0
16,0,1,26,204,268,285,1668,67,16.0,0.0,204.0,0.0,474.0,4.0,6.0,0
25,0,2,10,155,205,286,1669,67,25.0,0.0,155.0,0.0,4735.0,1.0,1.0,1
1,0,2,21,42,92,287,1670,68,1.0,0.0,42.0,1.0,479.0,3.0,6.0,0
24,0,1,25,348,452,288,1671,68,24.0,0.0,348.0,2.0,31.0,7.0,22.0,0
1,0,0,1,14,40,289,1672,69,1.0,0.0,14.0,1.0,319.0,1.0,1.0,0
1,0,1,3,106,135,290,1673,69,1.0,0.0,106.0,2.0,1466.0,5.0,14.0,1
4,0,2,6,41,79,291,1674,69,4.0,0.0,41.0,1.0,319.0,1.0,1.0,0
1,0,1,3,34,70,296,1675,71,1.0,0.0,34.0,0.0,4735.0,1.0,1.0,0
2,0,1,9,59,96,297,1676,71,2.0,0.0,59.0,0.0,811.0,1.0,1.0,0
1,0,1,4,20,50,298,1677,71,1.0,0.0,20.0,0.0,4735.0,1.0,1.0,0
1,0,1,1,20,48,299,1678,71,1.0,0.0,20.0,0.0,4735.0,1.0,3.0,0
3,0,1,2,30,61,300,1679,71,3.0,0.0,30.0,0.0,762.0,2.0,3.0,0
5,0,1,12,70,113,301,1680,71,5.0,0.0,70.0,0.0,4735.0,1.0,3.0,0
3,0,2,0,24,58,302,1681,71,3.0,0.0,24.0,0.0,1466.0,2.0,3.0,0
1,0,2,50,97,176,303,1682,72,1.0,0.0,97.0,1.0,244.0,8.0,23.0,0
122,0,5,62,870,1046,304,1683,72,122.0,0.0,870.0,9.0,1466.0,10.0,64.0,1
6,0,2,0,35,80,306,1684,73,6.0,0.0,35.0,0.0,9.0,2.0,2.0,0
1,0,2,1,22,62,307,1685,73,1.0,0.0,22.0,0.0,9.0,1.0,1.0,0
3,0,2,1,57,113,309,1686,73,3.0,0.0,57.0,0.0,9.0,1.0,1.0,0
1,0,2,1,20,57,308,1687,73,1.0,0.0,20.0,0.0,9.0,2.0,2.0,0
3,0,2,1,51,107,310,1688,73,3.0,0.0,51.0,0.0,9.0,1.0,1.0,0
1,0,3,5,30,74,311,1689,73,1.0,0.0,30.0,0.0,9.0,1.0,1.0,0
1,0,2,0,21,56,312,1690,73,1.0,0.0,21.0,0.0,479.0,2.0,2.0,0
5,0,2,2,41,87,313,1691,73,5.0,0.0,41.0,0.0,479.0,2.0,2.0,0
6,0,2,1,47,96,314,1692,73,6.0,0.0,47.0,0.0,9.0,1.0,1.0,0
1,0,5,0,12,61,315,1693,73,1.0,0.0,12.0,0.0,9.0,2.0,2.0,0
5,0,1,6,66,108,316,1694,73,5.0,0.0,66.0,0.0,479.0,3.0,3.0,0
1,0,3,0,9,64,318,1695,75,1.0,0.0,9.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,11,37,319,1696,75,1.0,0.0,11.0,0.0,319.0,1.0,1.0,0
1,0,1,2,10,36,320,1697,75,1.0,0.0,10.0,0.0,319.0,1.0,1.0,0
13,0,3,1,82,131,321,1698,75,13.0,0.0,82.0,0.0,319.0,1.0,1.0,1
1,0,1,2,11,37,322,1699,75,1.0,0.0,11.0,0.0,319.0,1.0,1.0,0
1,0,1,2,10,36,323,1700,75,1.0,0.0,10.0,0.0,319.0,1.0,1.0,0
1,0,1,0,8,33,324,1701,75,1.0,0.0,8.0,0.0,319.0,1.0,1.0,0
1,0,15,0,57,184,325,1702,75,1.0,0.0,57.0,0.0,319.0,1.0,1.0,0
66,0,7,4,500,761,326,1703,76,66.0,0.0,500.0,0.0,319.0,1.0,2.0,1
33,0,23,1,223,414,327,1704,76,33.0,0.0,223.0,0.0,319.0,1.0,1.0,1
5,0,4,2,36,87,328,1705,76,5.0,0.0,36.0,0.0,319.0,1.0,1.0,0
3,0,1,12,62,102,329,1706,76,3.0,0.0,62.0,0.0,319.0,1.0,1.0,1
1,0,1,4,9,38,331,1707,77,1.0,0.0,9.0,0.0,4735.0,1.0,1.0,0
8,0,4,0,45,90,332,1708,77,8.0,0.0,45.0,0.0,4735.0,2.0,2.0,0
1,0,8,1,17,74,333,1709,77,1.0,0.0,17.0,0.0,4735.0,1.0,1.0,0
17,0,1,2,48,78,334,1710,77,17.0,0.0,48.0,0.0,4735.0,2.0,2.0,0
69,0,7,36,535,663,335,1711,77,69.0,0.0,535.0,2.0,4735.0,3.0,23.0,1
6,0,2,10,71,117,336,1712,77,6.0,0.0,71.0,0.0,4735.0,1.0,2.0,1
4,0,1,2,40,73,337,1713,77,4.0,0.0,40.0,0.0,4735.0,2.0,3.0,1
2,0,1,13,75,119,338,1714,77,2.0,0.0,75.0,0.0,474.0,2.0,3.0,0
3,0,0,5,43,76,339,1715,78,3.0,0.0,43.0,1.0,1466.0,2.0,5.0,0
1,0,4,0,7,45,340,1716,78,1.0,0.0,7.0,0.0,319.0,1.0,1.0,0
5,0,1,3,36,68,341,1717,78,5.0,0.0,36.0,1.0,319.0,1.0,3.0,0
5,0,1,3,34,69,342,1718,78,5.0,0.0,34.0,1.0,319.0,1.0,3.0,0
16,0,1,7,103,143,346,1719,81,16.0,0.0,103.0,0.0,1466.0,2.0,5.0,1
14,0,2,8,97,136,347,1720,81,14.0,0.0,97.0,0.0,4735.0,1.0,1.0,0
1,0,1,1,21,48,348,1721,81,1.0,0.0,21.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,19,45,349,1722,81,1.0,0.0,19.0,0.0,1466.0,2.0,2.0,0
1,0,1,1,21,48,350,1723,81,1.0,0.0,21.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,19,45,351,1724,81,1.0,0.0,19.0,0.0,1466.0,2.0,2.0,0
1,0,1,1,21,48,352,1725,81,1.0,0.0,21.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,19,46,353,1726,81,1.0,0.0,19.0,0.0,1466.0,2.0,2.0,0
3,0,1,5,53,86,354,1727,82,3.0,0.0,53.0,0.0,4735.0,2.0,4.0,1
1,0,1,5,34,64,355,1728,82,1.0,0.0,34.0,0.0,4735.0,1.0,1.0,0
6,0,1,5,84,129,356,1729,83,6.0,0.0,84.0,1.0,4735.0,2.0,3.0,0
1,0,2,0,5,35,357,1730,83,1.0,0.0,5.0,0.0,4735.0,1.0,1.0,0
1,0,1,0,8,33,359,1731,84,1.0,0.0,8.0,0.0,1466.0,2.0,2.0,0
3,0,2,2,54,85,360,1732,84,3.0,0.0,54.0,1.0,4735.0,3.0,3.0,1
35,0,22,76,457,657,361,1733,85,35.0,0.0,457.0,0.0,244.0,3.0,10.0,1
20,0,1,2,156,212,362,1734,85,20.0,0.0,156.0,2.0,4735.0,2.0,6.0,1
2,0,1,6,46,80,363,1735,85,2.0,0.0,46.0,0.0,244.0,1.0,1.0,0
9,0,1,3,56,85,364,1736,85,9.0,0.0,56.0,0.0,4735.0,1.0,1.0,0
15,0,1,12,165,215,365,1737,86,15.0,0.0,165.0,1.0,1466.0,2.0,5.0,1
7,0,1,11,100,146,366,1738,86,7.0,0.0,100.0,0.0,4735.0,1.0,1.0,1
46,0,1,23,346,417,367,1739,86,46.0,0.0,346.0,2.0,244.0,3.0,11.0,1
3,0,0,15,42,80,368,1740,86,3.0,0.0,42.0,0.0,4735.0,1.0,4.0,0
5,0,1,12,79,125,369,1741,86,5.0,0.0,79.0,0.0,4735.0,1.0,4.0,1
1,0,1,5,31,63,370,1742,87,1.0,0.0,31.0,0.0,4735.0,1.0,2.0,0
2,0,3,10,79,127,371,1743,87,2.0,0.0,79.0,0.0,474.0,2.0,3.0,0
1,0,1,3,16,43,372,1744,88,1.0,0.0,16.0,0.0,4735.0,1.0,1.0,0
1,0,1,1,9,34,373,1745,88,1.0,0.0,9.0,0.0,762.0,1.0,1.0,0
1,0,1,2,13,41,374,1746,88,1.0,0.0,13.0,1.0,36.0,1.0,1.0,0
1,0,1,3,17,45,375,1747,88,1.0,0.0,17.0,0.0,1466.0,1.0,1.0,0
1,0,1,3,17,46,376,1748,88,1.0,0.0,17.0,0.0,1466.0,1.0,1.0,0
1,0,15,1,38,152,377,1749,88,1.0,0.0,38.0,0.0,474.0,3.0,4.0,0
1,0,1,2,53,86,378,1750,88,1.0,0.0,53.0,0.0,230.0,3.0,8.0,1
1,0,3,8,19,63,379,1751,88,1.0,0.0,19.0,0.0,4735.0,1.0,3.0,0
25,0,1,15,133,175,380,1752,88,25.0,0.0,133.0,0.0,474.0,3.0,5.0,0
24,0,2,11,293,377,381,1753,88,24.0,0.0,293.0,1.0,244.0,6.0,27.0,0
1,0,1,3,17,45,382,1754,88,1.0,0.0,17.0,0.0,1466.0,1.0,1.0,0
23,0,1,19,197,255,383,1755,88,23.0,0.0,197.0,1.0,244.0,4.0,9.0,0
1,0,1,3,17,47,384,1756,88,1.0,0.0,17.0,0.0,31.0,2.0,2.0,0
23,0,2,2,148,258,387,1757,90,23.0,0.0,148.0,0.0,1466.0,4.0,6.0,0
2,0,0,2,21,47,388,1758,90,2.0,0.0,21.0,0.0,89.0,1.0,1.0,0
8,0,1,16,128,187,389,1759,90,8.0,0.0,128.0,0.0,244.0,7.0,19.0,0
5,0,1,1,329,405,390,1760,90,5.0,0.0,329.0,0.0,1466.0,2.0,5.0,1
4,0,1,3,58,115,391,1761,90,4.0,0.0,58.0,0.0,244.0,1.0,1.0,0
2,0,1,2,38,71,392,1762,90,2.0,0.0,38.0,0.0,244.0,1.0,1.0,1
2,0,1,2,248,313,393,1763,90,2.0,0.0,248.0,0.0,244.0,1.0,1.0,1
2,0,1,1,110,155,394,1764,90,2.0,0.0,110.0,0.0,244.0,1.0,1.0,1
15,0,0,6,156,209,416,1765,96,15.0,0.0,156.0,2.0,511.0,5.0,14.0,1
13,0,1,4,119,163,423,1766,97,13.0,0.0,119.0,2.0,4735.0,3.0,10.0,0
1,0,1,9,48,84,424,1767,97,1.0,0.0,48.0,1.0,4735.0,1.0,3.0,0
141,0,1,2,686,843,435,1768,98,141.0,0.0,686.0,6.0,474.0,7.0,39.0,1
1,0,3,0,6,41,437,1769,99,1.0,0.0,6.0,0.0,230.0,1.0,1.0,0
1,0,1,8,65,103,438,1770,99,1.0,0.0,65.0,0.0,230.0,1.0,1.0,0
4,0,3,2,68,122,439,1771,99,4.0,0.0,68.0,0.0,511.0,3.0,4.0,0
21,0,1,9,165,222,443,1772,101,21.0,0.0,165.0,0.0,1466.0,4.0,10.0,1
41,0,1,1,233,300,444,1773,102,41.0,0.0,233.0,0.0,4735.0,2.0,4.0,1
7,0,0,5,123,154,445,1774,103,7.0,0.0,123.0,1.0,230.0,7.0,11.0,0
5,0,2,4,54,91,446,1775,103,5.0,0.0,54.0,0.0,4735.0,2.0,11.0,0
1,0,1,2,10,39,448,1776,104,1.0,0.0,10.0,1.0,4735.0,1.0,1.0,0
3,0,0,0,50,85,449,1777,104,3.0,0.0,50.0,0.0,4735.0,1.0,2.0,0
1,0,0,0,84,124,450,1778,104,1.0,0.0,84.0,0.0,4735.0,1.0,5.0,1
9,0,0,0,88,131,451,1779,104,9.0,0.0,88.0,0.0,4735.0,1.0,2.0,1
1,0,0,0,34,68,452,1780,104,1.0,0.0,34.0,0.0,4735.0,1.0,2.0,0
1,0,0,0,34,67,453,1781,104,1.0,0.0,34.0,0.0,4735.0,1.0,2.0,0
9,0,0,0,86,123,454,1782,104,9.0,0.0,86.0,0.0,1466.0,2.0,3.0,0
12,0,1,10,137,195,455,1783,104,12.0,0.0,137.0,2.0,230.0,4.0,11.0,1
32,0,1,2,265,343,456,1784,104,32.0,0.0,265.0,1.0,4735.0,3.0,17.0,1
6,0,1,15,105,152,457,1785,104,6.0,0.0,105.0,0.0,1466.0,2.0,3.0,1
72,0,1,11,513,661,458,1786,104,72.0,0.0,513.0,1.0,1466.0,2.0,15.0,1
3,0,0,0,52,86,459,1787,104,3.0,0.0,52.0,0.0,4735.0,1.0,2.0,0
3,0,2,8,76,128,460,1788,104,3.0,0.0,76.0,0.0,1.0,2.0,3.0,1
22,0,1,4,137,199,461,1789,105,22.0,0.0,137.0,3.0,4735.0,3.0,11.0,1
30,0,1,24,339,428,462,1790,105,30.0,0.0,339.0,1.0,762.0,5.0,8.0,1
25,0,1,1,224,286,466,1791,107,25.0,0.0,224.0,3.0,4735.0,7.0,16.0,1
1,0,5,7,37,79,467,1792,108,1.0,0.0,37.0,0.0,511.0,2.0,7.0,0
10,0,1,4,77,113,468,1793,108,10.0,0.0,77.0,1.0,511.0,3.0,10.0,0
10,0,1,2,101,142,488,1794,118,10.0,0.0,101.0,0.0,4735.0,1.0,2.0,0
1,0,1,6,58,98,489,1795,118,1.0,0.0,58.0,0.0,4735.0,1.0,1.0,0
3,0,1,7,57,96,490,1796,119,3.0,0.0,57.0,0.0,1466.0,1.0,2.0,0
10,0,1,4,82,122,491,1797,119,10.0,0.0,82.0,1.0,1466.0,1.0,1.0,0
4,0,1,3,46,78,493,1798,120,4.0,0.0,46.0,0.0,811.0,2.0,2.0,0
8,0,1,3,79,115,494,1799,121,8.0,0.0,79.0,0.0,1466.0,1.0,1.0,0
12,0,1,5,94,137,495,1800,122,12.0,0.0,94.0,0.0,1466.0,1.0,1.0,0
1,0,1,1,4,28,496,1801,123,1.0,0.0,4.0,0.0,4735.0,1.0,1.0,0
2,0,1,2,24,56,497,1802,123,2.0,0.0,24.0,0.0,811.0,2.0,2.0,0
28,0,1,28,301,372,498,1803,123,28.0,0.0,301.0,0.0,762.0,6.0,12.0,0
3,0,1,2,32,60,499,1804,123,3.0,0.0,32.0,0.0,4735.0,1.0,1.0,0
8,0,1,2,68,104,500,1805,123,8.0,0.0,68.0,0.0,10.0,2.0,2.0,0
21,0,2,1,27,56,501,1806,124,21.0,0.0,27.0,0.0,4735.0,1.0,1.0,1
48,0,1,6,230,280,502,1807,124,48.0,0.0,230.0,2.0,1466.0,3.0,9.0,0
24,0,3,41,361,463,503,1808,124,24.0,0.0,361.0,0.0,762.0,4.0,8.0,0
35,0,1,1,200,263,504,1809,124,35.0,0.0,200.0,0.0,4735.0,1.0,5.0,0
