McCC,CLOC,PDA,PUA,LLOC,LOC,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains.1,blank,comment,code,codeLines,target
1,0,2,0,4,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,27.0,4.0,4.0,1
1,0,3,0,6,78,0.0,0.0,0.0,1.0,0.0,0.0,5.0,66.0,6.0,6.0,1
1,0,2,0,5,48,0.0,0.0,0.0,1.0,0.0,0.0,3.0,39.0,5.0,5.0,1
1,0,20,0,27,619,0.0,0.0,0.0,1.0,0.0,0.0,21.0,570.0,27.0,27.0,1
1,0,2,0,4,40,0.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,4.0,4.0,1
1,0,4,0,7,71,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,7.0,7.0,1
1,0,4,0,15,65,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,15.0,15.0,1
3,0,3,0,13,48,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,13.0,13.0,1
1,0,2,0,6,50,0.0,0.0,0.0,1.0,0.0,0.0,3.0,40.0,6.0,6.0,1
1,0,5,0,18,72,0.0,0.0,0.0,1.0,0.0,0.0,6.0,48.0,18.0,18.0,1
1,0,27,0,30,694,0.0,0.0,0.0,1.0,0.0,0.0,26.0,638.0,30.0,30.0,1
1,0,4,0,6,42,0.0,0.0,0.0,1.0,0.0,0.0,3.0,32.0,6.0,6.0,1
8,0,4,0,39,77,0.0,2.0,1.0,0.0,0.0,2.0,7.0,30.0,39.0,39.0,1
27,0,3,0,182,292,0.0,0.0,1.0,0.0,1.0,0.0,30.0,79.0,182.0,182.0,1
49,0,18,0,391,592,0.0,11.0,0.0,0.0,0.0,10.0,49.0,151.0,391.0,391.0,1
7,0,5,0,58,127,0.0,2.0,0.0,0.0,0.0,2.0,13.0,55.0,58.0,58.0,1
1,0,3,0,6,60,0.0,0.0,0.0,1.0,0.0,0.0,4.0,49.0,6.0,6.0,0
1,0,2,0,5,37,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,5.0,5.0,0
1,0,3,0,5,60,0.0,0.0,0.0,1.0,0.0,0.0,5.0,49.0,5.0,5.0,0
1,0,16,0,21,181,0.0,0.0,0.0,1.0,0.0,0.0,20.0,139.0,21.0,21.0,0
1,0,5,0,7,80,0.0,0.0,0.0,1.0,0.0,0.0,5.0,67.0,7.0,7.0,0
1,0,2,0,4,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,4.0,4.0,0
1,0,4,0,6,48,0.0,0.0,0.0,1.0,0.0,0.0,5.0,36.0,6.0,6.0,0
