Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,numberOfBugsFoundUntil:,numberOfNonTrivialBugsFoundUntil:,numberOfMajorBugsFoundUntil:,numberOfCriticalBugsFoundUntil:,numberOfHighPriorityBugsFoundUntil:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
0,17,1,110,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,24,13,15,15,3,12,0.375,0.223529,19,14,3,5,0.223529,19,0,0,0,0,0,66,94,3,4,3,4,9,2,7,2,9,42,2,7,2,66,94,3,4,3,4,9,2,7,2,9,42,2,7,2,5.0,5.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,4.0,24.0,7.0,2.66667,7.0,2.0,0.777778,17.0,7.0,1.88889,127.0,71.7738,5.0,1.0,4.0,1.0,21.0,0.0,3.0,0.0,28.0,7.0,8.0,0.0,0.0,3.0,5.0,12.0,7.0,8.12682,0.00989244,0.155483,8.15185,0.270428
0,20,1,362,2,0.226714,3,25,3,0.19242,0.229167,66,55,3,5,5,81,22,84,111,21,48,0.62963,0.25,80,49,17,10,0.25,80,2,2,3,3,1,240,343,35,4,1,3,27,1,26,1,41,163,34,40,2,240,343,35,4,1,3,27,1,26,1,41,163,34,40,2,16.0,15.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,71.0,5.0,0.0,10.0,979.0,202.0,13.7887,716.0,210.0,10.0845,263.0,50.0,3.70423,367.0,132.269,39.0,3.0,32.0,10.0,253.0,3.0,1.0,34.0,251.0,23.0,24.0,0.0,0.0,1.0,23.0,64.0,74.0,24.0421,0.0406408,0.185777,8.53863,0.301109
0,16,1,48,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,7,3,11,15,3,8,0.166667,0.181818,6,3,1,5,0.181818,6,1,1,1,1,1,27,33,32,1,4,0,5,4,5,0,12,10,32,12,0,27,33,32,1,4,0,5,4,5,0,12,10,32,12,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,7.0,133.0,45.0,4.15625,129.0,45.0,4.03125,4.0,6.0,0.125,367.0,58.1525,8.0,2.0,5.0,3.0,10.0,1.0,4.0,28.0,21.0,5.0,16.0,0.0,0.0,4.0,5.0,12.0,7.0,5.34312,0.00365422,0.00777497,0.125968,0.0010713
0,16,1,29,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,5,3,1,2,5,0.0,0.133333,2,0,0,4,0.133333,2,2,2,0,0,1,13,14,33,1,1,0,3,1,3,0,15,4,33,15,0,13,14,33,1,1,0,3,1,3,0,15,4,33,15,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.333333,1.0,1.0,0.333333,0.0,0.0,0.0,162.571,0.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,32.0,10.0,3.0,21.0,0.0,0.0,1.0,3.0,6.0,3.0,1.26811,0.000240995,0.00155567,0.0288146,4.04408e-05
0,16,1,151,2,0.0537634,1,4,1,0.0735294,0.0819672,10,10,1,5,5,31,6,6,4,1,7,0.285714,0.197368,30,6,2,5,0.197368,30,0,0,0,0,0,122,136,9,1,9,1,6,0,6,0,6,97,0,6,0,122,136,9,1,9,1,6,0,6,0,6,97,0,6,0,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,26.0,11.0,5.2,10.0,4.0,2.0,16.0,7.0,3.2,103.286,51.945,6.0,1.0,3.0,3.0,15.0,0.0,9.0,0.0,116.0,6.0,8.0,1.0,0.0,6.0,6.0,34.0,31.0,2.22103,0.0173098,0.00845588,0.0679235,0.017846
0,13,1,22,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,8,10,2,0,2,0,1,2,1,0,1,2,2,1,0,8,10,2,0,2,0,1,2,1,0,1,2,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,4.0,68.0,23.0,4.0,68.0,23.0,4.0,0.0,6.0,0.0,367.0,61.6723,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,20,1,252,2,0.307542,2,20,4,0.206009,0.268156,48,48,3,3,3,49,24,19,11,25,40,0.466667,0.180995,40,22,7,8,0.180995,40,5,6,0,0,1,181,233,78,25,6,0,15,4,14,2,222,128,60,202,5,181,233,78,25,6,0,15,4,14,2,222,128,60,202,5,11.0,10.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,9.0,711.0,106.0,11.4677,516.0,117.0,8.32258,195.0,28.0,3.14516,367.0,133.266,20.0,6.0,9.0,12.0,105.0,0.0,6.0,61.0,186.0,15.0,207.0,1.0,0.0,4.0,14.0,100.0,49.0,19.5989,0.0747923,0.0395532,0.491817,0.0502912
0,22,1,240,2,0.0,0,0,0,0.0,0.0,0,0,3,5,5,52,20,56,35,13,24,0.454545,0.183575,38,12,5,6,0.183575,38,2,2,3,3,1,169,219,43,3,9,2,11,9,10,1,25,120,42,24,2,169,219,43,3,9,2,11,9,10,1,25,120,42,24,2,8.0,7.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.0,5.0,0.0,8.0,621.0,91.0,11.5,459.0,91.0,8.5,162.0,48.0,3.0,367.0,116.731,25.0,3.0,17.0,11.0,45.0,2.0,9.0,34.0,177.0,10.0,24.0,0.0,1.0,6.0,9.0,41.0,49.0,12.6921,0.0406935,0.0265154,0.323213,0.0293346
0,30,1,1412,2,0.142298,10,149,19,0.133767,0.173709,185,185,2,5,5,356,45,96,205,84,128,0.558824,0.212278,287,133,19,15,0.212278,287,1,2,0,0,2,1065,1383,167,12,27,12,44,8,33,1,44,801,148,33,1,1065,1383,167,12,27,12,44,8,33,1,44,801,148,33,1,44.0,44.0,11.0,2.0,1.0,1,0.0,1.0,0.0,0.0,156.0,12.0,0.0,11.0,3401.0,580.0,21.8013,2342.0,588.0,15.0128,1059.0,222.0,6.78846,367.0,152.001,84.0,1.0,68.0,30.0,703.0,0.0,27.0,140.0,1069.0,38.0,8.0,11.0,3.0,10.0,27.0,312.0,321.0,37.4003,0.309824,0.244463,8.95618,0.462886
0,15,1,58,2,0.0,0,0,0,0.0,0.0,0,0,4,3,3,12,9,6,2,12,17,0.4,0.232558,10,7,2,3,0.232558,10,5,6,0,0,1,33,44,72,25,0,0,5,0,4,0,212,19,56,192,3,33,44,72,25,0,0,5,0,4,0,212,19,56,192,3,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,5.0,138.0,39.0,4.92857,123.0,39.0,4.39286,15.0,23.0,0.535714,367.0,112.678,5.0,6.0,1.0,4.0,10.0,0.0,0.0,61.0,33.0,5.0,207.0,0.0,0.0,0.0,4.0,18.0,12.0,5.86013,0.00910478,0.0101128,0.14368,0.0034853
0,24,1,1054,2,0.185864,7,55,10,0.151309,0.180754,156,139,5,6,6,275,32,103,274,57,120,0.688525,0.207179,202,137,42,19,0.207179,202,1,1,4,5,1,773,1031,37,7,9,6,63,8,60,5,70,618,36,67,5,773,1031,37,7,9,6,63,8,60,5,70,618,36,67,5,34.0,31.0,6.0,3.0,0.0,1,0.0,0.0,0.0,0.0,143.0,8.0,0.0,9.0,2802.0,441.0,19.5944,1959.0,443.0,13.6993,843.0,136.0,5.8951,367.0,144.063,66.0,2.0,56.0,19.0,1540.0,4.0,9.0,28.0,724.0,56.0,16.0,0.0,0.0,9.0,54.0,244.0,235.0,32.6911,0.195339,0.201627,8.76815,0.324112
0,26,1,486,2,0.110775,1,12,2,0.0607375,0.0733945,28,24,2,6,6,110,34,77,84,43,58,0.5,0.262921,117,53,6,6,0.262921,117,3,4,0,0,1,328,461,286,30,12,0,15,12,11,0,129,225,286,103,0,328,461,286,30,12,0,15,12,11,0,129,225,286,103,0,24.0,20.0,3.0,1.0,1.0,1,1.0,0.0,0.0,0.0,89.0,9.0,0.0,9.0,2001.0,399.0,22.4831,1889.0,399.0,21.2247,112.0,117.0,1.25843,367.0,118.103,55.0,3.0,44.0,15.0,105.0,0.0,12.0,274.0,378.0,15.0,103.0,0.0,2.0,12.0,11.0,93.0,110.0,14.8368,0.135188,0.0280398,0.367434,0.0304744
0,20,1,871,2,0.069354,5,34,6,0.0492958,0.0580357,42,39,1,8,8,298,26,10,29,59,98,0.25,0.189157,157,66,1,3,0.189157,157,0,0,1,1,0,673,852,5,0,5,0,39,0,3,0,39,579,0,3,0,673,852,5,0,5,0,39,0,3,0,39,579,0,3,0,49.0,47.0,10.0,4.0,1.0,1,1.0,1.0,0.0,0.0,131.0,7.0,0.0,10.0,3730.0,879.0,28.4733,3780.0,893.0,28.855,-50.0,61.0,-0.381679,367.0,119.775,18.0,1.0,7.0,13.0,630.0,1.0,5.0,0.0,736.0,36.0,8.0,1.0,0.0,4.0,3.0,267.0,292.0,28.9486,0.214813,0.0946313,0.816568,0.221816
0,17,1,804,2,0.114964,6,77,13,0.0901015,0.1051,71,68,2,7,7,303,21,1,1,67,96,0.0,0.161708,125,3,0,3,0.161708,125,1,1,0,0,1,648,788,5,0,0,0,29,0,2,0,68,613,0,5,0,648,788,5,0,0,0,29,0,2,0,68,613,0,5,0,80.0,74.0,18.0,4.0,0.0,1,1.0,1.0,1.0,0.0,106.0,5.0,0.0,7.0,2472.0,179.0,23.3208,1233.0,137.0,11.6321,1239.0,123.0,11.6887,204.714,78.6175,13.0,2.0,1.0,13.0,351.0,0.0,0.0,4.0,747.0,27.0,44.0,0.0,0.0,0.0,2.0,249.0,291.0,41.1012,0.502679,0.264004,9.0788,0.466338
0,19,1,77,2,0.0,0,0,0,0.0,0.0,0,0,3,2,1,7,10,7,1,3,8,0.6,0.368421,21,18,3,2,0.368421,21,4,5,0,0,1,36,59,61,18,0,0,5,0,4,1,184,23,46,158,2,36,59,61,18,0,0,5,0,4,1,184,23,46,158,2,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,16.5714,13.5714,3.0,5.0,1.0,2.0,10.0,0.0,0.0,58.0,34.0,5.0,179.0,0.0,0.0,0.0,4.0,12.0,7.0,1.47165,0.0013687,0.112489,7.91776,0.140566
0,13,1,217,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,50,11,12,21,10,23,0.642857,0.248677,47,25,9,5,0.248677,47,4,5,2,2,1,142,205,72,25,5,2,13,5,13,0,207,110,56,188,3,142,205,72,25,5,2,13,5,13,0,207,110,56,188,3,5.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,27.0,4.0,0.0,5.0,700.0,202.0,25.9259,725.0,216.0,26.8519,-25.0,17.0,-0.925926,367.0,46.851,17.0,5.0,10.0,7.0,45.0,2.0,5.0,56.0,115.0,10.0,197.0,0.0,0.0,5.0,10.0,22.0,37.0,10.9152,0.00426889,0.131131,8.15351,0.164666
0,17,1,227,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,48,12,51,32,14,34,0.4,0.295566,60,44,4,6,0.295566,60,1,2,1,1,2,143,211,159,6,6,5,20,3,9,0,27,85,156,16,0,143,211,159,6,6,5,20,3,9,0,27,85,156,16,0,7.0,7.0,1.0,0.0,0.0,1,0.0,3.0,1.0,0.0,59.0,7.0,0.0,9.0,588.0,205.0,9.9661,594.0,205.0,10.0678,-6.0,21.0,-0.101695,367.0,79.0481,14.0,2.0,11.0,6.0,136.0,1.0,6.0,153.0,136.0,17.0,16.0,0.0,3.0,6.0,7.0,54.0,45.0,14.2157,0.0124216,0.144388,8.24891,0.202536
0,22,1,62,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,6,6,4,1,5,9,0.8,0.386364,17,15,4,1,0.386364,17,3,3,0,0,1,27,41,36,4,1,0,4,1,4,1,45,7,35,44,3,27,41,36,4,1,0,4,1,4,1,45,7,35,44,3,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,5.0,201.0,39.0,10.5789,99.0,42.0,5.21053,102.0,33.0,5.36842,224.0,50.1599,3.0,4.0,1.0,2.0,6.0,0.0,1.0,35.0,24.0,4.0,47.0,0.0,0.0,1.0,4.0,8.0,6.0,11.0731,0.0155554,0.015298,0.258265,0.0012279
0,22,1,524,2,0.111404,1,14,2,0.0795229,0.101523,40,40,1,6,6,113,18,11,3,36,49,1.0,0.250951,132,47,11,0,0.250951,132,3,4,0,0,2,394,503,45,7,7,0,13,5,10,0,90,337,41,84,5,394,503,45,7,7,0,13,5,10,0,90,337,41,84,5,44.0,42.0,12.0,5.0,0.0,0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,8.0,1635.0,276.0,18.1667,836.0,153.0,9.28889,799.0,204.0,8.87778,217.857,46.7696,13.0,4.0,2.0,13.0,66.0,0.0,7.0,38.0,412.0,12.0,80.0,2.0,3.0,5.0,9.0,81.0,105.0,31.4543,0.190234,0.19938,8.7335,0.335058
0,21,1,295,2,0.37987,3,34,6,0.290909,0.331878,80,76,1,4,4,40,12,9,15,17,24,0.875,0.171429,42,25,7,1,0.161172,44,2,2,1,1,1,203,247,38,7,1,0,7,0,7,0,77,146,36,74,5,229,275,38,7,1,0,13,0,13,0,83,158,36,80,5,14.0,14.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,49.0,4.0,0.0,9.0,630.0,89.0,12.8571,197.0,43.0,4.02041,433.0,89.0,8.83673,224.143,62.839,7.0,3.0,4.0,4.0,10.0,1.0,1.0,37.0,34.0,5.0,72.0,0.0,0.0,0.0,5.0,13.0,6.0,22.2757,0.040362,0.174812,8.48431,0.293833
0,22,1,1075,2,0.183035,10,77,13,0.133776,0.176172,141,139,4,6,6,259,29,31,52,91,142,0.829787,0.256362,272,130,39,8,0.256362,272,3,5,1,1,2,789,1054,62,18,10,6,51,8,46,0,191,634,54,175,1,789,1054,62,18,10,6,51,8,46,0,191,634,54,175,1,69.0,66.0,12.0,4.0,0.0,1,0.0,1.0,0.0,0.0,184.0,8.0,0.0,10.0,4159.0,756.0,22.6033,2077.0,203.0,11.288,2082.0,756.0,11.3152,230.857,48.756,35.0,4.0,19.0,20.0,1275.0,1.0,10.0,49.0,866.0,51.0,151.0,2.0,0.0,8.0,46.0,296.0,256.0,35.6247,0.252619,0.228898,8.8842,0.392024
0,15,1,55,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,7,3,7,6,1,8,0.666667,0.243243,9,9,4,2,0.243243,9,1,1,0,0,1,28,41,31,1,3,0,7,2,5,0,14,9,30,12,0,28,41,31,1,3,0,7,2,5,0,14,9,30,12,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,115.0,55.0,7.1875,119.0,55.0,7.4375,-4.0,6.0,-0.25,367.0,51.2435,3.0,2.0,3.0,0.0,6.0,0.0,3.0,28.0,13.0,4.0,16.0,1.0,0.0,2.0,3.0,4.0,4.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,13,1,36,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,3,17,16,1,4,0.5,0.238095,5,5,2,2,0.238095,5,3,3,0,0,1,16,24,37,4,2,0,3,1,3,0,44,6,35,43,2,16,24,37,4,2,0,3,1,3,0,44,6,35,43,2,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,6.0,100.0,35.0,4.34783,87.0,35.0,3.78261,13.0,6.0,0.565217,367.0,85.0928,8.0,4.0,8.0,0.0,1.0,0.0,2.0,35.0,9.0,2.0,47.0,1.0,0.0,1.0,2.0,2.0,2.0,8.13317,0.00426962,0.0117365,0.191479,0.00142848
0,13,1,44,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,10,5,18,21,1,5,0.2,0.166667,5,4,1,4,0.166667,5,2,2,0,0,1,25,32,39,7,2,0,4,1,4,0,74,14,37,71,5,25,32,39,7,2,0,4,1,4,0,74,14,37,71,5,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,7.0,124.0,39.0,5.3913,123.0,39.0,5.34783,1.0,5.0,0.0434783,367.0,80.6912,8.0,3.0,8.0,0.0,1.0,0.0,2.0,37.0,8.0,2.0,72.0,1.0,0.0,1.0,2.0,2.0,4.0,6.55162,0.00253756,0.0104365,0.157424,0.00317932
0,13,1,32,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,1,0,1,4,0.5,0.277778,5,5,1,1,0.277778,5,2,3,0,0,1,13,20,160,6,1,0,3,0,1,0,30,4,156,17,0,13,20,160,6,1,0,3,0,1,0,30,4,156,17,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,4.0,79.0,32.0,4.64706,77.0,32.0,4.52941,2.0,5.0,0.117647,367.0,54.3436,0.0,3.0,0.0,0.0,1.0,0.0,1.0,159.0,6.0,2.0,30.0,1.0,0.0,0.0,1.0,2.0,2.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,17,1,90,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,14,4,28,42,2,9,0.625,0.30137,22,14,5,3,0.30137,22,3,4,0,0,1,51,74,54,12,2,0,7,0,7,0,147,32,46,136,1,51,74,54,12,2,0,7,0,7,0,147,32,46,136,1,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,8.0,216.0,41.0,6.96774,171.0,41.0,5.51613,45.0,36.0,1.45161,367.0,146.976,23.0,4.0,18.0,5.0,21.0,0.0,2.0,49.0,48.0,7.0,148.0,1.0,0.0,1.0,7.0,23.0,13.0,11.296,0.0671594,0.147463,8.19862,0.234873
0,20,1,186,2,0.1024,1,2,1,0.0658683,0.0873016,11,11,6,4,4,38,11,10,1,25,38,0.615385,0.25,42,30,8,5,0.25,42,4,6,0,0,1,126,167,62,18,0,0,13,0,12,0,204,75,54,187,1,126,167,62,18,0,0,13,0,12,0,204,75,54,187,1,24.0,24.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,67.0,4.0,0.0,7.0,756.0,160.0,11.2836,381.0,73.0,5.68657,375.0,160.0,5.59701,222.143,33.4348,9.0,5.0,1.0,9.0,78.0,0.0,0.0,57.0,129.0,13.0,202.0,0.0,0.0,0.0,12.0,78.0,33.0,20.4542,0.0405621,0.16674,8.43262,0.266276
0,33,1,1225,2,0.237187,13,156,27,0.152557,0.199336,182,180,8,8,6,357,25,168,577,35,115,0.479452,0.197475,219,150,35,38,0.195904,220,2,3,8,14,2,890,1180,52,12,11,11,80,5,72,1,140,662,46,129,1,903,1193,52,24,11,11,82,5,74,1,282,671,46,260,2,50.0,49.0,3.0,1.0,0.0,1,0.0,0.0,0.0,0.0,181.0,11.0,0.0,10.0,3670.0,599.0,20.2762,2841.0,599.0,15.6961,829.0,180.0,4.58011,367.0,146.225,102.0,3.0,96.0,12.0,2926.0,8.0,11.0,41.0,840.0,77.0,72.0,3.0,1.0,8.0,69.0,290.0,308.0,37.0956,0.177573,0.210879,8.87905,0.330973
0,26,1,3726,2,0.0852121,14,183,31,0.0697109,0.0813878,258,251,5,12,11,1175,55,149,400,144,229,0.521739,0.159543,586,215,36,33,0.159543,586,1,2,3,5,2,3087,3701,262,26,13,26,85,13,68,0,85,2410,262,68,0,3087,3701,262,26,13,26,85,13,68,0,85,2410,262,68,0,214.0,200.0,38.0,15.0,3.0,1,0.0,2.0,1.0,0.0,450.0,12.0,0.0,12.0,25117.0,1261.0,55.8156,21204.0,1261.0,47.12,3913.0,429.0,8.69556,367.0,96.5124,144.0,1.0,131.0,30.0,2850.0,3.0,13.0,249.0,2877.0,76.0,8.0,0.0,4.0,2.0,60.0,836.0,972.0,48.7643,1.02462,0.29613,9.30758,0.562141
0,15,1,68,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,18,1,3,5,2,7,0.0,0.0925926,5,0,0,6,0.0925926,5,0,0,0,0,0,49,54,4,0,4,0,5,4,5,0,5,29,4,5,0,49,54,4,0,4,0,5,4,5,0,5,29,4,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,4.0,149.0,68.0,16.5556,13.0,4.0,1.44444,136.0,68.0,15.1111,220.857,9.39981,4.0,1.0,3.0,1.0,10.0,0.0,4.0,0.0,47.0,5.0,8.0,0.0,0.0,4.0,5.0,11.0,17.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,32,1,1667,2,0.182899,12,111,19,0.150978,0.165014,247,233,2,11,8,476,45,61,107,118,172,0.574468,0.141469,233,77,27,20,0.141469,233,3,4,1,3,1,1414,1636,67,23,15,11,54,5,46,2,194,1154,51,175,3,1414,1636,67,23,15,11,54,5,46,2,194,1154,51,175,3,74.0,67.0,16.0,5.0,0.0,1,0.0,1.0,0.0,0.0,224.0,16.0,0.0,12.0,6579.0,1041.0,29.3705,5717.0,1041.0,25.5223,862.0,146.0,3.84821,367.0,115.991,55.0,4.0,32.0,32.0,1275.0,1.0,15.0,49.0,1461.0,51.0,148.0,8.0,2.0,7.0,43.0,446.0,456.0,39.1311,0.285371,0.244915,8.98854,0.430462
0,27,1,59,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,7,12,2,3,5,0.0,0.0740741,2,2,0,3,0.0740741,2,3,3,0,0,1,25,33,45,3,2,0,2,2,2,0,27,3,44,26,2,25,33,45,3,2,0,2,2,2,0,27,3,44,26,2,4.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,5.0,137.0,56.0,6.22727,125.0,56.0,5.68182,12.0,5.0,0.545455,367.0,74.6257,3.0,4.0,1.0,2.0,0.0,0.0,2.0,43.0,10.0,1.0,33.0,0.0,0.0,2.0,1.0,5.0,1.0,5.52652,0.00194086,0.00743479,0.128104,0.00051969
0,15,1,24,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,6,1,6,1,2,0.0,0.0,0,0,0,2,0.0,0,3,3,0,0,1,8,10,36,4,1,0,1,1,1,0,42,3,35,41,2,8,10,36,4,1,0,1,1,1,0,42,3,35,41,2,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,6.0,58.0,21.0,3.41176,54.0,21.0,3.17647,4.0,6.0,0.235294,367.0,98.3818,1.0,4.0,1.0,0.0,0.0,0.0,1.0,35.0,5.0,1.0,47.0,0.0,0.0,1.0,1.0,1.0,1.0,7.88927,0.00377102,0.0121915,0.188296,0.00302032
0,18,1,418,2,0.289959,2,34,4,0.27182,0.311728,109,101,1,6,6,77,19,7,5,17,25,0.5,0.175573,69,13,4,4,0.175573,69,2,2,0,0,1,324,401,53,7,16,0,8,16,7,0,78,251,52,74,5,324,401,53,7,16,0,8,16,7,0,78,251,52,74,5,10.0,10.0,4.0,1.0,0.0,1,0.0,0.0,0.0,0.0,26.0,6.0,0.0,5.0,243.0,56.0,9.34615,99.0,14.0,3.80769,144.0,55.0,5.53846,190.714,54.0406,7.0,3.0,1.0,7.0,6.0,0.0,16.0,37.0,166.0,4.0,72.0,0.0,0.0,7.0,3.0,34.0,38.0,20.293,0.0510307,0.0468058,0.524714,0.0759883
0,28,1,1098,2,0.319786,19,225,32,0.214753,0.277443,230,230,19,7,7,330,20,244,586,20,78,0.678571,0.176763,178,146,38,18,0.176763,178,1,1,4,18,1,829,1071,40,2,12,1,58,12,55,0,66,505,40,63,0,829,1071,40,2,12,1,58,12,55,0,66,505,40,63,0,56.0,55.0,4.0,1.0,0.0,1,0.0,0.0,0.0,0.0,144.0,9.0,0.0,10.0,3312.0,537.0,23.0,1949.0,361.0,13.5347,1363.0,176.0,9.46528,367.0,227.626,128.0,2.0,126.0,11.0,1596.0,3.0,12.0,28.0,773.0,57.0,16.0,0.0,2.0,2.0,54.0,197.0,273.0,35.3663,0.435971,0.220092,8.85653,0.35532
0,20,1,455,2,0.0580964,1,10,2,0.0504587,0.0623053,22,20,4,8,8,117,17,54,50,26,49,0.652174,0.25,107,81,15,8,0.25,107,3,4,1,1,1,321,436,58,12,6,0,23,6,22,0,163,227,52,151,1,321,436,58,12,6,0,23,6,22,0,163,227,52,151,1,45.0,43.0,7.0,1.0,0.0,1,0.0,1.0,0.0,0.0,114.0,3.0,0.0,9.0,1591.0,198.0,13.9561,857.0,111.0,7.51754,734.0,198.0,6.4386,230.857,63.5575,25.0,4.0,20.0,9.0,253.0,1.0,6.0,49.0,333.0,23.0,148.0,0.0,0.0,6.0,22.0,101.0,117.0,27.3456,0.203669,0.0544016,0.68651,0.0608113
0,13,1,56,2,0.0,0,0,0,0.0,0.0,0,0,0,3,3,10,7,1,1,8,11,0.0,0.2,9,0,0,3,0.2,9,1,1,0,0,1,36,44,4,4,2,2,3,0,2,0,14,20,0,8,1,36,44,4,4,2,2,3,0,2,0,14,20,0,8,1,1.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,54.0,26.0,13.5,18.0,8.0,4.5,36.0,18.0,9.0,127.0,35.6984,4.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,37.0,3.0,15.0,2.0,0.0,0.0,2.0,11.0,10.0,3.3409,0.0140805,0.00691689,0.0860835,0.003211
0,15,1,84,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,18,7,10,9,8,14,0.0,0.15493,11,0,0,3,0.15493,11,3,4,0,0,1,60,70,54,12,2,0,6,0,2,1,146,37,46,131,2,60,70,54,12,2,0,6,0,2,1,146,37,46,131,2,7.0,7.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.0,6.0,0.0,8.0,271.0,42.0,5.42,217.0,42.0,4.34,54.0,27.0,1.08,367.0,128.633,11.0,4.0,6.0,6.0,15.0,0.0,2.0,49.0,64.0,6.0,148.0,0.0,0.0,2.0,2.0,18.0,18.0,12.5452,0.0197347,0.145537,8.22094,0.211069
