McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
9,0,53,288,12,0,7,0
4,0,41,1147,38,1,10,0
1,0,1,2053,5,0,3,0
1,0,78,34,21,0,11,0
1,0,38,288,33,0,10,0
1,0,48,2053,6,0,3,0
7,0,99,1147,32,2,10,0
3,0,96,1147,18,0,7,0
4,0,52,831,4,0,3,0
1,0,44,2053,6,0,3,0
2,0,70,2053,6,0,3,0
1,0,21,2053,6,0,3,0
1,0,21,2053,6,0,3,0
2,0,28,2053,6,0,3,0
2,0,34,1147,4,2,3,0
1,0,37,2053,6,0,3,0
4,0,55,2053,14,0,6,0
8,0,74,2053,6,0,3,0
1,0,1,831,3,0,3,0
1,0,16,2053,6,0,3,0
2,0,38,2053,6,0,3,0
2,0,47,2053,7,0,3,0
3,0,37,2899,10,2,3,0
5,0,98,2899,18,2,7,0
3,0,61,1147,33,0,11,0
1,0,34,34,33,0,12,0
1,0,33,288,24,0,11,0
1,0,29,288,23,0,11,0
1,0,1,2053,5,0,3,0
1,0,29,288,23,0,11,0
1,0,29,1147,30,0,11,0
7,0,48,831,3,0,3,0
1,0,53,34,47,0,13,0
1,0,26,831,4,0,3,0
2,0,53,288,11,0,5,0
1,0,22,831,3,0,3,0
1,0,26,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,1,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,33,831,3,0,3,0
1,0,25,831,3,0,3,0
1,0,45,831,3,0,3,0
1,0,20,831,3,0,3,0
1,0,24,831,3,0,3,0
1,0,64,831,3,0,3,0
1,0,37,831,3,0,3,0
4,0,56,831,3,0,3,0
4,0,93,407,17,0,7,0
1,0,46,34,11,0,5,0
1,0,1,2053,6,0,4,0
2,0,83,407,29,4,10,0
1,0,46,34,11,0,5,0
2,0,79,407,21,2,9,1
3,0,86,407,6,0,3,1
1,0,20,407,6,0,3,0
1,0,46,407,6,0,3,0
3,0,30,407,6,0,3,0
1,0,1,407,6,0,3,0
1,0,23,407,6,0,3,0
5,0,96,1147,15,1,6,1
12,0,141,407,13,0,7,1
23,0,296,1147,9,0,4,0
11,0,84,1147,9,0,4,1
9,0,69,1147,9,0,4,1
1,0,68,1733,6,0,4,0
3,0,89,1733,10,0,5,1
3,0,70,1733,6,0,4,0
1,0,81,1147,12,1,6,0
3,0,77,1147,9,0,4,0
1,0,75,1147,9,0,4,0
3,0,70,1733,6,0,4,0
3,0,72,1733,6,0,4,0
1,0,76,1147,9,0,4,0
4,0,85,1733,6,0,4,0
2,0,84,1147,9,0,4,0
8,0,119,1147,9,0,4,0
4,0,88,1733,6,0,4,0
1,0,57,1733,6,0,4,0
7,0,94,1147,9,0,4,0
1,0,78,1147,12,1,6,0
3,0,104,1147,12,1,6,0
3,0,63,1733,6,0,4,0
1,0,54,1733,6,0,4,0
2,0,68,1733,6,0,4,0
1,0,73,1733,6,0,4,1
5,0,100,1147,9,0,4,0
1,0,55,1733,6,0,4,0
4,0,85,1733,6,0,4,0
2,0,35,1733,6,0,4,0
4,0,118,1147,9,0,4,0
1,0,32,1733,6,0,4,0
4,0,48,1733,6,0,4,0
1,0,35,1733,6,0,4,0
1,0,77,1147,9,0,4,0
2,0,79,1733,6,0,4,1
3,0,98,1147,9,0,4,0
1,0,47,1147,9,0,4,0
1,0,27,1733,6,0,4,0
2,0,35,1733,6,0,4,0
2,0,65,1733,6,0,4,0
1,0,30,1733,6,0,4,0
1,0,45,1733,6,0,4,0
1,0,80,1147,9,0,4,0
1,0,55,1733,6,0,4,0
2,0,68,1733,6,0,4,0
1,0,1,1733,6,0,4,0
1,0,47,1733,6,0,4,0
3,0,36,1733,6,0,4,0
25,0,188,2899,6,2,3,1
19,0,148,1733,6,0,4,0
21,0,188,1147,4,1,2,1
1,0,6,1147,5,1,2,0
1,0,1,1733,6,0,4,0
1,0,14,1733,4,1,2,0
12,0,59,1733,6,0,4,1
1,0,53,1733,6,0,4,1
1,0,18,1733,6,0,4,1
2,0,48,2899,9,1,4,1
1,0,6,1733,6,0,4,0
1,0,34,1733,6,0,4,1
1,0,1,1733,6,0,4,0
1,0,29,1733,6,0,4,0
21,0,222,1118,11,0,5,1
2,0,65,4,14,1,6,0
1,0,34,1733,6,0,4,0
1,0,49,1733,10,0,5,0
1,0,35,1733,10,0,5,0
7,0,74,1733,6,0,4,1
3,0,50,1733,6,0,4,1
1,0,28,1733,6,0,4,0
6,0,73,1733,6,0,4,1
2,0,51,1733,6,0,4,0
1,0,26,1733,6,0,4,0
2,0,44,1118,9,2,6,0
2,0,41,1147,9,0,4,0
1,0,31,1147,9,0,4,0
2,0,33,1733,6,0,4,0
8,0,99,1118,11,0,5,1
19,0,228,1118,11,0,5,1
1,0,26,1733,6,0,4,0
2,0,23,1733,6,0,4,0
2,0,68,1733,6,0,4,0
1,0,26,1733,6,0,4,0
4,0,73,1733,6,0,4,0
7,0,63,1147,9,0,4,1
3,0,50,2899,12,2,6,0
2,0,54,1118,11,3,6,0
2,0,46,1147,9,0,4,0
1,0,26,1733,6,0,4,0
3,0,100,1147,9,0,4,1
8,0,73,1147,9,0,4,0
1,0,27,1733,6,0,4,0
2,0,28,1733,6,0,4,0
1,0,18,1733,6,0,4,0
1,0,26,1733,6,0,4,0
3,0,40,1147,9,0,4,0
2,0,25,1733,6,0,4,0
2,0,28,1733,6,0,4,0
1,0,26,1733,6,0,4,0
4,0,50,1147,9,0,4,0
1,0,7,1733,6,0,4,0
1,0,34,1733,6,0,4,0
21,0,171,116,22,2,7,1
2,0,25,1733,6,0,4,0
2,0,28,1733,6,0,4,0
1,0,26,1733,6,0,4,0
6,0,70,1733,6,0,4,1
7,0,73,1147,14,0,5,1
8,0,102,1147,14,0,5,1
3,0,46,1147,9,0,4,0
2,0,50,1733,6,0,4,0
1,0,1,1733,6,0,4,0
1,0,19,1733,6,0,4,0
1,0,26,1733,6,0,4,0
6,0,77,4,14,1,6,1
7,0,102,4,14,1,6,1
1,0,31,1733,6,0,4,0
1,0,32,1733,6,0,4,0
2,0,41,1733,6,0,4,0
1,0,36,1733,6,0,4,0
18,0,173,1733,10,0,5,0
4,0,73,1147,9,0,4,0
9,0,123,2899,9,1,4,1
5,0,68,1733,6,0,4,1
7,0,67,1147,10,0,4,0
14,0,131,1147,9,0,4,0
3,0,31,1733,8,1,4,0
1,0,28,1733,6,0,4,0
1,0,24,1733,6,0,4,1
19,0,157,1147,17,0,7,0
2,0,46,1733,6,0,4,0
2,0,51,2899,9,1,4,1
2,0,47,1147,9,0,4,1
1,0,43,1733,6,0,4,0
1,0,30,1733,6,0,4,0
2,0,34,1733,6,0,4,0
4,0,50,1733,14,2,5,0
3,0,31,1733,8,1,4,0
2,0,26,1733,6,0,4,0
1,0,26,1733,6,0,4,0
3,0,32,1733,8,1,4,0
2,0,44,1733,6,0,4,0
2,0,37,1733,6,0,4,1
76,0,607,1733,10,0,5,1
127,0,1030,4,21,5,8,1
1,0,1,1733,6,0,4,0
1,0,64,1733,6,0,4,0
4,0,59,1733,6,0,4,0
1,0,33,1733,6,0,4,0
1,0,26,1733,6,0,4,0
1,0,26,1733,6,0,4,0
2,0,27,1733,6,0,4,0
5,0,46,1733,6,0,4,0
2,0,27,1733,6,0,4,0
5,0,41,1147,3,0,2,0
3,0,44,1147,3,0,2,0
5,0,41,1147,3,0,2,0
1,0,24,1733,6,0,4,0
9,0,45,1733,6,0,4,0
1,0,27,1733,6,0,4,0
1,0,1,1733,6,0,4,0
1,0,29,1147,7,0,4,0
1,0,9,1733,6,0,4,0
3,0,117,1733,6,0,4,0
1,0,42,1147,9,0,4,0
1,0,23,1733,6,0,4,0
1,0,51,1733,6,0,4,0
7,0,102,1147,14,0,5,0
1,0,8,1733,6,0,4,0
1,0,1,1733,5,0,4,0
59,0,353,1118,13,3,6,1
33,0,325,1733,19,3,8,1
5,0,91,1118,10,1,5,0
4,0,58,2899,9,1,4,0
2,0,43,1733,6,0,4,0
2,0,60,2899,11,0,5,0
3,0,42,1733,6,0,4,0
3,0,64,1733,6,0,4,0
8,0,104,2899,13,2,5,1
1,0,19,1733,5,0,4,0
2,0,85,1118,9,1,5,0
1,0,12,1733,5,0,4,0
3,0,33,1147,8,0,4,0
1,0,49,1147,7,0,3,0
1,0,50,1733,4,0,3,0
1,0,1,1733,4,0,3,0
1,0,21,288,5,0,4,0
1,0,21,288,5,0,4,0
2,0,41,288,6,0,4,0
1,0,406,1733,13,0,5,0
1,0,13,288,5,0,4,0
1,0,42,288,5,0,4,0
2,0,96,288,8,0,4,0
5,0,89,288,8,0,4,0
5,0,89,288,8,0,4,0
2,0,88,288,8,0,4,0
2,0,96,288,8,0,4,0
5,0,89,288,8,0,4,0
5,0,89,288,8,0,4,0
2,0,88,288,8,0,4,0
8,0,92,288,8,0,4,0
8,0,92,288,8,0,4,0
2,0,85,288,9,0,4,0
4,0,166,288,7,0,4,0
2,0,94,288,8,0,4,0
5,0,92,288,8,0,4,0
5,0,92,288,8,0,4,0
2,0,85,288,8,0,4,0
2,0,94,288,10,0,4,0
5,0,92,288,8,0,4,0
5,0,92,288,8,0,4,0
2,0,85,288,10,0,4,0
3,0,51,288,5,0,4,0
2,0,94,288,8,0,4,0
5,0,92,1733,11,1,4,0
5,0,92,288,8,0,4,0
2,0,85,288,8,0,4,0
1,0,1,288,4,0,4,0
4,0,53,288,5,0,4,0
3,0,37,288,5,0,4,0
2,0,64,288,6,0,4,0
3,0,65,34,21,0,9,0
3,0,65,34,21,0,9,0
17,0,197,34,32,0,11,0
1,0,1,831,4,0,4,0
3,0,62,831,7,0,5,0
3,0,70,831,10,0,5,0
1,0,38,831,8,0,5,0
1,0,35,831,8,0,5,0
1,0,1,831,4,0,4,0
1,0,43,831,8,0,5,0
2,0,51,831,10,0,5,0
1,0,47,831,7,0,5,0
3,0,46,2053,12,2,5,0
1,0,29,831,7,0,5,0
7,0,90,831,9,0,5,0
5,0,60,831,6,0,5,0
4,0,113,2053,18,0,5,0
2,0,50,831,7,0,5,0
1,0,1,831,4,0,4,0
6,0,70,831,11,0,5,0
1,0,47,831,6,0,5,0
2,0,52,831,8,0,5,0
3,0,49,831,7,0,5,0
8,0,75,2053,21,0,6,0
3,0,71,831,20,0,6,1
3,0,67,831,18,0,6,0
3,0,61,831,8,0,5,0
8,0,93,1147,20,0,7,1
7,0,93,1118,49,4,11,0
1,0,24,831,9,0,5,0
9,0,83,1147,27,0,6,0
51,0,357,791,70,9,13,1
1,0,69,831,10,0,5,0
6,0,61,831,16,0,5,0
4,0,77,791,12,0,5,1
4,0,26,831,8,0,5,0
34,0,254,791,45,0,7,1
9,0,38,2899,19,0,8,0
5,0,23,2899,9,0,6,0
1,0,1,831,4,0,4,0
1,0,13,831,8,0,5,0
12,0,95,1118,24,2,7,0
17,0,138,791,44,2,8,1
1,0,54,831,11,0,5,0
5,0,108,1147,6,0,3,1
2,0,41,1147,4,0,3,0
3,0,53,1147,6,0,3,0
1,0,44,1147,4,0,3,0
3,0,39,1147,4,0,3,0
4,0,66,1147,4,0,3,0
3,0,63,1147,6,0,3,0
4,0,43,1147,4,0,3,0
1,0,40,1147,4,0,3,0
1,0,51,1147,4,0,3,0
1,0,30,1147,6,0,3,0
1,0,54,1147,4,0,3,0
1,0,39,1147,4,0,3,0
1,0,54,1147,4,0,3,0
1,0,1,1147,4,0,3,0
3,0,50,1147,6,0,3,0
1,0,57,1147,6,0,3,0
4,0,64,1147,4,0,3,0
1,0,34,1147,4,0,3,0
1,0,53,1147,6,0,3,0
2,0,30,1147,4,0,3,0
4,0,51,1147,6,0,3,0
1,0,45,1147,6,0,3,0
4,0,63,1147,6,0,3,0
1,0,50,1147,6,0,3,0
1,0,40,1147,4,0,3,0
1,0,17,1147,4,0,3,0
1,0,31,1147,6,0,3,0
5,0,46,1147,4,0,3,0
1,0,19,753,4,0,4,0
1,0,35,753,4,0,4,0
6,0,82,1147,10,1,8,0
3,0,43,1118,10,1,8,0
1,0,19,753,4,0,4,0
11,0,78,1147,7,0,5,0
3,0,50,1118,12,1,8,0
1,0,19,1118,7,0,7,0
1,0,3,753,4,0,4,0
1,0,37,1118,9,1,7,0
1,0,52,1147,15,1,8,0
9,0,79,1147,6,0,3,0
2,0,86,1118,7,0,7,0
9,0,76,1147,15,1,9,0
10,0,86,1147,18,1,8,0
1,0,1,753,4,0,4,0
4,0,52,1147,7,0,5,0
5,0,67,1147,7,0,5,0
1,0,18,753,4,0,4,0
3,0,44,1118,9,0,7,0
5,0,50,753,4,0,4,0
7,0,70,1147,7,0,5,0
1,0,3,753,4,0,4,0
1,0,19,753,4,0,4,0
1,0,19,1118,7,0,7,0
18,0,141,1147,17,1,8,0
1,0,1,116,3,0,3,0
3,0,66,116,3,0,3,0
31,0,263,1118,6,1,6,0
5,0,31,116,3,0,3,0
4,0,52,1118,13,4,8,0
7,0,71,1118,6,1,6,0
1,0,17,116,3,0,3,0
3,0,61,1118,10,1,7,0
2,0,43,1118,6,0,6,0
2,0,49,116,3,0,3,0
3,0,47,1147,6,0,4,0
4,0,71,1147,6,0,4,0
9,0,65,116,3,0,3,0
12,0,99,116,3,0,3,0
6,0,56,1147,10,0,6,0
7,0,81,1147,10,0,6,0
3,0,39,1118,6,0,6,0
3,0,36,116,3,0,3,0
5,0,55,15,20,0,9,0
5,0,57,15,11,0,7,0
1,0,1,15,6,0,4,0
3,0,64,2899,9,0,5,0
3,0,97,1147,26,3,5,1
1,0,31,2899,12,0,5,0
4,0,71,2899,9,0,5,0
5,0,64,2899,13,0,5,0
3,0,64,2899,8,0,5,0
1,0,24,2899,12,0,5,0
2,0,37,2899,12,0,5,0
3,0,65,2899,9,0,5,0
1,0,1,2053,6,0,4,0
1,0,24,2899,12,0,5,0
3,0,44,2899,8,0,5,0
1,0,57,1147,9,0,4,0
1,0,24,2899,20,1,6,0
1,0,39,1147,8,0,4,0
1,0,54,2899,9,0,5,0
1,0,24,2899,12,0,5,0
1,0,65,2899,11,0,4,0
1,0,59,1147,9,0,4,0
1,0,61,1147,10,0,4,0
1,0,56,1147,10,0,4,0
3,0,48,2899,4,0,3,0
6,0,82,2899,4,0,3,0
2,0,22,2899,4,0,3,0
3,0,43,2899,4,0,3,0
2,0,50,2899,4,0,3,0
3,0,43,2899,4,0,3,0
5,0,82,2899,4,0,3,0
3,0,48,2899,4,0,3,0
5,0,49,2899,4,0,3,0
2,0,69,2899,4,0,3,0
1,0,23,2899,4,0,3,0
1,0,24,2899,4,0,3,0
1,0,45,2899,4,0,3,0
4,0,92,2899,4,0,3,0
1,0,1,2899,4,0,3,0
2,0,30,2899,4,0,3,0
1,0,39,2899,4,0,3,0
4,0,72,2899,4,0,3,0
1,0,20,2899,4,0,3,0
5,0,97,2899,4,0,3,0
4,0,68,2899,4,0,3,0
1,0,25,2899,4,0,3,0
1,0,34,2899,4,0,3,0
2,0,66,2899,4,0,3,0
1,0,23,2899,4,0,3,0
1,0,1,1147,4,0,4,0
2,0,30,1147,4,0,4,0
13,0,191,2899,20,0,5,0
12,0,176,2899,19,0,5,0
1,0,1,1147,4,0,4,0
4,0,81,1147,4,0,4,0
1,0,39,2899,8,0,5,0
4,0,74,1733,6,1,5,0
17,0,132,2899,11,1,5,0
5,0,30,1147,4,0,4,0
1,0,41,2899,9,0,5,0
2,0,71,2899,9,0,5,0
2,0,45,2899,8,0,5,0
1,0,34,2899,8,0,5,0
2,0,70,2899,8,0,5,0
1,0,44,2899,10,1,5,0
1,0,52,2899,8,0,5,0
1,0,40,2899,6,1,4,0
3,0,66,2899,10,1,5,0
1,0,40,2899,6,1,4,0
2,0,67,2899,11,1,5,0
2,0,44,2899,8,0,5,0
3,0,65,2899,8,0,5,0
1,0,51,1147,9,0,4,0
9,0,120,1147,11,0,4,1
1,0,33,1147,4,0,4,0
1,0,57,1147,4,0,4,0
1,0,57,1147,4,0,4,0
1,0,32,1147,4,0,4,0
2,0,67,1147,4,0,4,0
1,0,32,1147,4,0,4,0
1,0,32,1147,4,0,4,0
3,0,66,1147,4,0,4,0
2,0,69,1147,4,0,4,0
1,0,47,1147,8,0,4,0
1,0,57,1147,4,0,4,0
1,0,32,1147,4,0,4,0
1,0,32,1147,4,0,4,0
1,0,1,1147,4,0,4,0
3,0,53,2053,6,0,4,0
1,0,53,2053,6,0,4,0
3,0,48,1147,4,0,4,0
1,0,64,1147,4,0,4,0
3,0,165,1147,4,0,4,0
3,0,48,1147,4,0,4,0
3,0,55,1147,4,0,4,0
1,0,1,1147,4,0,4,0
1,0,89,1147,4,0,4,0
1,0,28,1147,4,0,4,0
1,0,1,1147,4,0,4,0
2,0,59,1147,4,0,4,0
1,0,78,1147,8,0,5,0
6,0,101,1147,4,0,4,1
7,0,106,1147,4,0,4,0
24,0,192,1733,23,4,6,1
28,0,274,1147,18,4,5,1
5,0,29,1147,10,2,5,0
14,0,111,1147,4,0,4,1
1,0,26,1147,10,2,5,0
1,0,1,1147,4,0,4,0
8,0,78,1147,11,2,5,1
2,0,15,1147,4,0,4,0
3,0,21,1147,4,0,4,0
18,0,178,1147,11,2,5,1
1,0,35,1147,17,4,5,0
1,0,12,1147,4,0,4,0
39,0,355,1147,20,6,5,1
20,0,127,1147,7,2,5,0
1,0,90,1147,4,0,4,0
3,0,92,1147,25,3,5,1
1,0,1,2053,6,0,4,0
1,0,48,2899,5,0,4,0
1,0,78,2899,9,0,4,0
1,0,39,1147,8,0,4,0
7,0,40,1733,6,0,4,1
20,0,121,1733,6,0,4,1
12,0,110,1733,6,0,4,0
20,0,135,1733,6,0,4,1
48,0,354,1733,6,0,4,1
1,0,40,1733,6,0,4,1
1,0,1,1733,6,0,4,0
1,0,7,1733,6,0,4,0
1,0,15,1733,6,0,4,0
1,0,6,1733,6,0,4,0
22,0,152,1118,9,1,5,1
6,0,104,1733,6,0,4,1
3,0,74,1733,6,0,4,1
1,0,12,1733,6,0,4,0
1,0,9,1733,6,0,4,1
1,0,19,1733,6,0,4,1
1,0,80,1733,6,0,4,1
28,0,256,1733,6,0,4,1
1,0,1,1733,6,0,4,0
1,0,21,1733,6,0,4,1
2,0,55,1733,6,0,4,0
4,0,58,1147,36,0,8,0
5,0,124,1147,40,6,10,0
1,0,8,753,6,0,4,0
1,0,46,2899,20,0,6,0
2,0,55,2899,4,0,3,0
1,0,31,1147,6,2,3,0
4,0,87,2899,12,2,6,0
9,0,266,2899,34,5,10,0
3,0,109,2899,9,1,4,0
7,0,149,1147,41,1,10,0
13,0,194,791,15,0,5,0
14,0,234,2899,60,5,9,0
4,0,50,288,17,0,7,0
7,0,168,2899,4,0,3,0
4,0,48,1147,8,0,3,0
19,0,482,2899,63,9,11,0
1,0,167,2899,4,0,3,0
30,0,223,288,51,1,11,0
13,0,213,1733,61,5,12,0
11,0,329,407,32,0,7,0
1,0,120,2899,5,1,2,0
1,0,46,1147,5,1,5,0
11,0,234,1147,44,2,9,0
1,0,131,288,23,0,7,0
1,0,20,2053,5,0,3,0
1,0,30,2053,20,0,6,0
1,0,50,2053,16,0,6,0
1,0,72,2053,18,0,6,0
3,0,53,2053,17,0,6,0
2,0,40,1147,7,1,3,0
1,0,130,407,38,2,11,0
1,0,15,753,4,0,3,0
1,0,9,831,3,0,3,0
1,0,6,831,3,0,3,0
7,0,24,2899,5,0,4,0
1,0,14,1147,6,0,3,0
1,0,28,1147,24,0,9,0
1,0,14,753,4,0,3,0
1,0,27,2053,16,0,6,0
1,0,36,2053,4,0,4,0
1,0,34,2053,19,0,6,0
2,0,484,1147,148,11,20,0
1,0,439,1147,4,0,3,0
11,0,269,1147,23,2,6,0
1,0,51,1147,4,0,3,0
1,0,71,116,126,12,14,0
57,0,1251,429,95,11,14,0
2,0,54,116,45,4,7,0
1,0,64,1147,5,0,3,0
2,0,42,575,6,2,4,0
1,0,37,831,11,0,4,0
1,0,69,288,10,0,5,0
1,0,106,1147,4,2,4,0
13,0,90,2899,28,1,10,0
2,0,55,2899,7,2,4,0
5,0,68,2899,17,5,5,0
1,0,90,2899,10,0,6,0
3,0,58,407,3,0,1,0
1,0,28,1147,21,1,9,0
2,0,96,831,15,0,6,0
44,0,469,1147,103,15,14,0
50,0,1373,2899,68,6,11,0
10,0,143,1147,18,2,6,0
4,0,90,1147,20,1,6,0
45,0,1073,1147,149,23,13,0
13,0,272,1733,16,2,6,0
57,0,862,1147,239,27,19,0
1,0,97,2899,5,2,2,0
4,0,123,831,29,7,7,0
8,0,131,288,22,0,8,0
6,0,245,288,40,7,9,0
15,0,450,429,71,13,16,0
5,0,81,1147,27,0,13,0
22,0,342,1733,27,0,8,0
8,0,105,288,22,2,7,0
1,0,61,831,3,0,3,0
17,0,280,116,61,9,10,0
1,0,48,407,7,2,5,0
4,0,138,753,5,0,3,0
16,0,362,1147,17,2,9,0
26,0,1123,1147,170,25,16,0
1,0,63,288,6,0,3,0
4,0,192,1733,6,0,3,0
5,0,56,831,19,0,7,0
4,0,125,831,24,0,8,0
14,0,190,2899,82,2,9,0
17,0,232,1147,17,1,6,0
1,0,43,831,6,0,2,0
1,0,27,1733,5,0,4,0
7,0,158,1147,26,1,11,0
19,0,299,1147,28,1,12,0
5,0,123,1147,33,1,12,0
3,0,182,8,16,1,8,0
10,0,104,1147,8,0,3,0
71,0,1125,2899,77,7,13,0
5,0,114,1147,26,1,11,0
7,0,29,2899,2,0,2,0
2,0,219,1147,19,0,6,0
1,0,88,1733,3,0,2,0
8,0,382,1733,33,5,9,0
4,0,369,831,15,0,6,0
15,0,187,1147,5,1,5,0
3,0,153,831,16,5,5,0
1,0,21,1147,9,2,4,0
6,0,222,2899,1,0,1,0
24,0,216,288,42,1,9,0
3,0,81,2053,16,0,6,0
90,0,637,2899,48,10,11,0
3,0,75,288,9,0,5,0
6,0,246,2899,36,2,9,0
6,0,105,2899,34,0,9,0
1,0,65,791,3,0,2,0
1,0,61,791,7,0,5,0
3,0,93,831,4,0,4,0
3,0,140,2053,28,0,8,0
11,0,110,2899,3,0,2,0
13,0,110,831,12,2,4,0
2,0,304,1147,122,21,15,0
22,0,260,1147,25,3,9,1
1,0,203,831,11,4,5,0
1,0,18,1147,6,0,2,0
35,0,467,1147,87,5,12,0
44,0,487,1147,49,0,8,0
25,0,163,1147,18,0,7,0
4,0,327,2899,33,0,8,0
2,0,55,1147,5,0,2,0
6,0,56,1147,4,0,2,0
7,0,157,1147,17,1,6,0
16,0,128,1147,20,0,8,0
15,0,168,1147,24,5,5,0
14,0,356,1733,46,6,8,0
13,0,398,1147,27,0,7,0
19,0,260,1147,102,10,12,0
83,0,990,1147,94,2,14,0
8,0,102,1147,10,0,5,0
1,0,102,2899,6,0,3,0
7,0,185,1147,49,3,8,0
22,0,193,1147,35,2,9,0
14,0,165,288,10,0,5,0
33,0,484,1147,65,0,8,0
5,0,131,2899,29,3,8,0
17,0,220,116,18,1,7,0
3,0,50,2899,4,0,3,0
6,0,140,831,14,2,4,0
1,0,33,2053,5,0,2,0
19,0,423,1147,72,3,12,0
1,0,16,407,8,0,5,0
1,0,24,407,8,0,5,0
6,0,77,1147,20,0,8,0
1,0,4,831,9,1,4,0
4,0,68,831,11,0,4,0
1,0,18,2053,5,0,3,0
38,0,342,2053,156,21,15,0
1,0,13,791,9,0,7,0
13,0,125,2899,31,2,7,0
30,0,335,1147,75,8,10,0
2,0,41,1147,5,0,3,0
9,0,112,1147,24,3,8,0
19,0,297,1733,37,9,9,0
2,0,231,1147,7,0,6,0
18,0,181,2899,2,0,1,0
9,0,432,2899,7,0,2,0
12,0,140,2899,4,0,2,0
3,0,58,2899,4,0,2,0
7,0,135,2899,9,2,5,0
7,0,109,2899,9,2,4,0
1,0,77,2053,11,0,5,0
12,0,306,288,54,0,11,0
1,0,132,2053,6,0,2,0
1,0,59,831,3,0,3,0
5,0,300,2053,17,2,5,0
1,0,54,1147,4,0,2,0
1,0,44,4,4,0,3,0
4,0,102,4,4,0,3,0
7,0,210,1147,54,0,9,0
1,0,38,407,12,0,5,0
1,0,16,429,3,0,3,0
2,0,82,407,13,0,7,0
1,0,9,429,3,0,3,0
24,0,599,1147,53,2,11,0
8,0,76,288,19,0,8,0
11,0,604,429,114,3,11,0
2,0,17,831,3,0,3,0
10,0,108,1147,10,0,5,0
8,0,116,2899,15,2,8,0
1,0,106,384,12,0,6,0
18,0,322,1147,44,4,9,0
1,0,32,1147,4,0,4,0
31,0,523,1147,4,0,3,0
29,0,251,1147,4,0,3,0
7,0,204,1733,3,0,3,0
7,0,113,1147,13,11,3,0
1,0,61,1147,13,4,7,0
1,0,73,1147,4,0,1,0
16,0,259,5,10,4,5,0
2,0,73,1733,13,2,5,0
103,0,2021,1147,304,43,20,0
1,0,86,1147,10,2,4,0
5,0,44,2899,5,2,3,0
9,0,82,1147,19,0,8,0
19,0,295,288,8,3,5,0
19,0,296,288,6,4,5,0
37,0,408,1147,24,4,8,0
43,0,612,1147,54,4,12,0
69,0,976,116,26,6,13,0
21,0,204,384,12,0,7,0
19,0,142,2053,3,0,2,0
22,0,188,1147,7,0,6,0
5,0,80,288,18,1,9,0
13,0,216,1147,7,0,3,0
9,0,174,1147,11,0,5,0
25,0,246,1147,7,0,3,0
25,0,246,1147,7,0,3,0
13,0,206,1147,7,0,3,0
13,0,216,1147,7,0,3,0
9,0,174,1147,11,0,5,0
25,0,246,1147,7,0,3,0
25,0,246,1147,7,0,3,0
13,0,206,1147,7,0,3,0
1,0,61,1147,4,0,4,0
19,0,122,2053,3,0,2,0
6,0,41,2899,1,0,1,0
3,0,50,2899,6,0,4,0
13,0,54,2899,3,0,2,0
1,0,83,2899,18,0,6,0
7,0,37,2899,1,0,1,0
1,0,37,1147,21,0,8,0
20,0,95,2899,3,0,2,0
1,0,23,2899,3,0,2,0
1,0,23,2899,3,0,2,0
22,0,97,2053,2,0,2,0
8,0,50,2899,3,0,2,1
1,0,40,2899,3,0,2,0
1,0,178,1147,7,0,3,0
16,0,579,2899,86,14,12,0
17,0,71,2899,3,0,2,0
45,0,258,2899,33,0,8,0
8,0,293,1147,35,12,8,0
1,0,125,2899,13,0,4,0
1,0,0,2899,41,0,8,0
6,0,48,2899,10,0,5,0
3,0,68,1147,12,2,4,0
4,0,37,2899,7,2,2,0
60,0,417,791,10,0,5,0
3,0,77,1147,6,2,2,0
2,0,77,575,8,1,6,0
1,0,77,831,19,1,7,0
6,0,76,2053,17,0,6,0
23,0,361,2899,44,5,9,0
1,0,122,116,7,0,5,0
4,0,51,1147,3,1,2,0
6,0,160,1147,19,1,8,0
3,0,65,1147,8,1,4,0
1,0,9,575,5,0,4,0
1,0,3,288,6,0,4,0
1,0,3,2053,1,0,1,0
1,0,8,288,12,0,5,0
1,0,3,288,6,0,4,0
5,0,76,791,5,0,5,1
7,0,84,384,9,0,5,0
10,0,106,1147,14,2,5,0
2,0,50,1147,1,0,1,0
5,0,155,1147,12,3,5,0
4,0,54,1147,4,0,2,0
4,0,76,1147,5,2,2,0
2,0,119,2899,14,0,6,0
12,0,194,575,4,0,4,0
2,0,41,2899,5,0,2,0
4,0,73,2899,5,0,3,0
4,0,32,407,31,1,11,0
1,0,1,407,9,0,6,0
1,0,8,407,29,0,12,0
3,0,65,407,31,1,11,1
1,0,1,407,9,0,6,0
5,0,58,407,28,1,11,1
1,0,1,407,9,0,6,0
2,0,29,407,34,0,13,0
2,0,17,407,28,1,12,0
44,0,211,407,73,2,15,0
1,0,1,407,9,0,6,0
7,0,51,2899,4,0,3,0
1,0,193,407,25,0,11,0
4,0,57,15,25,0,10,0
4,0,57,15,20,0,9,0
1,0,38,15,16,0,9,0
1,0,56,15,16,0,9,0
5,0,38,15,24,0,9,0
