McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
2,0,37,0,12,1,3122,0
5,0,94,1,19,6,1345,0
1,0,37,0,5,2,3122,0
4,0,58,0,16,4,3122,0
2,0,24,0,4,2,3122,0
2,0,31,0,1,0,0,0
1,0,38,0,1,1,561,0
4,0,42,0,7,2,113,0
5,0,76,0,12,3,1345,0
1,0,22,0,3,3,1345,0
4,0,25,0,5,5,113,0
5,0,49,0,5,5,113,0
1,0,31,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,21,0,3,3,1345,0
1,0,38,0,1,0,0,0
1,0,21,0,1,0,0,0
1,0,152,0,3,1,61,0
1,0,80,0,2,0,0,0
1,0,184,0,18,3,1345,0
1,0,49,1,2,2,1345,0
1,0,85,0,3,3,1345,0
1,0,96,0,2,0,0,0
1,0,4,0,1,0,0,0
2,0,44,0,2,2,113,0
1,0,28,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,28,0,1,0,0,0
1,0,71,0,2,0,0,0
1,0,48,0,1,0,0,0
5,0,47,0,5,5,113,0
3,0,97,0,12,3,33,0
1,0,52,0,2,0,0,0
8,0,45,0,5,3,1345,0
1,0,38,0,5,0,0,0
1,0,15,0,3,0,0,0
1,0,27,0,3,0,0,0
1,0,30,0,5,3,1345,0
1,0,12,0,1,0,0,0
3,0,26,0,1,0,0,0
1,0,26,0,3,3,1345,0
1,0,19,0,3,3,1345,0
1,0,17,0,3,3,1345,0
1,0,10,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,4,0,2,0,0,0
1,0,275,0,5,3,61,0
8,0,45,0,4,3,1345,0
1,0,22,0,3,0,0,0
1,0,31,0,2,0,0,0
1,0,109,0,7,0,0,0
3,0,45,1,38,7,561,0
26,0,225,0,15,5,327,0
3,0,45,1,15,5,561,0
11,0,63,0,7,3,327,0
3,0,47,0,13,5,561,0
4,0,46,0,9,5,3122,0
1,0,14,0,3,2,561,0
1,0,12,0,2,0,0,0
4,0,36,0,3,0,0,0
7,0,52,0,2,0,0,0
11,0,84,0,3,0,0,0
4,0,26,0,3,0,0,0
4,0,21,0,2,0,0,0
1,0,17,0,3,0,0,0
1,0,13,0,2,0,0,0
6,0,28,0,2,2,1345,0
2,0,22,0,2,0,0,0
7,0,37,0,1,0,0,0
2,0,19,0,2,0,0,0
4,0,40,0,3,0,0,0
2,0,19,0,2,0,0,0
6,0,37,0,6,0,0,0
1,0,24,0,2,2,113,0
1,0,15,0,5,4,33,0
2,0,21,0,3,0,0,0
1,0,21,0,3,0,0,0
6,0,29,0,2,0,0,0
1,0,17,0,3,1,1345,0
8,0,43,0,7,3,327,0
2,0,19,0,2,0,0,0
2,0,26,0,2,0,0,0
1,0,26,0,2,0,0,0
1,0,22,0,2,0,0,0
1,0,27,0,3,0,0,0
4,0,33,1,4,2,561,0
3,0,16,0,3,0,0,0
4,0,20,0,3,0,0,0
3,0,15,0,3,0,0,0
1,0,20,0,4,0,0,0
4,0,18,0,3,0,0,0
266,0,1815,12,389,13,3122,1
3,0,32,0,3,1,3122,0
4,0,36,0,10,1,3122,0
59,0,224,0,28,6,1345,0
