McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
5,0,1,6,89,123,26,1580,7,5.0,0.0,89.0,7.0,0.0,3.0,5350.0,0
5,0,0,2,63,103,27,1581,7,5.0,0.0,63.0,8.0,0.0,3.0,5350.0,0
13,0,0,4,65,96,28,1582,7,13.0,0.0,65.0,1.0,0.0,1.0,5350.0,0
1,0,0,4,21,48,24,1583,7,1.0,0.0,21.0,2.0,0.0,1.0,5350.0,0
19,0,0,13,284,348,32,1584,10,19.0,0.0,284.0,42.0,0.0,13.0,5350.0,0
7,0,0,4,52,78,33,1585,10,7.0,0.0,52.0,1.0,0.0,1.0,1636.0,0
1,0,0,6,37,68,34,1586,10,1.0,0.0,37.0,4.0,0.0,4.0,5350.0,0
25,0,5,12,263,350,35,1587,10,25.0,0.0,263.0,40.0,0.0,10.0,828.0,0
4,0,0,4,29,53,36,1588,10,4.0,0.0,29.0,5.0,0.0,3.0,5350.0,0
2,0,0,7,40,69,37,1589,10,2.0,0.0,40.0,1.0,0.0,1.0,1636.0,0
2,0,0,10,79,114,38,1590,10,2.0,0.0,79.0,6.0,0.0,1.0,5350.0,0
1,0,0,4,29,55,39,1591,10,1.0,0.0,29.0,6.0,0.0,2.0,5350.0,0
3,0,0,2,29,54,40,1592,10,3.0,0.0,29.0,4.0,0.0,2.0,5350.0,0
1,0,0,7,85,115,41,1593,10,1.0,0.0,85.0,4.0,0.0,3.0,224.0,0
4,0,0,13,141,188,42,1594,10,4.0,0.0,141.0,11.0,0.0,4.0,2319.0,0
32,0,0,11,298,360,43,1595,10,32.0,0.0,298.0,18.0,0.0,6.0,2472.0,0
2,0,0,11,61,93,44,1596,10,2.0,0.0,61.0,4.0,0.0,3.0,828.0,0
3,0,0,2,28,55,45,1597,10,3.0,0.0,28.0,3.0,0.0,2.0,5350.0,0
2,0,1,2,88,130,46,1598,10,2.0,0.0,88.0,16.0,0.0,6.0,5350.0,0
1,0,0,4,42,69,47,1599,10,1.0,0.0,42.0,7.0,0.0,3.0,5350.0,0
2,0,1,5,55,87,48,1600,10,2.0,0.0,55.0,4.0,0.0,3.0,2319.0,0
5,0,0,2,42,68,49,1601,10,5.0,0.0,42.0,2.0,0.0,2.0,2319.0,0
1,0,0,2,8,31,50,1602,10,1.0,0.0,8.0,2.0,0.0,1.0,1636.0,0
33,0,0,12,485,592,51,1603,10,33.0,0.0,485.0,31.0,0.0,10.0,828.0,0
1,0,0,2,6,28,52,1604,10,1.0,0.0,6.0,2.0,0.0,1.0,1636.0,0
1,0,1,4,38,71,53,1605,10,1.0,0.0,38.0,6.0,0.0,2.0,5350.0,0
1,0,1,2,25,55,54,1606,10,1.0,0.0,25.0,10.0,0.0,5.0,533.0,0
4,0,7,2,127,201,55,1607,10,4.0,0.0,127.0,101.0,0.0,15.0,5350.0,0
5,0,0,4,47,76,56,1608,10,5.0,0.0,47.0,5.0,0.0,4.0,5350.0,0
7,0,0,4,102,147,57,1609,10,7.0,0.0,102.0,4.0,0.0,3.0,1636.0,0
5,0,1,2,44,75,58,1610,10,5.0,0.0,44.0,2.0,0.0,2.0,2472.0,0
2,0,0,3,27,51,59,1611,10,2.0,0.0,27.0,8.0,0.0,4.0,5350.0,0
3,0,1,3,61,99,60,1612,10,3.0,0.0,61.0,34.0,0.0,10.0,3997.0,0
38,0,1,21,524,615,62,1613,10,38.0,0.0,524.0,36.0,0.0,8.0,1296.0,0
1,0,1,2,36,64,61,1614,10,1.0,0.0,36.0,4.0,0.0,3.0,2472.0,0
19,0,1,9,220,265,63,1615,10,19.0,0.0,220.0,2.0,0.0,2.0,2472.0,0
17,0,1,21,281,343,64,1616,10,17.0,0.0,281.0,39.0,0.0,10.0,665.0,0
4,0,1,6,104,138,65,1617,10,4.0,0.0,104.0,7.0,0.0,5.0,665.0,0
5,0,4,4,78,133,66,1618,10,5.0,0.0,78.0,14.0,2.0,6.0,2319.0,0
2,0,0,3,86,115,67,1619,10,2.0,0.0,86.0,2.0,2.0,2.0,2472.0,0
2,0,0,6,37,65,68,1620,10,2.0,0.0,37.0,2.0,0.0,2.0,1636.0,0
6,0,0,3,55,85,69,1621,10,6.0,0.0,55.0,15.0,0.0,11.0,412.0,0
3,0,1,3,45,78,70,1622,10,3.0,0.0,45.0,5.0,0.0,3.0,1296.0,0
2,0,0,3,37,62,71,1623,10,2.0,0.0,37.0,1.0,0.0,1.0,1636.0,0
5,0,1,5,71,104,72,1624,10,5.0,0.0,71.0,10.0,0.0,5.0,2319.0,0
12,0,0,17,166,218,73,1625,10,12.0,0.0,166.0,27.0,0.0,9.0,5350.0,0
29,0,0,8,217,261,74,1626,10,29.0,0.0,217.0,17.0,0.0,7.0,533.0,0
1,0,0,2,9,31,75,1627,10,1.0,0.0,9.0,4.0,0.0,2.0,5350.0,0
2,0,1,11,94,132,76,1628,10,2.0,0.0,94.0,38.0,0.0,11.0,5350.0,0
1,0,0,5,27,53,77,1629,10,1.0,0.0,27.0,9.0,0.0,4.0,5350.0,0
1,0,0,1,8,30,78,1630,10,1.0,0.0,8.0,2.0,0.0,2.0,533.0,0
4,0,0,6,70,101,81,1631,12,4.0,0.0,70.0,2.0,0.0,2.0,310.0,0
2,0,0,6,39,69,82,1632,13,2.0,0.0,39.0,8.0,0.0,3.0,665.0,0
3,0,0,6,46,74,83,1633,13,3.0,0.0,46.0,8.0,0.0,3.0,665.0,0
79,0,0,27,929,1096,84,1634,13,79.0,0.0,929.0,68.0,0.0,14.0,665.0,0
8,0,0,16,104,141,85,1635,13,8.0,0.0,104.0,13.0,0.0,5.0,505.0,0
1,0,0,0,23,48,86,1636,13,1.0,0.0,23.0,4.0,0.0,2.0,1634.0,0
6,0,0,3,71,101,87,1637,13,6.0,0.0,71.0,4.0,0.0,2.0,1634.0,0
3,0,0,8,118,156,88,1638,14,3.0,0.0,118.0,3.0,0.0,2.0,828.0,0
6,0,0,3,55,82,89,1639,14,6.0,0.0,55.0,1.0,0.0,1.0,1636.0,0
4,0,0,5,55,85,90,1640,14,4.0,0.0,55.0,1.0,0.0,1.0,1636.0,0
1,0,0,1,10,32,116,1641,18,1.0,0.0,10.0,3.0,0.0,3.0,1296.0,0
19,0,0,17,207,256,117,1642,18,19.0,0.0,207.0,21.0,0.0,7.0,2472.0,0
1,0,0,1,11,34,118,1643,18,1.0,0.0,11.0,3.0,0.0,3.0,1296.0,0
1,0,0,1,13,38,119,1644,18,1.0,0.0,13.0,6.0,0.0,5.0,2319.0,0
1,0,0,2,8,29,121,1645,18,1.0,0.0,8.0,1.0,0.0,1.0,5350.0,0
32,0,0,6,181,210,124,1646,18,32.0,0.0,181.0,12.0,0.0,6.0,5350.0,0
7,0,1,8,106,147,122,1647,18,7.0,0.0,106.0,11.0,0.0,5.0,2472.0,0
1,0,1,1,13,36,123,1648,18,1.0,0.0,13.0,6.0,0.0,3.0,1296.0,0
1,0,0,1,11,32,125,1649,18,1.0,0.0,11.0,3.0,0.0,3.0,1296.0,0
1,0,0,2,19,46,126,1650,18,1.0,0.0,19.0,6.0,0.0,5.0,2319.0,0
1,0,0,3,19,43,127,1651,18,1.0,0.0,19.0,3.0,0.0,2.0,2319.0,0
108,0,0,10,969,1070,128,1652,18,108.0,0.0,969.0,26.0,0.0,9.0,5350.0,0
69,0,0,3,557,633,129,1653,18,69.0,0.0,557.0,9.0,0.0,6.0,5350.0,0
5,0,0,2,37,62,130,1654,18,5.0,0.0,37.0,3.0,0.0,3.0,1296.0,0
1,0,1,3,10,34,132,1655,18,1.0,0.0,10.0,3.0,0.0,3.0,1296.0,0
1,0,0,2,29,59,3260,1656,404,1.0,0.0,29.0,2.0,0.0,2.0,310.0,0
2,0,0,5,79,129,3272,1657,407,2.0,0.0,79.0,25.0,0.0,10.0,5350.0,0
2,0,0,7,126,164,3273,1658,407,2.0,0.0,126.0,1.0,0.0,1.0,5350.0,0
1,0,0,10,105,185,3274,1659,407,1.0,0.0,105.0,6.0,0.0,5.0,257.0,0
48,0,0,39,1061,1348,3275,1660,407,48.0,0.0,1061.0,68.0,0.0,13.0,5350.0,0
6,0,0,2,28,51,934,1661,141,6.0,0.0,28.0,5.0,0.0,4.0,5350.0,0
5,0,0,2,45,78,935,1662,141,5.0,0.0,45.0,5.0,0.0,4.0,5350.0,0
1,0,1,3,26,53,149,1663,23,1.0,0.0,26.0,3.0,0.0,2.0,828.0,0
5,0,0,5,43,70,150,1664,23,5.0,0.0,43.0,5.0,0.0,4.0,505.0,0
3,0,0,7,62,93,151,1665,23,3.0,0.0,62.0,3.0,0.0,2.0,828.0,0
7,0,0,0,71,106,152,1666,23,7.0,0.0,71.0,10.0,0.0,6.0,5350.0,0
1,0,0,2,18,43,153,1667,23,1.0,0.0,18.0,6.0,0.0,3.0,2319.0,0
2,0,0,0,28,55,154,1668,23,2.0,0.0,28.0,1.0,0.0,1.0,3997.0,0
6,0,0,5,73,109,155,1669,23,6.0,0.0,73.0,14.0,0.0,5.0,2472.0,0
4,0,0,3,55,83,156,1670,23,4.0,0.0,55.0,19.0,0.0,6.0,1296.0,0
1,0,0,0,8,31,157,1671,23,1.0,0.0,8.0,1.0,0.0,1.0,3997.0,0
31,0,0,1,180,221,158,1672,23,31.0,0.0,180.0,17.0,0.0,6.0,1634.0,0
48,0,0,0,361,449,159,1673,23,48.0,0.0,361.0,24.0,0.0,9.0,2319.0,0
23,0,5,2,186,297,160,1674,23,23.0,0.0,186.0,6.0,0.0,3.0,2319.0,0
6,0,0,4,43,70,161,1675,23,6.0,0.0,43.0,1.0,0.0,1.0,3997.0,0
3,0,0,7,65,96,162,1676,23,3.0,0.0,65.0,3.0,0.0,2.0,828.0,0
2,0,0,3,22,45,163,1677,23,2.0,0.0,22.0,2.0,0.0,1.0,5350.0,0
5,0,0,0,42,68,164,1678,23,5.0,0.0,42.0,6.0,0.0,5.0,1296.0,0
10,0,0,0,97,141,165,1679,23,10.0,0.0,97.0,1.0,0.0,1.0,5350.0,0
2,0,2,1,24,58,166,1680,23,2.0,0.0,24.0,9.0,0.0,5.0,5350.0,0
37,0,0,4,338,411,167,1681,23,37.0,0.0,338.0,26.0,0.0,11.0,828.0,0
5,0,0,0,38,64,168,1682,23,5.0,0.0,38.0,3.0,0.0,3.0,1404.0,0
2,0,2,1,20,55,169,1683,23,2.0,0.0,20.0,7.0,0.0,5.0,505.0,0
1,0,0,3,19,43,170,1684,23,1.0,0.0,19.0,4.0,0.0,2.0,1126.0,0
38,0,0,0,353,416,171,1685,23,38.0,0.0,353.0,40.0,0.0,11.0,2319.0,0
6,0,1,4,128,167,172,1686,23,6.0,0.0,128.0,5.0,0.0,5.0,1296.0,0
52,0,0,0,415,489,173,1687,23,52.0,0.0,415.0,15.0,0.0,7.0,1296.0,0
66,0,2,18,895,1064,174,1688,23,66.0,0.0,895.0,127.0,0.0,15.0,505.0,0
43,0,4,11,498,640,175,1689,23,43.0,0.0,498.0,53.0,0.0,11.0,2319.0,0
15,0,0,10,132,171,176,1690,23,15.0,0.0,132.0,19.0,0.0,6.0,2319.0,0
58,0,0,0,469,551,177,1691,23,58.0,0.0,469.0,35.0,1.0,12.0,2319.0,0
21,0,1,1,87,133,178,1692,23,21.0,0.0,87.0,5.0,0.0,4.0,505.0,0
4,0,1,2,90,131,179,1693,23,4.0,0.0,90.0,14.0,0.0,6.0,2319.0,0
4,0,0,4,40,69,180,1694,23,4.0,0.0,40.0,11.0,0.0,4.0,5350.0,0
1,0,1,4,20,49,182,1695,23,1.0,0.0,20.0,1.0,0.0,1.0,3997.0,0
1,0,0,0,28,54,183,1696,23,1.0,0.0,28.0,1.0,0.0,1.0,3997.0,0
8,0,0,0,74,102,184,1697,23,8.0,0.0,74.0,11.0,0.0,4.0,2319.0,0
1,0,0,0,20,51,185,1698,23,1.0,0.0,20.0,13.0,0.0,3.0,5350.0,0
1,0,0,0,47,79,186,1699,23,1.0,0.0,47.0,13.0,0.0,3.0,5350.0,0
1,0,0,0,1,29,181,1700,23,1.0,0.0,1.0,1.0,0.0,1.0,3997.0,0
2,0,0,5,65,97,221,1701,25,2.0,0.0,65.0,9.0,0.0,7.0,310.0,0
1,0,0,12,38,70,222,1702,25,1.0,0.0,38.0,6.0,0.0,5.0,533.0,0
3,0,1,2,56,96,223,1703,25,3.0,0.0,56.0,4.0,0.0,1.0,533.0,0
4,0,0,8,79,115,224,1704,25,4.0,0.0,79.0,11.0,0.0,4.0,1126.0,0
8,0,15,1,113,272,226,1705,25,8.0,0.0,113.0,19.0,0.0,7.0,3997.0,0
1,0,7,0,14,96,227,1706,25,1.0,0.0,14.0,1.0,0.0,1.0,5350.0,0
3,0,5,2,37,89,228,1707,25,3.0,0.0,37.0,3.0,0.0,2.0,2319.0,0
1,0,0,0,1,29,225,1708,25,1.0,0.0,1.0,2.0,0.0,1.0,5350.0,0
1,0,1,4,30,62,230,1709,27,1.0,0.0,30.0,1.0,0.0,1.0,1296.0,0
4,0,0,18,137,187,2063,1710,303,4.0,0.0,137.0,10.0,0.0,5.0,533.0,0
21,0,0,0,264,325,2064,1711,303,21.0,0.0,264.0,9.0,0.0,4.0,533.0,0
6,0,1,33,218,286,2065,1712,303,6.0,0.0,218.0,10.0,0.0,7.0,310.0,0
2,0,0,2,11,34,2066,1713,303,2.0,0.0,11.0,4.0,0.0,3.0,1296.0,0
3,0,0,2,37,62,2067,1714,303,3.0,0.0,37.0,3.0,0.0,3.0,2319.0,0
1,0,0,2,26,50,2068,1715,303,1.0,0.0,26.0,10.0,0.0,4.0,533.0,0
3,0,0,0,39,67,2069,1716,303,3.0,0.0,39.0,1.0,0.0,1.0,1636.0,0
1,0,0,11,25,57,2070,1717,303,1.0,0.0,25.0,14.0,0.0,6.0,533.0,0
6,0,0,5,81,114,2071,1718,303,6.0,0.0,81.0,1.0,0.0,1.0,533.0,0
1,0,0,5,49,81,2072,1719,303,1.0,0.0,49.0,6.0,0.0,2.0,533.0,0
4,0,0,5,83,118,2073,1720,303,4.0,0.0,83.0,5.0,0.0,2.0,533.0,0
5,0,0,5,168,218,2074,1721,303,5.0,0.0,168.0,15.0,0.0,7.0,310.0,0
9,0,0,0,170,217,2075,1722,303,9.0,0.0,170.0,27.0,0.0,6.0,2319.0,0
3,0,0,0,44,71,2076,1723,303,3.0,0.0,44.0,11.0,0.0,7.0,2319.0,0
8,0,0,5,94,126,2077,1724,303,8.0,0.0,94.0,15.0,0.0,6.0,828.0,0
1,0,0,2,8,31,2078,1725,303,1.0,0.0,8.0,1.0,0.0,1.0,828.0,0
2,0,0,2,27,50,2079,1726,303,2.0,0.0,27.0,2.0,0.0,2.0,533.0,0
11,0,0,25,272,339,2080,1727,303,11.0,0.0,272.0,38.0,0.0,9.0,533.0,0
2,0,0,8,51,86,2081,1728,303,2.0,0.0,51.0,10.0,0.0,5.0,828.0,0
17,0,0,4,139,182,2082,1729,303,17.0,0.0,139.0,2.0,0.0,1.0,533.0,0
11,0,0,7,100,130,2083,1730,303,11.0,0.0,100.0,8.0,0.0,5.0,2319.0,0
11,0,0,7,122,153,2084,1731,303,11.0,0.0,122.0,37.0,0.0,10.0,1296.0,0
1,0,0,6,32,60,2085,1732,303,1.0,0.0,32.0,12.0,0.0,6.0,310.0,0
5,0,0,1,65,98,2086,1733,303,5.0,0.0,65.0,3.0,0.0,1.0,2319.0,0
8,0,1,6,89,149,2087,1734,303,8.0,0.0,89.0,18.0,0.0,6.0,533.0,0
1,0,0,0,12,35,2088,1735,303,1.0,0.0,12.0,2.0,0.0,2.0,533.0,0
6,0,0,0,81,114,2089,1736,303,6.0,0.0,81.0,16.0,0.0,8.0,310.0,0
9,0,0,0,78,105,2090,1737,303,9.0,0.0,78.0,4.0,0.0,4.0,2319.0,0
3,0,0,0,52,110,2091,1738,303,3.0,0.0,52.0,12.0,0.0,9.0,2472.0,0
6,0,0,0,120,160,2092,1739,303,6.0,0.0,120.0,17.0,0.0,8.0,310.0,0
1,0,0,5,20,45,2117,1740,306,1.0,0.0,20.0,2.0,0.0,2.0,828.0,0
3,0,0,2,27,51,2118,1741,306,3.0,0.0,27.0,2.0,0.0,2.0,828.0,0
6,0,1,5,61,92,2119,1742,306,6.0,0.0,61.0,6.0,0.0,4.0,533.0,0
5,0,0,4,38,64,2120,1743,306,5.0,0.0,38.0,3.0,0.0,3.0,2319.0,0
2,0,0,8,206,326,968,1744,148,2.0,0.0,206.0,41.0,0.0,13.0,5350.0,0
11,0,1,15,443,667,969,1745,148,11.0,0.0,443.0,19.0,0.0,8.0,5350.0,0
2,0,0,7,62,103,970,1746,148,2.0,0.0,62.0,7.0,0.0,5.0,533.0,0
1,0,1,1,32,63,971,1747,148,1.0,0.0,32.0,6.0,0.0,5.0,2472.0,0
1,0,1,1,8,32,937,1748,142,1.0,0.0,8.0,4.0,0.0,3.0,1296.0,0
3,0,0,2,140,182,233,1749,30,3.0,0.0,140.0,6.0,0.0,4.0,2319.0,0
6,0,1,2,156,211,1640,1750,261,6.0,0.0,156.0,6.0,0.0,4.0,2319.0,0
1,0,0,1,4,28,1641,1751,261,1.0,0.0,4.0,2.0,0.0,2.0,533.0,0
4,0,0,4,73,107,1642,1752,261,4.0,0.0,73.0,3.0,0.0,3.0,665.0,0
1,0,0,2,17,41,1643,1753,261,1.0,0.0,17.0,3.0,0.0,1.0,310.0,0
1,0,0,2,17,41,1644,1754,261,1.0,0.0,17.0,1.0,0.0,1.0,310.0,0
1,0,0,1,98,129,1645,1755,261,1.0,0.0,98.0,2.0,0.0,1.0,310.0,0
1,0,0,1,132,166,1646,1756,261,1.0,0.0,132.0,1.0,0.0,1.0,310.0,0
16,0,1,9,288,364,147,1757,22,16.0,0.0,288.0,13.0,0.0,8.0,1636.0,0
13,0,1,11,141,189,148,1758,22,13.0,0.0,141.0,6.0,0.0,5.0,533.0,0
6,0,0,7,149,194,187,1759,24,6.0,0.0,149.0,8.0,0.0,6.0,2319.0,0
6,0,0,7,135,176,188,1760,24,6.0,0.0,135.0,10.0,0.0,7.0,5350.0,0
1,0,1,1,26,52,189,1761,24,1.0,0.0,26.0,6.0,0.0,4.0,310.0,0
1,0,0,2,24,47,190,1762,24,1.0,0.0,24.0,8.0,0.0,5.0,310.0,0
1,0,1,1,40,69,191,1763,24,1.0,0.0,40.0,5.0,0.0,3.0,310.0,0
3,0,0,6,135,185,192,1764,24,3.0,0.0,135.0,12.0,0.0,5.0,5350.0,0
1,0,0,2,11,33,193,1765,24,1.0,0.0,11.0,2.0,0.0,2.0,5350.0,0
1,0,0,2,19,42,194,1766,24,1.0,0.0,19.0,4.0,0.0,2.0,5350.0,0
1,0,0,2,12,34,195,1767,24,1.0,0.0,12.0,2.0,0.0,2.0,5350.0,0
5,0,0,5,49,80,196,1768,24,5.0,0.0,49.0,10.0,0.0,7.0,533.0,0
1,0,0,3,19,43,197,1769,24,1.0,0.0,19.0,2.0,0.0,2.0,5350.0,0
1,0,0,0,17,42,198,1770,24,1.0,0.0,17.0,5.0,0.0,2.0,5350.0,0
1,0,0,2,11,33,199,1771,24,1.0,0.0,11.0,2.0,0.0,2.0,5350.0,0
1,0,0,2,11,33,200,1772,24,1.0,0.0,11.0,2.0,0.0,2.0,5350.0,0
4,0,0,2,64,90,201,1773,24,4.0,0.0,64.0,15.0,0.0,8.0,310.0,0
1,0,0,4,21,46,202,1774,24,1.0,0.0,21.0,3.0,0.0,3.0,533.0,0
1,0,0,3,43,73,203,1775,24,1.0,0.0,43.0,4.0,0.0,1.0,1296.0,0
1,0,0,3,21,46,204,1776,24,1.0,0.0,21.0,1.0,0.0,1.0,5350.0,0
24,0,1,5,242,303,205,1777,24,24.0,0.0,242.0,20.0,0.0,10.0,5350.0,0
1,0,0,3,20,44,206,1778,24,1.0,0.0,20.0,3.0,0.0,3.0,1296.0,0
1,0,0,3,19,43,207,1779,24,1.0,0.0,19.0,2.0,0.0,2.0,5350.0,0
9,0,0,2,75,103,208,1780,24,9.0,0.0,75.0,15.0,0.0,9.0,257.0,0
1,0,0,3,18,42,209,1781,24,1.0,0.0,18.0,2.0,0.0,2.0,5350.0,0
1,0,0,2,13,35,210,1782,24,1.0,0.0,13.0,2.0,0.0,2.0,5350.0,0
8,0,0,19,533,691,211,1783,24,8.0,0.0,533.0,50.0,0.0,13.0,2319.0,0
9,0,1,3,117,159,212,1784,24,9.0,0.0,117.0,9.0,0.0,5.0,1296.0,0
1,0,0,4,74,109,213,1785,24,1.0,0.0,74.0,7.0,0.0,3.0,310.0,0
7,0,0,18,215,284,214,1786,24,7.0,0.0,215.0,29.0,0.0,12.0,2319.0,0
4,0,0,7,84,117,215,1787,24,4.0,0.0,84.0,7.0,0.0,6.0,310.0,0
1,0,0,10,216,255,216,1788,24,1.0,0.0,216.0,59.0,0.0,12.0,5350.0,0
33,0,0,84,1528,1782,217,1789,24,33.0,0.0,1528.0,101.0,0.0,17.0,2319.0,0
7,0,0,4,185,220,218,1790,24,7.0,0.0,185.0,31.0,0.0,11.0,310.0,0
1,0,1,5,148,198,219,1791,24,1.0,0.0,148.0,86.0,0.0,14.0,5350.0,0
2,0,0,14,101,137,220,1792,24,2.0,0.0,101.0,13.0,0.0,5.0,1404.0,0
4,0,0,2,100,136,229,1793,26,4.0,0.0,100.0,10.0,0.0,5.0,5350.0,0
5,0,1,5,199,259,231,1794,28,5.0,0.0,199.0,12.0,0.0,5.0,5350.0,0
4,0,1,12,228,285,232,1795,29,4.0,0.0,228.0,23.0,0.0,12.0,2319.0,0
1,0,0,0,61,90,2093,1796,304,1.0,0.0,61.0,2.0,0.0,2.0,533.0,0
9,0,0,16,314,439,2094,1797,304,9.0,0.0,314.0,7.0,0.0,4.0,533.0,0
3,0,0,3,103,151,2095,1798,304,3.0,0.0,103.0,1.0,0.0,1.0,533.0,0
1,0,0,9,67,122,2096,1799,304,1.0,0.0,67.0,6.0,0.0,5.0,310.0,0
2,0,0,8,114,171,2097,1800,304,2.0,0.0,114.0,13.0,0.0,6.0,2319.0,0
1,0,0,2,9,31,2098,1801,304,1.0,0.0,9.0,2.0,0.0,2.0,310.0,0
3,0,0,5,96,135,2100,1802,304,3.0,0.0,96.0,12.0,0.0,5.0,5350.0,0
1,0,0,2,9,31,2099,1803,304,1.0,0.0,9.0,2.0,0.0,2.0,310.0,0
4,0,0,8,275,369,2101,1804,304,4.0,0.0,275.0,24.0,0.0,7.0,310.0,0
17,0,0,17,433,567,2102,1805,304,17.0,0.0,433.0,34.0,0.0,7.0,5350.0,0
3,0,0,6,175,253,2103,1806,304,3.0,0.0,175.0,2.0,0.0,1.0,533.0,0
1,0,0,2,19,48,2104,1807,304,1.0,0.0,19.0,2.0,0.0,2.0,533.0,0
2,0,0,5,78,138,2105,1808,304,2.0,0.0,78.0,12.0,0.0,6.0,5350.0,0
5,0,0,10,231,301,2106,1809,304,5.0,0.0,231.0,20.0,0.0,10.0,310.0,0
1,0,0,1,15,38,2107,1810,304,1.0,0.0,15.0,10.0,0.0,6.0,5350.0,0
1,0,0,4,56,104,2108,1811,304,1.0,0.0,56.0,3.0,0.0,1.0,2319.0,0
10,0,1,8,211,293,2109,1812,304,10.0,0.0,211.0,8.0,0.0,4.0,533.0,0
3,0,1,3,93,138,2110,1813,304,3.0,0.0,93.0,4.0,0.0,4.0,2319.0,0
3,0,0,8,176,230,2111,1814,304,3.0,0.0,176.0,15.0,0.0,6.0,2472.0,0
2,0,0,11,150,191,2112,1815,304,2.0,0.0,150.0,2.0,0.0,1.0,1636.0,0
2,0,0,5,101,158,2113,1816,304,2.0,0.0,101.0,10.0,0.0,9.0,2472.0,0
4,0,0,6,142,202,2114,1817,304,4.0,0.0,142.0,13.0,0.0,9.0,310.0,0
1,0,0,6,73,121,2115,1818,304,1.0,0.0,73.0,5.0,0.0,5.0,533.0,0
5,0,0,5,66,107,2121,1819,307,5.0,0.0,66.0,2.0,0.0,2.0,828.0,0
11,0,0,7,101,164,2122,1820,307,11.0,0.0,101.0,7.0,0.0,4.0,533.0,0
1,0,0,4,38,74,2123,1821,307,1.0,0.0,38.0,2.0,0.0,2.0,828.0,0
2,0,0,5,85,120,2842,1822,363,2.0,0.0,85.0,7.0,0.0,4.0,5350.0,0
14,0,0,16,487,589,3276,1823,408,14.0,0.0,487.0,29.0,0.0,10.0,5350.0,0
1,0,0,2,45,80,3277,1824,408,1.0,0.0,45.0,8.0,0.0,5.0,5350.0,0
3,0,0,12,190,235,22,1825,5,3.0,0.0,190.0,17.0,0.0,12.0,533.0,0
5,0,0,3,97,137,974,1826,150,5.0,0.0,97.0,25.0,0.0,9.0,5350.0,0
5,0,2,1,192,272,975,1827,150,5.0,0.0,192.0,15.0,0.0,8.0,505.0,0
7,0,5,0,189,242,976,1828,150,7.0,0.0,189.0,35.0,0.0,8.0,1296.0,0
13,0,1,11,327,395,977,1829,150,13.0,0.0,327.0,40.0,0.0,14.0,5350.0,0
1,0,1,2,50,94,978,1830,150,1.0,0.0,50.0,13.0,0.0,7.0,5350.0,0
3,0,1,3,75,134,979,1831,150,3.0,0.0,75.0,12.0,0.0,6.0,5350.0,0
4,0,1,5,196,260,980,1832,150,4.0,0.0,196.0,2.0,0.0,2.0,2319.0,0
6,0,0,4,129,167,981,1833,150,6.0,0.0,129.0,46.0,0.0,13.0,5350.0,0
6,0,0,2,150,191,984,1834,152,6.0,0.0,150.0,17.0,0.0,8.0,2319.0,0
9,0,0,3,151,197,985,1835,153,9.0,0.0,151.0,16.0,0.0,8.0,310.0,0
1,0,1,2,145,188,986,1836,153,1.0,0.0,145.0,23.0,0.0,10.0,533.0,0
46,0,1,7,676,785,1846,1837,280,46.0,0.0,676.0,9.0,0.0,6.0,2472.0,0
1,0,0,2,8,29,2146,1838,310,1.0,0.0,8.0,5.0,0.0,4.0,3997.0,0
1,0,0,1,11,33,2147,1839,310,1.0,0.0,11.0,5.0,0.0,4.0,3997.0,0
1,0,1,2,6,34,2148,1840,310,1.0,0.0,6.0,3.0,0.0,2.0,3997.0,0
1,0,0,1,11,33,2149,1841,310,1.0,0.0,11.0,5.0,0.0,4.0,3997.0,0
1,0,0,1,12,35,2150,1842,310,1.0,0.0,12.0,5.0,0.0,4.0,3997.0,0
1,0,0,3,6,28,2151,1843,310,1.0,0.0,6.0,5.0,0.0,4.0,3997.0,0
21,0,0,27,373,449,2152,1844,310,21.0,0.0,373.0,13.0,0.0,8.0,1636.0,0
1,0,0,1,8,29,2153,1845,310,1.0,0.0,8.0,5.0,0.0,4.0,3997.0,0
1,0,3,0,9,52,2154,1846,310,1.0,0.0,9.0,6.0,0.0,5.0,1636.0,0
1,0,0,1,8,29,2155,1847,310,1.0,0.0,8.0,5.0,0.0,4.0,3997.0,0
2,0,0,5,38,68,2156,1848,310,2.0,0.0,38.0,10.0,0.0,6.0,5350.0,0
1,0,0,0,6,28,2157,1849,310,1.0,0.0,6.0,5.0,0.0,4.0,3997.0,0
1,0,0,1,11,33,2158,1850,310,1.0,0.0,11.0,5.0,0.0,4.0,3997.0,0
6,0,0,5,89,122,2159,1851,310,6.0,0.0,89.0,7.0,0.0,5.0,2472.0,0
7,0,3,1,67,181,2160,1852,310,7.0,0.0,67.0,7.0,0.0,5.0,2472.0,0
1,0,0,1,10,32,2161,1853,310,1.0,0.0,10.0,5.0,0.0,4.0,3997.0,0
1,0,0,4,16,39,2704,1854,349,1.0,0.0,16.0,5.0,0.0,4.0,3997.0,0
1,0,0,0,5,26,2705,1855,349,1.0,0.0,5.0,5.0,0.0,4.0,3997.0,0
1,0,0,2,7,29,2706,1856,349,1.0,0.0,7.0,5.0,0.0,4.0,3997.0,0
