McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
2,0,1,9,38,69,756,803,108,2,0,38,2899,5,0,2,0
2,0,8,5,54,142,757,804,108,2,0,54,2899,16,0,5,1
1,0,1,3,13,38,758,805,108,1,0,13,2899,10,0,2,0
2,0,0,12,56,87,759,806,108,2,0,56,753,10,0,4,0
1,0,1,13,60,99,760,807,108,1,0,60,831,13,0,5,0
53,0,18,34,346,535,761,808,108,53,0,346,831,138,0,9,1
8,0,1,28,123,175,762,809,108,8,0,123,2899,9,0,2,0
2,0,7,3,45,117,763,810,108,2,0,45,2899,18,0,6,0
1,0,1,3,12,36,764,811,108,1,0,12,2899,8,0,2,0
2,0,15,9,111,235,765,812,108,2,0,111,15,50,0,15,0
1,0,1,9,31,63,766,813,108,1,0,31,2899,9,0,2,0
3,0,0,11,49,79,767,814,108,3,0,49,2899,26,0,6,1
1,0,1,3,12,36,768,815,108,1,0,12,2899,6,0,2,0
1,0,0,22,74,117,769,816,108,1,0,74,288,6,0,4,0
1,0,0,11,48,79,770,817,108,1,0,48,288,6,0,4,0
1,0,5,1,34,98,771,818,108,1,0,34,2899,6,0,3,0
3,0,1,24,119,175,773,819,108,3,0,119,2899,40,0,7,0
2,0,1,12,47,81,774,820,108,2,0,47,2899,6,0,2,0
4,0,14,1,82,235,772,821,108,4,0,82,2899,23,0,7,0
2,0,1,22,115,165,775,822,108,2,0,115,1733,31,1,8,0
1,0,1,9,30,60,776,823,108,1,0,30,2899,8,0,2,0
4,0,16,13,138,303,777,824,108,4,0,138,2899,37,0,9,0
1,0,9,2,55,202,779,825,108,1,0,55,15,17,0,7,0
2,0,0,11,47,79,780,826,108,2,0,47,2899,7,0,2,0
1,0,1,3,13,38,781,827,108,1,0,13,2899,8,0,2,0
5,0,0,17,91,127,782,828,108,5,0,91,753,20,0,6,0
1,0,0,10,46,78,783,829,108,1,0,46,753,11,0,4,0
6,0,2,21,120,171,784,830,108,6,0,120,2899,70,1,7,0
3,0,1,10,48,81,785,831,108,3,0,48,2899,6,0,2,0
2,0,1,18,89,131,786,832,108,2,0,89,1733,33,0,6,0
1,0,1,8,30,61,787,833,108,1,0,30,2899,8,0,2,0
2,0,0,21,95,138,788,834,108,2,0,95,15,18,0,8,0
1,0,0,0,36,64,789,835,108,1,0,36,15,16,0,8,0
2,0,11,1,55,147,800,836,108,2,0,55,1733,9,0,5,0
1,0,0,17,80,121,790,837,108,1,0,80,753,10,0,4,0
4,0,12,2,74,178,791,838,108,4,0,74,2899,25,0,7,0
1,0,1,5,18,44,792,839,108,1,0,18,2899,4,0,2,0
9,0,1,38,197,273,793,840,108,9,0,197,1733,41,4,8,0
2,0,2,10,53,99,794,841,108,2,0,53,1733,20,4,7,0
1,0,1,14,65,108,795,842,108,1,0,65,831,15,0,6,0
2,0,1,9,47,80,796,843,108,2,0,47,2899,5,0,4,0
2,0,0,4,15,37,797,844,108,2,0,15,2899,10,0,3,0
2,0,1,9,38,69,798,845,108,2,0,38,2899,5,0,2,0
2,0,10,2,57,147,799,846,108,2,0,57,1733,10,0,4,0
3,0,0,14,62,96,801,847,108,3,0,62,288,23,0,7,0
5,0,11,1,71,202,802,848,108,5,0,71,753,34,0,7,0
9,0,9,7,79,155,803,849,108,9,0,79,2899,36,0,7,0
2,0,1,7,32,61,804,850,108,2,0,32,2899,5,0,2,0
3,0,5,0,32,100,805,851,108,3,0,32,2899,21,0,7,0
2,0,0,7,37,62,806,852,108,2,0,37,753,14,0,4,0
2,0,0,10,43,73,807,853,108,2,0,43,2899,18,0,6,0
1,0,1,3,12,36,808,854,108,1,0,12,2899,7,0,2,0
2,0,0,13,63,94,809,855,108,2,0,63,753,14,0,4,0
311,0,6,1,1184,1315,810,856,108,311,0,1184,15,316,7,16,1
1,0,0,0,1,21,778,857,108,1,0,1,2899,1,0,1,0
1,0,1,13,18,56,825,858,110,1,0,18,1733,13,0,5,0
1,0,1,12,17,38,826,859,110,1,0,17,1733,12,0,4,0
1,0,13,0,15,179,827,860,110,1,0,15,2899,5,0,3,0
1,0,7,0,10,82,828,861,110,1,0,10,2899,5,0,3,0
1,0,6,0,9,91,829,862,110,1,0,9,2899,11,0,4,0
1,0,4,0,7,51,830,863,110,1,0,7,831,8,0,5,0
1,0,3,0,6,44,831,864,110,1,0,6,2899,5,0,3,0
1,0,4,0,7,51,832,865,110,1,0,7,2899,5,0,3,0
1,0,1,0,9,30,833,866,110,1,0,9,2899,3,0,2,0
1,0,6,0,9,76,834,867,110,1,0,9,15,24,0,9,0
1,0,6,0,9,73,835,868,110,1,0,9,15,28,3,9,0
1,0,5,3,35,90,836,869,110,1,0,35,2053,15,0,4,0
1,0,3,0,6,44,837,870,110,1,0,6,2899,6,0,3,0
1,0,1,2,9,32,838,871,110,1,0,9,2899,6,0,2,0
1,0,3,0,6,44,839,872,110,1,0,6,831,3,0,3,0
1,0,2,4,21,57,840,873,110,1,0,21,288,8,0,6,0
1,0,7,4,55,129,841,874,110,1,0,55,575,33,0,8,1
3,0,1,2,22,48,842,875,110,3,0,22,831,7,0,3,0
1,0,5,0,8,59,843,876,110,1,0,8,1118,8,0,1,0
1,0,11,0,13,126,844,877,110,1,0,13,2899,15,0,6,0
1,0,3,0,5,44,845,878,110,1,0,5,2899,10,0,4,0
1,0,8,0,30,155,846,879,110,1,0,30,2053,92,1,9,0
1,0,1,4,15,40,847,880,110,1,0,15,2899,2,0,1,0
1,0,36,0,49,379,848,881,110,1,0,49,15,136,0,11,0
1,0,1,1,4,31,849,882,110,1,0,4,831,8,0,5,0
1,0,1,1,6,28,850,883,110,1,0,6,2899,4,0,3,1
1,0,15,0,17,142,851,884,110,1,0,17,1733,28,0,7,0
1,0,13,0,15,125,852,885,110,1,0,15,1733,12,0,5,0
1,0,4,0,7,55,853,886,110,1,0,7,2899,21,0,6,0
1,0,1,2,9,44,854,887,110,1,0,9,1733,7,0,4,0
1,0,8,0,13,75,855,888,110,1,0,13,2899,4,0,3,0
1,0,5,0,8,124,856,889,110,1,0,8,831,27,0,7,0
1,0,28,0,36,290,858,890,110,1,0,36,2053,19,0,9,1
1,0,1,1,5,34,859,891,110,1,0,5,1733,5,0,4,0
1,0,1,0,4,29,860,892,110,1,0,4,2899,9,0,4,0
1,0,14,0,20,150,861,893,110,1,0,20,15,52,0,12,0
1,0,59,0,71,1058,862,894,110,1,0,71,15,163,0,15,1
1,0,27,0,34,173,865,895,110,1,0,34,15,24,1,7,1
1,0,14,0,17,298,866,896,110,1,0,17,831,22,0,7,0
1,0,1,0,4,32,867,897,110,1,0,4,2899,11,0,5,0
1,0,6,0,9,76,871,898,110,1,0,9,2899,21,0,6,0
1,0,3,0,5,43,857,899,110,1,0,5,831,18,0,7,0
1,0,3,2,22,67,863,900,110,1,0,22,575,10,0,4,0
1,0,2,0,4,40,864,901,110,1,0,4,2053,8,0,3,0
1,0,4,3,33,81,868,902,110,1,0,33,831,10,0,5,1
3,0,1,2,20,45,869,903,110,3,0,20,831,3,0,2,0
1,0,3,0,6,42,870,904,110,1,0,6,1118,6,0,1,0
5,0,2,5,36,81,872,905,110,5,0,36,831,23,0,6,0
1,0,2,0,5,36,873,906,110,1,0,5,831,5,0,3,1
1,0,6,0,8,56,874,907,110,1,0,8,831,13,0,6,0
1,0,2,0,4,37,875,908,110,1,0,4,2899,13,0,6,0
1,0,4,0,9,63,876,909,110,1,0,9,1118,9,0,1,0
1,0,3,0,6,51,877,910,110,1,0,6,1118,3,0,1,0
1,0,5,0,9,74,878,911,110,1,0,9,1733,14,0,5,0
5,0,8,0,37,91,879,912,110,5,0,37,831,1,0,1,0
1,0,2,0,5,35,880,913,110,1,0,5,753,5,0,4,0
1,0,23,0,29,246,881,914,110,1,0,29,288,40,0,8,0
3,0,0,9,58,88,882,915,110,3,0,58,791,20,1,8,0
1,0,2,5,30,64,883,916,110,1,0,30,575,28,0,7,1
1,0,2,0,4,46,884,917,110,1,0,4,2053,6,0,3,0
1,0,1,3,12,39,885,918,110,1,0,12,15,6,0,5,0
4,0,5,2,50,133,886,919,110,4,0,50,575,29,0,8,0
1,0,4,0,7,55,887,920,110,1,0,7,831,17,0,6,0
1,0,4,1,22,66,888,921,110,1,0,22,2053,12,0,8,1
1,0,2,0,5,36,889,922,110,1,0,5,1118,8,0,2,0
4,0,6,7,79,141,890,923,110,4,0,79,831,10,0,5,0
1,0,4,0,7,50,891,924,110,1,0,7,2899,6,0,4,0
1,0,3,0,6,47,892,925,110,1,0,6,2899,7,0,4,0
1,0,28,0,35,459,893,926,110,1,0,35,831,42,0,6,0
1,0,1,3,11,42,894,927,110,1,0,11,575,8,0,3,0
1,0,2,0,17,109,895,928,110,1,0,17,575,6,0,2,0
1,0,3,0,5,40,897,929,110,1,0,5,831,8,0,5,0
1,0,2,0,4,54,898,930,110,1,0,4,15,10,0,6,0
6,0,2,7,55,103,899,931,110,6,0,55,1733,10,0,5,0
1,0,6,0,9,68,901,932,110,1,0,9,288,23,0,8,1
1,0,2,0,4,35,900,933,110,1,0,4,2053,2,0,2,0
1,0,1,0,3,27,902,934,110,1,0,3,1733,3,0,3,0
1,0,8,0,13,86,903,935,110,1,0,13,2899,9,0,6,0
1,0,1,1,5,28,904,936,110,1,0,5,2899,4,0,3,0
1,0,11,0,22,166,905,937,110,1,0,22,15,24,0,8,0
1,0,1,2,8,41,906,938,110,1,0,8,2899,8,0,3,0
1,0,4,0,7,46,907,939,110,1,0,7,831,8,0,5,0
1,0,19,0,26,184,908,940,110,1,0,26,1147,33,0,7,0
1,0,7,0,11,65,909,941,110,1,0,11,2899,12,0,5,0
1,0,8,0,12,68,910,942,110,1,0,12,1733,19,0,5,0
1,0,4,0,7,46,911,943,110,1,0,7,831,8,0,5,0
1,0,0,0,1,21,896,944,110,1,0,1,2899,1,0,1,0
31,0,3,1,523,601,917,945,113,31,0,523,1733,47,1,11,0
13,0,2,2,93,142,918,946,113,13,0,93,831,15,0,7,0
3,0,1,8,38,70,919,947,113,3,0,38,831,11,0,8,0
1,0,1,7,35,65,920,948,113,1,0,35,831,7,0,4,0
1,0,1,1,4,27,921,949,113,1,0,4,831,4,0,4,0
29,0,1,3,251,304,922,950,113,29,0,251,288,43,1,10,0
19,0,3,5,142,183,924,951,113,19,0,142,288,25,0,9,0
22,0,2,0,187,240,925,952,113,22,0,187,288,116,0,12,0
19,0,1,1,122,153,926,953,113,19,0,122,288,25,0,10,0
7,0,3,3,75,114,927,954,113,7,0,75,831,19,0,7,0
1,0,2,0,9,39,928,955,113,1,0,9,831,10,0,7,0
247,0,3,25,1395,1662,929,956,113,247,0,1395,791,153,1,14,0
1,0,0,0,2,35,923,957,113,1,0,2,831,3,0,3,0
2,0,0,0,71,104,930,958,114,2,0,71,288,31,3,9,0
1,0,0,5,18,42,931,959,114,1,0,18,429,32,0,9,0
7,0,0,0,77,107,932,960,114,7,0,77,288,21,0,9,0
1,0,0,8,45,75,933,961,114,1,0,45,1733,17,0,8,0
12,0,0,11,169,218,934,962,114,12,0,169,2053,91,3,10,0
2,0,0,3,17,40,935,963,114,2,0,17,429,20,0,7,0
8,0,0,0,98,138,936,964,114,8,0,98,288,21,0,9,0
4,0,0,3,33,56,937,965,114,4,0,33,288,22,0,8,0
5,0,0,4,46,71,938,966,114,5,0,46,288,27,0,10,1
48,0,0,45,514,602,939,967,114,48,0,514,288,89,0,10,1
3,0,0,6,29,54,940,968,114,3,0,29,429,40,0,10,0
2,0,0,12,54,86,942,969,114,2,0,54,288,30,0,10,0
1,0,0,6,22,46,943,970,114,1,0,22,429,10,0,7,0
4,0,0,10,93,126,945,971,116,4,0,93,288,20,1,8,0
1,0,0,10,46,76,946,972,116,1,0,46,288,19,0,9,0
1,0,1,8,67,101,948,973,116,1,0,67,288,9,0,4,1
2,0,1,9,75,109,949,974,116,2,0,75,288,40,0,10,0
1,0,0,0,1,23,947,975,116,1,0,1,288,4,0,4,0
1,0,0,0,1,28,941,976,114,1,0,1,288,4,0,4,0
1,0,0,5,9,33,950,977,117,1,0,9,1118,8,0,4,0
1,0,0,6,25,50,951,978,117,1,0,25,791,7,0,4,0
1,0,1,1,19,46,952,979,117,1,0,19,1147,5,0,2,0
76,0,0,0,402,485,953,980,117,76,0,402,15,71,4,12,0
1,0,0,4,21,44,954,981,117,1,0,21,791,13,0,7,0
1,0,0,8,51,79,955,982,117,1,0,51,2899,32,0,9,0
5,0,2,9,258,377,956,983,117,5,0,258,15,126,15,14,1
38,0,0,7,252,310,957,984,117,38,0,252,2053,111,5,12,1
27,0,0,42,342,423,958,985,117,27,0,342,15,191,0,12,1
9,0,0,40,216,281,959,986,117,9,0,216,15,89,0,10,0
4,0,0,3,29,52,960,987,117,4,0,29,791,11,0,8,0
4,0,0,10,85,120,961,988,117,4,0,85,15,35,0,9,0
27,0,0,46,335,412,962,989,117,27,0,335,791,56,1,8,0
69,0,2,41,554,670,963,990,117,69,0,554,753,217,10,10,1
1,0,0,4,9,32,964,991,117,1,0,9,575,13,0,5,0
1,0,0,8,14,40,965,992,117,1,0,14,2899,15,0,6,0
4,0,0,2,26,49,966,993,117,4,0,26,791,22,0,5,0
13,0,0,0,79,110,967,994,117,13,0,79,791,15,0,6,0
30,0,1,11,171,236,968,995,117,30,0,171,791,30,0,8,0
1,0,0,6,24,48,970,996,117,1,0,24,791,10,0,5,0
1,0,0,0,1,21,969,997,117,1,0,1,791,2,0,2,0
1,0,0,13,64,96,995,998,121,1,0,64,1733,17,2,7,0
1,0,0,4,19,42,996,999,121,1,0,19,2899,3,0,2,0
1,0,0,3,21,46,997,1000,121,1,0,21,2899,4,0,2,0
1,0,0,6,35,62,998,1001,121,1,0,35,1733,11,0,6,0
1,0,0,5,29,53,999,1002,121,1,0,29,1733,21,2,8,0
1,0,0,5,31,59,1000,1003,121,1,0,31,2899,5,0,2,0
1,0,0,8,43,71,1001,1004,121,1,0,43,2899,3,0,2,0
23,0,0,13,167,211,1002,1005,121,23,0,167,1733,15,2,7,0
4,0,0,28,201,269,1003,1006,121,4,0,201,1733,24,2,7,0
2,0,0,6,51,81,1004,1007,121,2,0,51,1733,28,2,9,0
2,0,0,4,29,52,1005,1008,121,2,0,29,831,27,2,10,1
1,0,0,1,8,27,1006,1009,121,1,0,8,1733,9,0,7,0
1,0,0,1,7,27,1007,1010,121,1,0,7,1733,9,0,7,0
1,0,0,10,57,90,1008,1011,121,1,0,57,288,18,0,7,0
47,0,0,8,224,260,1009,1012,121,47,0,224,288,99,2,11,0
10,0,0,36,251,314,1010,1013,121,10,0,251,1733,47,2,10,0
1,0,0,27,136,182,1011,1014,121,1,0,136,1733,25,2,10,0
2,0,0,4,28,54,1012,1015,121,2,0,28,1733,10,0,6,0
1,0,0,7,47,77,1013,1016,121,1,0,47,1147,13,0,7,0
1,0,0,4,32,59,1015,1017,121,1,0,32,288,14,0,7,0
1,0,0,3,21,47,1016,1018,121,1,0,21,2899,4,0,2,0
2,0,0,19,121,163,1017,1019,121,2,0,121,1733,38,2,9,0
6,0,0,29,208,261,1018,1020,121,6,0,208,15,18,0,9,0
1,0,0,7,37,63,1019,1021,121,1,0,37,1733,16,2,7,0
2,0,0,7,55,84,1020,1022,121,2,0,55,1733,30,2,9,0
2,0,0,8,60,91,1021,1023,121,2,0,60,1733,35,2,9,0
1,0,0,0,1,21,1014,1024,121,1,0,1,2899,1,0,1,0
1,0,1,11,48,83,1023,1025,123,1,0,48,288,12,0,5,0
1,0,17,0,20,147,1024,1026,123,1,0,20,288,13,0,6,0
19,0,0,1,93,121,1025,1027,123,19,0,93,288,19,0,6,0
1,0,0,4,21,44,1026,1028,123,1,0,21,753,4,0,3,0
1,0,0,2,4,22,1032,1029,123,1,0,4,1118,1,0,1,0
12,0,0,4,54,84,1027,1030,123,12,0,54,288,28,0,9,0
1,0,0,2,4,23,1028,1031,123,1,0,4,1118,1,0,1,0
1,0,0,2,19,43,1029,1032,123,1,0,19,288,12,0,8,0
1,0,0,5,8,30,1030,1033,123,1,0,8,575,6,0,4,0
17,0,0,7,198,257,1031,1034,123,17,0,198,791,64,1,10,0
1,0,0,2,62,98,1033,1035,123,1,0,62,288,14,0,6,0
16,0,0,1,80,108,1035,1036,123,16,0,80,288,20,0,8,0
1,0,0,1,41,68,1036,1037,123,1,0,41,288,18,0,6,0
1,0,0,4,23,47,1037,1038,123,1,0,23,2899,1,0,1,0
5,0,0,17,84,121,1038,1039,123,5,0,84,288,22,0,8,0
16,0,0,14,130,164,1039,1040,123,16,0,130,288,16,0,8,0
2,0,0,3,15,35,1040,1041,123,2,0,15,288,6,0,5,0
1,0,0,0,1,25,1034,1042,123,1,0,1,288,5,0,4,0
22,0,1,11,165,208,1041,1043,124,22,0,165,1733,44,0,8,0
1,0,1,8,45,77,1042,1044,124,1,0,45,1733,9,0,4,0
4,0,0,3,59,90,1043,1045,124,4,0,59,1733,7,0,4,0
1,0,1,9,53,86,1044,1046,124,1,0,53,1733,9,0,4,0
5,0,1,10,68,106,1045,1047,124,5,0,68,1733,15,0,8,0
56,0,0,16,507,635,1046,1048,124,56,0,507,2053,141,9,11,1
1,0,0,6,50,76,1047,1049,124,1,0,50,831,16,0,5,0
4,0,0,6,33,57,1048,1050,124,4,0,33,831,12,0,6,0
2,0,0,3,16,40,1049,1051,124,2,0,16,831,7,0,4,0
12,0,0,5,72,101,1050,1052,124,12,0,72,1733,29,0,7,0
8,0,0,4,96,130,1051,1053,124,8,0,96,1733,17,0,6,0
36,0,1,2,236,261,1052,1054,124,36,0,236,288,14,0,7,1
1,0,0,8,43,73,1054,1055,126,1,0,43,831,6,0,5,0
9,0,0,8,88,118,1055,1056,126,9,0,88,1733,22,0,8,0
2,0,0,8,35,65,1056,1057,126,2,0,35,1733,11,0,6,0
4,0,0,8,51,82,1057,1058,126,4,0,51,831,2,0,2,0
1,0,0,8,59,89,1058,1059,126,1,0,59,288,21,0,8,0
4,0,0,7,54,83,1059,1060,127,4,0,54,288,20,0,10,0
2,0,0,8,42,71,1060,1061,127,2,0,42,831,9,0,6,0
1,0,0,4,11,34,1061,1062,127,1,0,11,575,7,0,4,0
1,0,0,1,20,40,1062,1063,127,1,0,20,1733,14,0,6,0
1,0,1,7,36,69,1063,1064,127,1,0,36,831,10,0,6,0
17,0,0,9,136,171,1064,1065,127,17,0,136,831,20,3,6,0
3,0,0,7,50,76,1065,1066,127,3,0,50,1733,10,0,6,0
10,0,0,8,80,113,1066,1067,127,10,0,80,831,13,0,7,0
4,0,0,7,41,68,1067,1068,127,4,0,41,831,9,0,6,0
3,0,0,7,46,72,1068,1069,127,3,0,46,831,3,0,3,0
8,0,0,11,97,129,1069,1070,127,8,0,97,831,16,3,6,0
1,0,0,7,32,58,1070,1071,127,1,0,32,1733,10,0,6,0
1,0,1,6,28,55,1071,1072,127,1,0,28,791,9,0,6,0
1,0,0,6,56,85,1072,1073,127,1,0,56,288,18,0,8,0
1,0,0,7,28,54,1073,1074,127,1,0,28,831,6,0,5,0
3,0,0,8,52,81,1074,1075,127,3,0,52,1733,15,3,6,0
1,0,0,8,38,68,1075,1076,127,1,0,38,1733,15,0,6,0
2,0,3,1,25,64,1076,1077,128,2,0,25,1733,7,0,5,0
7,0,0,9,53,85,1077,1078,128,7,0,53,791,11,0,6,1
147,0,2,53,1078,1290,1078,1079,128,147,0,1078,1147,239,40,18,1
1,0,0,2,6,26,1079,1080,128,1,0,6,575,9,0,4,0
2,0,0,8,34,62,1080,1081,128,2,0,34,831,21,0,6,1
1,0,3,0,7,60,1081,1082,128,1,0,7,15,19,0,9,1
1,0,0,13,70,103,1082,1083,128,1,0,70,1733,7,0,5,0
34,0,1,32,340,417,1083,1084,128,34,0,340,1147,189,7,13,1
1,0,1,2,90,123,1084,1085,128,1,0,90,753,15,1,4,0
3,0,0,10,52,82,1085,1086,128,3,0,52,791,16,0,5,0
1,0,1,3,17,45,1086,1087,128,1,0,17,2899,8,0,4,0
1,0,6,1,10,83,1087,1088,128,1,0,10,15,24,0,9,1
1,0,0,6,11,35,1088,1089,128,1,0,11,753,12,0,6,0
1,0,0,8,41,69,1089,1090,128,1,0,41,753,5,0,4,0
3,0,0,8,44,73,1090,1091,128,3,0,44,1733,9,0,4,0
1,0,0,3,6,28,1091,1092,128,1,0,6,753,3,0,3,0
3,0,1,3,271,341,1092,1093,128,3,0,271,2899,50,4,7,0
10,0,0,4,25,50,1093,1094,128,10,0,25,575,2,0,2,0
148,0,4,64,916,1058,1094,1095,128,148,0,916,2899,569,46,17,1
3,0,0,0,26,55,1095,1096,128,3,0,26,831,31,0,6,0
23,0,0,17,111,151,1096,1097,128,23,0,111,831,23,0,6,0
3,0,0,8,44,73,1097,1098,128,3,0,44,1733,8,0,4,0
38,0,5,12,269,343,1098,1099,128,38,0,269,2899,138,8,14,0
3,0,0,0,33,65,1099,1100,128,3,0,33,831,10,0,4,0
3,0,0,7,46,77,1101,1101,128,3,0,46,831,91,9,10,1
3,0,0,7,36,63,1102,1102,128,3,0,36,831,23,0,6,1
9,0,0,7,57,84,1103,1103,128,9,0,57,831,11,0,5,1
1,0,1,53,66,143,1104,1104,128,1,0,66,1147,161,11,11,1
1,0,0,31,134,185,1105,1105,128,1,0,134,831,42,0,8,0
1,0,1,4,7,34,1106,1106,128,1,0,7,831,15,0,5,0
1,0,1,2,11,38,1107,1107,128,1,0,11,831,15,0,5,0
3,0,1,7,84,123,1129,1108,130,3,0,84,15,15,0,6,1
12,0,0,0,106,139,1130,1109,130,12,0,106,2899,35,1,6,0
41,0,1,14,213,261,1131,1110,130,41,0,213,288,37,0,9,0
7,0,0,8,69,103,1132,1111,130,7,0,69,15,48,5,9,0
9,0,1,7,71,107,1133,1112,130,9,0,71,2899,7,0,3,0
1,0,0,9,56,88,1134,1113,130,1,0,56,2899,23,1,5,0
3,0,0,10,76,108,1135,1114,130,3,0,76,2899,17,4,4,0
1,0,0,9,51,82,1136,1115,130,1,0,51,2899,15,0,5,0
1,0,0,9,60,91,1137,1116,130,1,0,60,2899,14,0,4,0
3,0,0,9,65,96,1138,1117,130,3,0,65,2899,15,0,4,0
1,0,0,9,64,96,1139,1118,130,1,0,64,288,26,1,6,0
3,0,0,9,62,93,1140,1119,130,3,0,62,2899,18,0,4,0
1,0,0,9,65,96,1141,1120,130,1,0,65,288,28,1,6,0
4,0,0,9,73,104,1142,1121,130,4,0,73,2899,26,1,5,0
1,0,0,9,64,95,1143,1122,130,1,0,64,2899,23,1,5,0
8,0,1,9,104,126,1144,1123,130,8,0,104,288,8,0,7,0
4,0,1,8,76,110,1145,1124,130,4,0,76,288,13,0,6,0
1,0,0,9,49,81,1146,1125,130,1,0,49,2899,11,0,4,0
7,0,0,9,81,113,1147,1126,130,7,0,81,2899,18,0,4,0
1,0,0,10,62,93,1148,1127,130,1,0,62,2899,15,0,4,0
2,0,0,9,73,106,1149,1128,130,2,0,73,2053,20,1,6,1
1,0,0,8,46,76,1150,1129,130,1,0,46,2899,14,0,4,0
2,0,0,9,60,91,1151,1130,130,2,0,60,2899,22,0,5,0
1,0,0,9,47,78,1152,1131,130,1,0,47,288,16,0,5,0
3,0,0,9,67,98,1153,1132,130,3,0,67,2899,26,1,5,0
1,0,0,5,23,48,1154,1133,130,1,0,23,288,9,0,5,0
2,0,0,10,94,129,1155,1134,130,2,0,94,288,31,1,8,1
1,0,0,5,23,49,1156,1135,130,1,0,23,288,9,0,5,0
1,0,0,4,33,60,1157,1136,130,1,0,33,1733,12,0,3,0
1,0,0,8,31,59,1158,1137,130,1,0,31,288,11,0,6,0
1,0,0,10,67,99,1159,1138,130,1,0,67,288,16,0,5,0
2,0,0,10,67,99,1160,1139,130,2,0,67,2899,17,4,4,0
2,0,0,10,77,111,1161,1140,130,2,0,77,288,30,1,8,1
1,0,0,6,40,67,1162,1141,130,1,0,40,288,12,0,5,0
1,0,0,5,23,47,1163,1142,130,1,0,23,288,9,0,5,0
1,0,0,4,30,57,1166,1143,130,1,0,30,1733,5,0,3,0
1,0,0,5,23,47,1164,1144,130,1,0,23,288,9,0,5,0
2,0,0,9,57,88,1165,1145,130,2,0,57,2899,19,0,4,0
1,0,0,6,36,63,1167,1146,130,1,0,36,288,9,0,5,0
1,0,0,9,68,100,1168,1147,130,1,0,68,288,26,1,6,0
1,0,0,9,47,78,1169,1148,130,1,0,47,288,18,1,5,0
2,0,0,9,60,91,1170,1149,130,2,0,60,2899,21,1,4,0
1,0,1,8,47,84,1171,1150,130,1,0,47,1147,34,2,7,0
3,0,1,3,36,69,1172,1151,130,3,0,36,2899,7,0,3,0
4,0,0,0,36,69,1173,1152,131,4,0,36,831,7,0,5,0
41,0,1,5,259,315,1174,1153,131,41,0,259,15,14,0,6,1
3,0,0,0,27,61,1175,1154,131,3,0,27,831,7,0,5,0
1,0,3,3,8,46,1177,1155,131,1,0,8,831,8,0,5,0
8,0,1,3,60,99,1178,1156,131,8,0,60,831,8,0,5,0
2,0,1,1,20,49,1179,1157,131,2,0,20,15,13,0,6,0
4,0,0,0,29,59,1180,1158,131,4,0,29,831,10,0,5,0
1,0,0,0,1,21,1176,1159,131,1,0,1,831,7,0,5,0
2,0,1,3,19,57,1181,1160,132,2,0,19,2899,15,0,5,1
2,0,1,3,18,53,1182,1161,132,2,0,18,15,22,0,7,1
1,0,1,1,6,37,1183,1162,132,1,0,6,753,14,0,5,1
2,0,1,3,17,55,1184,1163,132,2,0,17,288,18,0,6,0
2,0,1,3,20,58,1185,1164,132,2,0,20,2899,11,0,5,0
1,0,0,7,29,56,1186,1165,133,1,0,29,288,13,3,5,0
2,0,0,5,58,85,1187,1166,133,2,0,58,831,13,1,4,1
1,0,0,6,34,60,1188,1167,133,1,0,34,753,4,0,3,0
1,0,0,9,49,80,1189,1168,133,1,0,49,2899,6,4,4,0
1,0,0,6,35,61,1190,1169,133,1,0,35,753,4,0,3,0
6,0,0,11,58,88,1191,1170,133,6,0,58,831,35,1,8,1
3,0,0,11,46,77,1192,1171,133,3,0,46,2899,3,0,3,0
1,0,0,6,31,57,1193,1172,133,1,0,31,791,10,1,6,0
7,0,1,5,68,101,1194,1173,133,7,0,68,1147,13,0,5,1
2,0,0,10,49,84,1195,1174,133,2,0,49,791,20,6,7,0
1,0,0,6,26,52,1196,1175,133,1,0,26,753,2,0,2,0
1,0,0,6,22,47,1197,1176,133,1,0,22,1733,9,0,6,0
2,0,0,5,41,68,1198,1177,133,2,0,41,753,2,0,2,0
1,0,0,6,31,57,1199,1178,133,1,0,31,753,2,0,2,0
2,0,0,9,32,60,1200,1179,133,2,0,32,753,2,0,2,1
4,0,0,7,54,84,1201,1180,133,4,0,54,288,28,10,8,1
12,0,1,12,121,165,1202,1181,133,12,0,121,831,74,19,8,1
1,0,0,6,26,52,1203,1182,133,1,0,26,753,4,0,3,0
4,0,0,12,72,106,1204,1183,133,4,0,72,2899,8,1,3,1
7,0,0,6,64,92,1205,1184,133,7,0,64,753,10,1,4,0
2,0,0,6,31,57,1206,1185,133,2,0,31,15,26,0,8,1
1,0,0,9,34,62,1207,1186,133,1,0,34,1733,12,0,6,1
2,0,0,8,46,74,1208,1187,133,2,0,46,2053,12,3,6,0
3,0,0,13,102,143,1209,1188,133,3,0,102,15,26,3,9,0
1,0,0,4,27,53,1210,1189,133,1,0,27,288,10,0,5,0
2,0,0,5,27,53,1211,1190,133,2,0,27,753,2,0,2,0
1,0,0,5,21,45,1212,1191,133,1,0,21,791,4,0,4,0
1,0,0,6,26,52,1213,1192,133,1,0,26,753,4,0,3,0
3,0,0,6,41,68,1214,1193,133,3,0,41,753,2,0,2,0
